"","LU0496654236","LU0997587323","LU0075933415","LU0128522744","LU1049766626"
"2019-11-25",11.059548,9.85,563.15,42.43,110.73
"2019-11-26",11.079493,9.87,550.74,42.29,110.86
"2019-11-27",11.079493,9.87,553.59,42.52,111.43
"2019-11-28",11.079493,9.88,554.99,42.52,110.98
"2019-11-29",11.08,9.88,557.06,42.06,110.17
"2019-12-02",11.07,9.86,558.55,42.06,110.01
"2019-12-03",11.06,9.89,559.03,41.89,109.54
"2019-12-04",11.07,9.88,566.24,42,109.45
"2019-12-05",11.07,9.89,568.91,42.26,109.77
"2019-12-06",11.06,9.89,574.78,42.67,109.36
"2019-12-09",11.05,9.9,576.68,42.62,109.71
"2019-12-10",11.05,9.9,577.23,42.56,108.99
"2019-12-11",11.04,9.92,583.81,42.93,108.8
"2019-12-12",11.06,9.91,591.64,43.72,109.34
"2019-12-13",11.05,9.95,595.3,44.29,110.15
"2019-12-16",11.07,9.96,598.24,44.48,109.75
"2019-12-17",11.09,9.97,600.66,44.9,110.16
"2019-12-18",11.1,9.98,608.76,45.08,110.03
"2019-12-19",11.09,9.98,609.68,45,110.39
"2019-12-20",11.1,9.99,607.38,45.04,111.18
"2019-12-23",11.1,9.99,612.36,45.12,111.22
"2019-12-24",,9.99,,45.04,
"2019-12-26",,10,,,
