"","Date","LU0231483743","Date4","LU0243957239","Date3","HK0000065125","Date2","LU0261952682","Date1","LU0823388615"
"1","2014-01-02 08:00:00",23.7848,"2014-01-02 08:00:00",17.89,"2014-01-02 08:00:00",218.04,"2014-01-02 08:00:00",9.958,"2014-01-02 08:00:00",94.34
"2","2014-01-03 08:00:00",23.4191,"2014-01-03 08:00:00",17.91,"2014-01-03 08:00:00",213.87,"2014-01-03 08:00:00",10,"2014-01-03 08:00:00",94.39
"3","2014-01-06 08:00:00",23.3011,"2014-01-06 08:00:00",17.95,"2014-01-06 08:00:00",211.97,"2014-01-06 08:00:00",9.986,"2014-01-06 08:00:00",94.49
"4","2014-01-07 08:00:00",23.289,"2014-01-07 08:00:00",18.01,"2014-01-07 08:00:00",211.63,"2014-01-07 08:00:00",10.12,"2014-01-07 08:00:00",94.61
"5","2014-01-08 08:00:00",23.4099,"2014-01-08 08:00:00",18.05,"2014-01-08 08:00:00",214.07,"2014-01-08 08:00:00",10.12,"2014-01-08 08:00:00",94.63
"6","2014-01-09 08:00:00",23.3613,"2014-01-09 08:00:00",18.09,"2014-01-09 08:00:00",212.44,"2014-01-09 08:00:00",10.05,"2014-01-09 08:00:00",94.63
"7","2014-01-10 08:00:00",23.3884,"2014-01-10 08:00:00",18.11,"2014-01-10 08:00:00",212.68,"2014-01-10 08:00:00",10.1,"2014-01-10 08:00:00",94.69
"8","2014-01-13 08:00:00",23.3744,"2014-01-13 08:00:00",18.12,"2014-01-13 08:00:00",213.52,"2014-01-13 08:00:00",10.13,"2014-01-13 08:00:00",94.75
"9","2014-01-14 08:00:00",23.2716,"2014-01-14 08:00:00",18.11,"2014-01-14 08:00:00",212.77,"2014-01-14 08:00:00",10.15,"2014-01-14 08:00:00",94.77
"10","2014-01-15 08:00:00",23.3639,"2014-01-15 08:00:00",18.15,"2014-01-15 08:00:00",213.83,"2014-01-15 08:00:00",10.32,"2014-01-15 08:00:00",94.88
"11","2014-01-16 08:00:00",23.3891,"2014-01-16 08:00:00",18.19,"2014-01-16 08:00:00",214.39,"2014-01-16 08:00:00",10.26,"2014-01-16 08:00:00",94.95
"12","2014-01-17 08:00:00",23.4991,"2014-01-17 08:00:00",18.21,"2014-01-17 08:00:00",216,"2014-01-17 08:00:00",10.27,"2014-01-17 08:00:00",95
"13","2014-01-20 08:00:00",23.3036,"2014-01-20 08:00:00",18.22,"2014-01-20 08:00:00",214.15,"2014-01-20 08:00:00",10.27,"2014-01-20 08:00:00",NA
"14","2014-01-21 08:00:00",23.3643,"2014-01-21 08:00:00",18.22,"2014-01-21 08:00:00",215.25,"2014-01-21 08:00:00",10.34,"2014-01-21 08:00:00",95.09
"15","2014-01-22 08:00:00",23.374,"2014-01-22 08:00:00",18.21,"2014-01-22 08:00:00",215.84,"2014-01-22 08:00:00",10.33,"2014-01-22 08:00:00",95.11
"16","2014-01-23 08:00:00",23.1181,"2014-01-23 08:00:00",18.2,"2014-01-23 08:00:00",212.79,"2014-01-23 08:00:00",10.22,"2014-01-23 08:00:00",95.02
"17","2014-01-24 08:00:00",22.8909,"2014-01-24 08:00:00",18.1,"2014-01-24 08:00:00",209.91,"2014-01-24 08:00:00",9.925,"2014-01-24 08:00:00",94.71
"18","2014-01-27 08:00:00",22.4051,"2014-01-27 08:00:00",18.03,"2014-01-27 08:00:00",205.26,"2014-01-27 08:00:00",9.879,"2014-01-27 08:00:00",94.59
"19","2014-01-28 08:00:00",22.3679,"2014-01-28 08:00:00",18.07,"2014-01-28 08:00:00",205.26,"2014-01-28 08:00:00",9.958,"2014-01-28 08:00:00",94.62
"20","2014-01-29 08:00:00",22.3714,"2014-01-29 08:00:00",18.1,"2014-01-29 08:00:00",207.55,"2014-01-29 08:00:00",9.881,"2014-01-29 08:00:00",94.57
"21","2014-01-30 08:00:00",22.162,"2014-01-30 08:00:00",18.07,"2014-01-30 08:00:00",206.58,"2014-01-30 08:00:00",9.931,"2014-01-30 08:00:00",94.6
"22","2014-01-31 08:00:00",22.1712,"2014-01-31 08:00:00",18.05,"2014-01-31 08:00:00",NA,"2014-01-31 08:00:00",9.888,"2014-01-31 08:00:00",94.56
"23","2014-02-03 08:00:00",22.1138,"2014-02-03 08:00:00",18.06,"2014-02-03 08:00:00",NA,"2014-02-03 08:00:00",9.722,"2014-02-03 08:00:00",94.53
"24","2014-02-04 08:00:00",21.6599,"2014-02-04 08:00:00",18.03,"2014-02-04 08:00:00",200.42,"2014-02-04 08:00:00",9.717,"2014-02-04 08:00:00",94.42
"25","2014-02-05 08:00:00",21.7377,"2014-02-05 08:00:00",18.07,"2014-02-05 08:00:00",199.18,"2014-02-05 08:00:00",9.719,"2014-02-05 08:00:00",94.45
"26","2014-02-06 08:00:00",21.8173,"2014-02-06 08:00:00",18.1,"2014-02-06 08:00:00",200.97,"2014-02-06 08:00:00",9.877,"2014-02-06 08:00:00",94.62
"27","2014-02-07 08:00:00",22.0076,"2014-02-07 08:00:00",18.16,"2014-02-07 08:00:00",203.25,"2014-02-07 08:00:00",9.967,"2014-02-07 08:00:00",94.81
"28","2014-02-10 08:00:00",22.0128,"2014-02-10 08:00:00",18.18,"2014-02-10 08:00:00",202.98,"2014-02-10 08:00:00",9.947,"2014-02-10 08:00:00",94.95
"29","2014-02-11 08:00:00",22.2283,"2014-02-11 08:00:00",18.23,"2014-02-11 08:00:00",206.21,"2014-02-11 08:00:00",10.09,"2014-02-11 08:00:00",95.14
"30","2014-02-12 08:00:00",22.5607,"2014-02-12 08:00:00",18.27,"2014-02-12 08:00:00",209.26,"2014-02-12 08:00:00",10.15,"2014-02-12 08:00:00",95.26
"31","2014-02-13 08:00:00",22.4863,"2014-02-13 08:00:00",18.26,"2014-02-13 08:00:00",208.15,"2014-02-13 08:00:00",10.16,"2014-02-13 08:00:00",95.29
"32","2014-02-14 08:00:00",22.4477,"2014-02-14 08:00:00",18.29,"2014-02-14 08:00:00",208.94,"2014-02-14 08:00:00",10.23,"2014-02-14 08:00:00",95.39
"33","2014-02-17 08:00:00",22.5349,"2014-02-17 08:00:00",18.3,"2014-02-17 08:00:00",210.86,"2014-02-17 08:00:00",10.23,"2014-02-17 08:00:00",NA
"34","2014-02-18 08:00:00",22.5609,"2014-02-18 08:00:00",18.3,"2014-02-18 08:00:00",210.97,"2014-02-18 08:00:00",10.22,"2014-02-18 08:00:00",95.54
"35","2014-02-19 08:00:00",22.6394,"2014-02-19 08:00:00",18.31,"2014-02-19 08:00:00",211.33,"2014-02-19 08:00:00",10.23,"2014-02-19 08:00:00",95.68
"36","2014-02-20 08:00:00",22.4082,"2014-02-20 08:00:00",18.31,"2014-02-20 08:00:00",209.02,"2014-02-20 08:00:00",10.23,"2014-02-20 08:00:00",95.74
"37","2014-02-21 08:00:00",22.3922,"2014-02-21 08:00:00",18.35,"2014-02-21 08:00:00",209.97,"2014-02-21 08:00:00",10.27,"2014-02-21 08:00:00",95.86
"38","2014-02-24 08:00:00",22.253,"2014-02-24 08:00:00",18.38,"2014-02-24 08:00:00",207.95,"2014-02-24 08:00:00",10.35,"2014-02-24 08:00:00",96
"39","2014-02-25 08:00:00",22.1474,"2014-02-25 08:00:00",18.43,"2014-02-25 08:00:00",207.38,"2014-02-25 08:00:00",10.35,"2014-02-25 08:00:00",96.14
"40","2014-02-26 08:00:00",22.1552,"2014-02-26 08:00:00",18.45,"2014-02-26 08:00:00",208.68,"2014-02-26 08:00:00",10.32,"2014-02-26 08:00:00",96.25
"41","2014-02-27 08:00:00",22.3476,"2014-02-27 08:00:00",18.45,"2014-02-27 08:00:00",211.82,"2014-02-27 08:00:00",10.28,"2014-02-27 08:00:00",96.32
"42","2014-02-28 08:00:00",22.3696,"2014-02-28 08:00:00",18.45,"2014-02-28 08:00:00",211.82,"2014-02-28 08:00:00",10.32,"2014-02-28 08:00:00",96.42
"43","2014-03-03 08:00:00",22.176,"2014-03-03 08:00:00",18.42,"2014-03-03 08:00:00",209.08,"2014-03-03 08:00:00",10.01,"2014-03-03 08:00:00",96.37
"44","2014-03-04 08:00:00",22.3437,"2014-03-04 08:00:00",18.46,"2014-03-04 08:00:00",210.56,"2014-03-04 08:00:00",10.28,"2014-03-04 08:00:00",96.46
"45","2014-03-05 08:00:00",22.3029,"2014-03-05 08:00:00",18.48,"2014-03-05 08:00:00",210.02,"2014-03-05 08:00:00",10.28,"2014-03-05 08:00:00",96.5
"46","2014-03-06 08:00:00",22.3148,"2014-03-06 08:00:00",18.52,"2014-03-06 08:00:00",211.01,"2014-03-06 08:00:00",10.31,"2014-03-06 08:00:00",96.46
"47","2014-03-07 08:00:00",22.4009,"2014-03-07 08:00:00",18.51,"2014-03-07 08:00:00",210.51,"2014-03-07 08:00:00",10.15,"2014-03-07 08:00:00",96.31
"48","2014-03-10 08:00:00",22.1603,"2014-03-10 08:00:00",18.49,"2014-03-10 08:00:00",206.71,"2014-03-10 08:00:00",10.14,"2014-03-10 08:00:00",96.26
"49","2014-03-11 08:00:00",22.1636,"2014-03-11 08:00:00",18.47,"2014-03-11 08:00:00",206.79,"2014-03-11 08:00:00",10.14,"2014-03-11 08:00:00",96.26
"50","2014-03-12 08:00:00",21.9508,"2014-03-12 08:00:00",18.44,"2014-03-12 08:00:00",203.53,"2014-03-12 08:00:00",10.05,"2014-03-12 08:00:00",96.19
"51","2014-03-13 08:00:00",21.8771,"2014-03-13 08:00:00",18.43,"2014-03-13 08:00:00",202.31,"2014-03-13 08:00:00",9.896,"2014-03-13 08:00:00",96.22
"52","2014-03-14 08:00:00",21.6665,"2014-03-14 08:00:00",18.38,"2014-03-14 08:00:00",199.81,"2014-03-14 08:00:00",9.846,"2014-03-14 08:00:00",96.07
"53","2014-03-17 08:00:00",21.6771,"2014-03-17 08:00:00",18.39,"2014-03-17 08:00:00",199.55,"2014-03-17 08:00:00",9.992,"2014-03-17 08:00:00",96.17
"54","2014-03-18 08:00:00",21.7812,"2014-03-18 08:00:00",18.43,"2014-03-18 08:00:00",200.81,"2014-03-18 08:00:00",10.07,"2014-03-18 08:00:00",96.31
"55","2014-03-19 08:00:00",21.88,"2014-03-19 08:00:00",18.46,"2014-03-19 08:00:00",201.12,"2014-03-19 08:00:00",10.08,"2014-03-19 08:00:00",96.4
"56","2014-03-20 08:00:00",21.6843,"2014-03-20 08:00:00",18.43,"2014-03-20 08:00:00",198.02,"2014-03-20 08:00:00",10.12,"2014-03-20 08:00:00",96.27
"57","2014-03-21 08:00:00",21.9328,"2014-03-21 08:00:00",18.46,"2014-03-21 08:00:00",200.33,"2014-03-21 08:00:00",10.15,"2014-03-21 08:00:00",96.37
"58","2014-03-24 08:00:00",22.141,"2014-03-24 08:00:00",18.44,"2014-03-24 08:00:00",203.59,"2014-03-24 08:00:00",10.01,"2014-03-24 08:00:00",96.41
"59","2014-03-25 08:00:00",22.0956,"2014-03-25 08:00:00",18.46,"2014-03-25 08:00:00",201.97,"2014-03-25 08:00:00",10.15,"2014-03-25 08:00:00",96.45
"60","2014-03-26 08:00:00",22.244,"2014-03-26 08:00:00",18.5,"2014-03-26 08:00:00",203.53,"2014-03-26 08:00:00",10.26,"2014-03-26 08:00:00",96.53
"61","2014-03-27 08:00:00",22.4421,"2014-03-27 08:00:00",18.5,"2014-03-27 08:00:00",201.98,"2014-03-27 08:00:00",10.27,"2014-03-27 08:00:00",96.51
"62","2014-03-28 08:00:00",22.6767,"2014-03-28 08:00:00",18.53,"2014-03-28 08:00:00",204.36,"2014-03-28 08:00:00",10.4,"2014-03-28 08:00:00",96.56
"63","2014-03-31 08:00:00",22.8332,"2014-03-31 08:00:00",18.54,"2014-03-31 08:00:00",205.31,"2014-03-31 08:00:00",10.37,"2014-03-31 08:00:00",96.63
"64","2014-04-01 08:00:00",23.0213,"2014-04-01 08:00:00",18.57,"2014-04-01 08:00:00",208.53,"2014-04-01 08:00:00",10.45,"2014-04-01 08:00:00",96.7
"65","2014-04-02 08:00:00",23.238,"2014-04-02 08:00:00",18.58,"2014-04-02 08:00:00",209.49,"2014-04-02 08:00:00",10.45,"2014-04-02 08:00:00",96.73
"66","2014-04-03 08:00:00",23.4308,"2014-04-03 08:00:00",18.59,"2014-04-03 08:00:00",210.05,"2014-04-03 08:00:00",10.52,"2014-04-03 08:00:00",96.76
"67","2014-04-04 08:00:00",23.5124,"2014-04-04 08:00:00",18.61,"2014-04-04 08:00:00",209.27,"2014-04-04 08:00:00",10.59,"2014-04-04 08:00:00",96.85
"68","2014-04-07 08:00:00",23.4305,"2014-04-07 08:00:00",18.63,"2014-04-07 08:00:00",207.77,"2014-04-07 08:00:00",10.45,"2014-04-07 08:00:00",96.85
"69","2014-04-08 08:00:00",23.5427,"2014-04-08 08:00:00",18.57,"2014-04-08 08:00:00",209.18,"2014-04-08 08:00:00",10.42,"2014-04-08 08:00:00",96.82
"70","2014-04-09 08:00:00",23.6912,"2014-04-09 08:00:00",18.6,"2014-04-09 08:00:00",211.17,"2014-04-09 08:00:00",10.44,"2014-04-09 08:00:00",96.92
"71","2014-04-10 08:00:00",23.7862,"2014-04-10 08:00:00",18.62,"2014-04-10 08:00:00",213.99,"2014-04-10 08:00:00",10.35,"2014-04-10 08:00:00",96.99
"72","2014-04-11 08:00:00",23.8483,"2014-04-11 08:00:00",18.55,"2014-04-11 08:00:00",211.91,"2014-04-11 08:00:00",10.23,"2014-04-11 08:00:00",96.87
"73","2014-04-14 08:00:00",23.9243,"2014-04-14 08:00:00",18.53,"2014-04-14 08:00:00",211.61,"2014-04-14 08:00:00",10.29,"2014-04-14 08:00:00",96.9
"74","2014-04-15 08:00:00",23.7224,"2014-04-15 08:00:00",18.54,"2014-04-15 08:00:00",208.51,"2014-04-15 08:00:00",10.16,"2014-04-15 08:00:00",96.92
"75","2014-04-16 08:00:00",23.8258,"2014-04-16 08:00:00",18.56,"2014-04-16 08:00:00",208.6,"2014-04-16 08:00:00",10.32,"2014-04-16 08:00:00",96.91
"76","2014-04-17 08:00:00",23.847,"2014-04-17 08:00:00",18.58,"2014-04-17 08:00:00",209.2,"2014-04-17 08:00:00",10.38,"2014-04-17 08:00:00",96.91
"77","2014-04-18 08:00:00",NA,"2014-04-18 08:00:00",NA,"2014-04-18 08:00:00",NA,"2014-04-18 08:00:00",10.38,"2014-04-18 08:00:00",NA
"78","2014-04-21 08:00:00",NA,"2014-04-21 08:00:00",NA,"2014-04-21 08:00:00",NA,"2014-04-21 08:00:00",10.38,"2014-04-21 08:00:00",NA
"79","2014-04-22 08:00:00",23.8314,"2014-04-22 08:00:00",18.62,"2014-04-22 08:00:00",208.9,"2014-04-22 08:00:00",10.52,"2014-04-22 08:00:00",97.01
"80","2014-04-23 08:00:00",23.7452,"2014-04-23 08:00:00",18.64,"2014-04-23 08:00:00",207.35,"2014-04-23 08:00:00",10.45,"2014-04-23 08:00:00",97.05
"81","2014-04-24 08:00:00",23.8544,"2014-04-24 08:00:00",18.67,"2014-04-24 08:00:00",208.23,"2014-04-24 08:00:00",10.49,"2014-04-24 08:00:00",97.08
"82","2014-04-25 08:00:00",23.6365,"2014-04-25 08:00:00",18.66,"2014-04-25 08:00:00",205.56,"2014-04-25 08:00:00",10.36,"2014-04-25 08:00:00",97.11
"83","2014-04-28 08:00:00",23.6384,"2014-04-28 08:00:00",18.66,"2014-04-28 08:00:00",203.78,"2014-04-28 08:00:00",10.41,"2014-04-28 08:00:00",97.13
"84","2014-04-29 08:00:00",23.8965,"2014-04-29 08:00:00",18.68,"2014-04-29 08:00:00",205.55,"2014-04-29 08:00:00",10.56,"2014-04-29 08:00:00",97.17
"85","2014-04-30 08:00:00",23.7383,"2014-04-30 08:00:00",18.7,"2014-04-30 08:00:00",203.16,"2014-04-30 08:00:00",10.54,"2014-04-30 08:00:00",97.24
"86","2014-05-01 08:00:00",NA,"2014-05-01 08:00:00",18.7,"2014-05-01 08:00:00",NA,"2014-05-01 08:00:00",10.54,"2014-05-01 08:00:00",NA
"87","2014-05-02 08:00:00",23.815,"2014-05-02 08:00:00",18.75,"2014-05-02 08:00:00",204.71,"2014-05-02 08:00:00",10.49,"2014-05-02 08:00:00",97.29
"88","2014-05-05 08:00:00",23.713,"2014-05-05 08:00:00",18.71,"2014-05-05 08:00:00",203.2,"2014-05-05 08:00:00",10.49,"2014-05-05 08:00:00",97.33
"89","2014-05-06 08:00:00",23.7214,"2014-05-06 08:00:00",18.73,"2014-05-06 08:00:00",NA,"2014-05-06 08:00:00",10.42,"2014-05-06 08:00:00",97.41
"90","2014-05-07 08:00:00",23.5521,"2014-05-07 08:00:00",18.73,"2014-05-07 08:00:00",200.68,"2014-05-07 08:00:00",10.46,"2014-05-07 08:00:00",97.47
"91","2014-05-08 08:00:00",23.614,"2014-05-08 08:00:00",18.75,"2014-05-08 08:00:00",200.16,"2014-05-08 08:00:00",10.62,"2014-05-08 08:00:00",97.59
"92","2014-05-09 08:00:00",23.5667,"2014-05-09 08:00:00",18.79,"2014-05-09 08:00:00",200.54,"2014-05-09 08:00:00",10.55,"2014-05-09 08:00:00",97.62
"93","2014-05-12 08:00:00",23.6412,"2014-05-12 08:00:00",18.81,"2014-05-12 08:00:00",203.96,"2014-05-12 08:00:00",10.65,"2014-05-12 08:00:00",97.72
"94","2014-05-13 08:00:00",23.7221,"2014-05-13 08:00:00",18.85,"2014-05-13 08:00:00",205.17,"2014-05-13 08:00:00",10.67,"2014-05-13 08:00:00",97.79
"95","2014-05-14 08:00:00",23.8536,"2014-05-14 08:00:00",18.87,"2014-05-14 08:00:00",207.41,"2014-05-14 08:00:00",10.67,"2014-05-14 08:00:00",97.82
"96","2014-05-15 08:00:00",23.8847,"2014-05-15 08:00:00",18.87,"2014-05-15 08:00:00",208.38,"2014-05-15 08:00:00",10.51,"2014-05-15 08:00:00",97.75
"97","2014-05-16 08:00:00",23.844,"2014-05-16 08:00:00",18.79,"2014-05-16 08:00:00",207.45,"2014-05-16 08:00:00",10.56,"2014-05-16 08:00:00",97.7
"98","2014-05-19 08:00:00",23.867,"2014-05-19 08:00:00",18.79,"2014-05-19 08:00:00",206.87,"2014-05-19 08:00:00",10.57,"2014-05-19 08:00:00",97.74
"99","2014-05-20 08:00:00",23.9075,"2014-05-20 08:00:00",18.81,"2014-05-20 08:00:00",207.9,"2014-05-20 08:00:00",10.55,"2014-05-20 08:00:00",97.75
"100","2014-05-21 08:00:00",23.8557,"2014-05-21 08:00:00",18.8,"2014-05-21 08:00:00",208.71,"2014-05-21 08:00:00",10.64,"2014-05-21 08:00:00",97.68
"101","2014-05-22 08:00:00",23.919,"2014-05-22 08:00:00",18.83,"2014-05-22 08:00:00",210.34,"2014-05-22 08:00:00",10.65,"2014-05-22 08:00:00",97.68
"102","2014-05-23 08:00:00",24.0776,"2014-05-23 08:00:00",18.84,"2014-05-23 08:00:00",211.04,"2014-05-23 08:00:00",10.7,"2014-05-23 08:00:00",97.68
"103","2014-05-26 08:00:00",24.0939,"2014-05-26 08:00:00",18.88,"2014-05-26 08:00:00",211.32,"2014-05-26 08:00:00",10.82,"2014-05-26 08:00:00",NA
"104","2014-05-27 08:00:00",24.128,"2014-05-27 08:00:00",18.92,"2014-05-27 08:00:00",211.01,"2014-05-27 08:00:00",10.84,"2014-05-27 08:00:00",97.81
"105","2014-05-28 08:00:00",24.3093,"2014-05-28 08:00:00",18.94,"2014-05-28 08:00:00",212.27,"2014-05-28 08:00:00",10.85,"2014-05-28 08:00:00",97.88
"106","2014-05-29 08:00:00",NA,"2014-05-29 08:00:00",18.94,"2014-05-29 08:00:00",211.45,"2014-05-29 08:00:00",10.85,"2014-05-29 08:00:00",NA
"107","2014-05-30 08:00:00",24.3054,"2014-05-30 08:00:00",18.97,"2014-05-30 08:00:00",212.46,"2014-05-30 08:00:00",10.85,"2014-05-30 08:00:00",98.02
"108","2014-06-02 08:00:00",24.2956,"2014-06-02 08:00:00",18.99,"2014-06-02 08:00:00",NA,"2014-06-02 08:00:00",10.87,"2014-06-02 08:00:00",98.07
"109","2014-06-03 08:00:00",24.4468,"2014-06-03 08:00:00",18.96,"2014-06-03 08:00:00",214.84,"2014-06-03 08:00:00",10.85,"2014-06-03 08:00:00",98.05
"110","2014-06-04 08:00:00",24.3429,"2014-06-04 08:00:00",18.95,"2014-06-04 08:00:00",213.33,"2014-06-04 08:00:00",10.84,"2014-06-04 08:00:00",98.04
"111","2014-06-05 08:00:00",24.3303,"2014-06-05 08:00:00",18.96,"2014-06-05 08:00:00",213.7,"2014-06-05 08:00:00",10.94,"2014-06-05 08:00:00",98.2
"112","2014-06-06 08:00:00",24.2917,"2014-06-06 08:00:00",19.05,"2014-06-06 08:00:00",212.8,"2014-06-06 08:00:00",11.03,"2014-06-06 08:00:00",98.39
"113","2014-06-09 08:00:00",NA,"2014-06-09 08:00:00",19.05,"2014-06-09 08:00:00",214.22,"2014-06-09 08:00:00",11.06,"2014-06-09 08:00:00",NA
"114","2014-06-10 08:00:00",24.4538,"2014-06-10 08:00:00",19.14,"2014-06-10 08:00:00",216.11,"2014-06-10 08:00:00",11.09,"2014-06-10 08:00:00",98.55
"115","2014-06-11 08:00:00",24.3372,"2014-06-11 08:00:00",19.1,"2014-06-11 08:00:00",216.02,"2014-06-11 08:00:00",11.01,"2014-06-11 08:00:00",98.53
"116","2014-06-12 08:00:00",24.391,"2014-06-12 08:00:00",19.1,"2014-06-12 08:00:00",215.73,"2014-06-12 08:00:00",10.99,"2014-06-12 08:00:00",98.55
"117","2014-06-13 08:00:00",24.4415,"2014-06-13 08:00:00",19.07,"2014-06-13 08:00:00",216.73,"2014-06-13 08:00:00",10.99,"2014-06-13 08:00:00",98.57
"118","2014-06-16 08:00:00",24.4702,"2014-06-16 08:00:00",19.08,"2014-06-16 08:00:00",216.54,"2014-06-16 08:00:00",10.91,"2014-06-16 08:00:00",98.6
"119","2014-06-17 08:00:00",24.3499,"2014-06-17 08:00:00",19.08,"2014-06-17 08:00:00",215.35,"2014-06-17 08:00:00",10.96,"2014-06-17 08:00:00",98.62
"120","2014-06-18 08:00:00",24.3939,"2014-06-18 08:00:00",19.1,"2014-06-18 08:00:00",214.99,"2014-06-18 08:00:00",10.97,"2014-06-18 08:00:00",98.62
"121","2014-06-19 08:00:00",24.3504,"2014-06-19 08:00:00",19.14,"2014-06-19 08:00:00",215.02,"2014-06-19 08:00:00",11.09,"2014-06-19 08:00:00",98.8
"122","2014-06-20 08:00:00",24.3329,"2014-06-20 08:00:00",19.14,"2014-06-20 08:00:00",215.14,"2014-06-20 08:00:00",11.05,"2014-06-20 08:00:00",98.86
"123","2014-06-23 08:00:00",NA,"2014-06-23 08:00:00",19.14,"2014-06-23 08:00:00",211.69,"2014-06-23 08:00:00",10.99,"2014-06-23 08:00:00",NA
"124","2014-06-24 08:00:00",24.2,"2014-06-24 08:00:00",19.11,"2014-06-24 08:00:00",212.41,"2014-06-24 08:00:00",11,"2014-06-24 08:00:00",98.9
"125","2014-06-25 08:00:00",24.1936,"2014-06-25 08:00:00",19.1,"2014-06-25 08:00:00",212.55,"2014-06-25 08:00:00",10.9,"2014-06-25 08:00:00",98.8
"126","2014-06-26 08:00:00",24.3966,"2014-06-26 08:00:00",19.09,"2014-06-26 08:00:00",215.42,"2014-06-26 08:00:00",10.83,"2014-06-26 08:00:00",98.75
"127","2014-06-27 08:00:00",24.3544,"2014-06-27 08:00:00",19.08,"2014-06-27 08:00:00",215.52,"2014-06-27 08:00:00",10.81,"2014-06-27 08:00:00",98.7
"128","2014-06-30 08:00:00",24.3133,"2014-06-30 08:00:00",19.07,"2014-06-30 08:00:00",215.59,"2014-06-30 08:00:00",10.81,"2014-06-30 08:00:00",98.66
"129","2014-07-01 08:00:00",24.3179,"2014-07-01 08:00:00",19.07,"2014-07-01 08:00:00",NA,"2014-07-01 08:00:00",10.91,"2014-07-01 08:00:00",98.71
"130","2014-07-02 08:00:00",24.5996,"2014-07-02 08:00:00",19.09,"2014-07-02 08:00:00",219.78,"2014-07-02 08:00:00",10.89,"2014-07-02 08:00:00",98.73
"131","2014-07-03 08:00:00",24.6038,"2014-07-03 08:00:00",19.11,"2014-07-03 08:00:00",220.45,"2014-07-03 08:00:00",11.02,"2014-07-03 08:00:00",98.73
"132","2014-07-04 08:00:00",24.5575,"2014-07-04 08:00:00",19.14,"2014-07-04 08:00:00",220.85,"2014-07-04 08:00:00",10.96,"2014-07-04 08:00:00",NA
"133","2014-07-07 08:00:00",24.6537,"2014-07-07 08:00:00",19.11,"2014-07-07 08:00:00",220.73,"2014-07-07 08:00:00",10.82,"2014-07-07 08:00:00",98.76
"134","2014-07-08 08:00:00",24.6204,"2014-07-08 08:00:00",19.08,"2014-07-08 08:00:00",220.68,"2014-07-08 08:00:00",10.67,"2014-07-08 08:00:00",98.7
"135","2014-07-09 08:00:00",24.4342,"2014-07-09 08:00:00",19.03,"2014-07-09 08:00:00",217.22,"2014-07-09 08:00:00",10.73,"2014-07-09 08:00:00",98.63
"136","2014-07-10 08:00:00",24.4763,"2014-07-10 08:00:00",18.97,"2014-07-10 08:00:00",218.09,"2014-07-10 08:00:00",10.56,"2014-07-10 08:00:00",98.39
"137","2014-07-11 08:00:00",24.4575,"2014-07-11 08:00:00",18.97,"2014-07-11 08:00:00",218.05,"2014-07-11 08:00:00",10.58,"2014-07-11 08:00:00",98.43
"138","2014-07-14 08:00:00",24.4087,"2014-07-14 08:00:00",19,"2014-07-14 08:00:00",218.98,"2014-07-14 08:00:00",10.67,"2014-07-14 08:00:00",98.58
"139","2014-07-15 08:00:00",24.4874,"2014-07-15 08:00:00",18.99,"2014-07-15 08:00:00",219.75,"2014-07-15 08:00:00",10.58,"2014-07-15 08:00:00",98.41
"140","2014-07-16 08:00:00",24.5439,"2014-07-16 08:00:00",19.02,"2014-07-16 08:00:00",220.23,"2014-07-16 08:00:00",10.74,"2014-07-16 08:00:00",98.33
"141","2014-07-17 08:00:00",24.588,"2014-07-17 08:00:00",19.01,"2014-07-17 08:00:00",220.09,"2014-07-17 08:00:00",10.59,"2014-07-17 08:00:00",98.11
"142","2014-07-18 08:00:00",24.4578,"2014-07-18 08:00:00",18.98,"2014-07-18 08:00:00",219.32,"2014-07-18 08:00:00",10.61,"2014-07-18 08:00:00",97.96
"143","2014-07-21 08:00:00",24.4512,"2014-07-21 08:00:00",18.97,"2014-07-21 08:00:00",218.76,"2014-07-21 08:00:00",10.52,"2014-07-21 08:00:00",97.89
"144","2014-07-22 08:00:00",24.6482,"2014-07-22 08:00:00",18.99,"2014-07-22 08:00:00",222.37,"2014-07-22 08:00:00",10.69,"2014-07-22 08:00:00",97.99
"145","2014-07-23 08:00:00",24.8313,"2014-07-23 08:00:00",19.02,"2014-07-23 08:00:00",224.51,"2014-07-23 08:00:00",10.71,"2014-07-23 08:00:00",98.09
"146","2014-07-24 08:00:00",24.9493,"2014-07-24 08:00:00",19.06,"2014-07-24 08:00:00",225.87,"2014-07-24 08:00:00",10.8,"2014-07-24 08:00:00",98.1
"147","2014-07-25 08:00:00",24.9377,"2014-07-25 08:00:00",19.06,"2014-07-25 08:00:00",226.27,"2014-07-25 08:00:00",10.64,"2014-07-25 08:00:00",98.05
"148","2014-07-28 08:00:00",24.9578,"2014-07-28 08:00:00",19.03,"2014-07-28 08:00:00",227.96,"2014-07-28 08:00:00",10.63,"2014-07-28 08:00:00",98.01
"149","2014-07-29 08:00:00",24.9995,"2014-07-29 08:00:00",19.04,"2014-07-29 08:00:00",229.36,"2014-07-29 08:00:00",10.69,"2014-07-29 08:00:00",97.92
"150","2014-07-30 08:00:00",25.075,"2014-07-30 08:00:00",19.03,"2014-07-30 08:00:00",229.44,"2014-07-30 08:00:00",10.62,"2014-07-30 08:00:00",97.76
