"","Date","LU0231483743","Date4","LU0243957239","Date3","HK0000065125","Date2","LU0261952682","Date1","LU0823388615"
"742","2016-11-10 08:00:00",22.4614,"2016-11-10 08:00:00",20.34,"2016-11-10 08:00:00",213.37,"2016-11-10 08:00:00",10.81,"2016-11-10 08:00:00",97.48
"743","2016-11-11 08:00:00",22.3301,"2016-11-11 08:00:00",20.25,"2016-11-11 08:00:00",211.03,"2016-11-11 08:00:00",10.75,"2016-11-11 08:00:00",97.4
"744","2016-11-14 08:00:00",22.0831,"2016-11-14 08:00:00",20.17,"2016-11-14 08:00:00",208.16,"2016-11-14 08:00:00",10.78,"2016-11-14 08:00:00",96.47
"745","2016-11-15 08:00:00",22.0117,"2016-11-15 08:00:00",20.15,"2016-11-15 08:00:00",208.52,"2016-11-15 08:00:00",10.83,"2016-11-15 08:00:00",97.03
"746","2016-11-16 08:00:00",22.0415,"2016-11-16 08:00:00",20.18,"2016-11-16 08:00:00",208.42,"2016-11-16 08:00:00",10.75,"2016-11-16 08:00:00",97.05
"747","2016-11-17 08:00:00",22.0839,"2016-11-17 08:00:00",20.17,"2016-11-17 08:00:00",208.24,"2016-11-17 08:00:00",10.8,"2016-11-17 08:00:00",97.2
"748","2016-11-18 08:00:00",22.1868,"2016-11-18 08:00:00",20.13,"2016-11-18 08:00:00",208.75,"2016-11-18 08:00:00",10.73,"2016-11-18 08:00:00",96.98
"749","2016-11-21 08:00:00",22.1649,"2016-11-21 08:00:00",20.11,"2016-11-21 08:00:00",208.62,"2016-11-21 08:00:00",10.77,"2016-11-21 08:00:00",97.13
"750","2016-11-22 08:00:00",22.2874,"2016-11-22 08:00:00",20.16,"2016-11-22 08:00:00",211.33,"2016-11-22 08:00:00",10.81,"2016-11-22 08:00:00",97.49
"751","2016-11-23 08:00:00",22.4188,"2016-11-23 08:00:00",20.15,"2016-11-23 08:00:00",211.12,"2016-11-23 08:00:00",10.77,"2016-11-23 08:00:00",97.51
"752","2016-11-24 08:00:00",22.3562,"2016-11-24 08:00:00",20.16,"2016-11-24 08:00:00",210.6,"2016-11-24 08:00:00",10.8,"2016-11-24 08:00:00",97.46
"753","2016-11-25 08:00:00",22.3684,"2016-11-25 08:00:00",20.16,"2016-11-25 08:00:00",211.78,"2016-11-25 08:00:00",10.82,"2016-11-25 08:00:00",97.52
"754","2016-11-28 08:00:00",22.4493,"2016-11-28 08:00:00",20.15,"2016-11-28 08:00:00",212.58,"2016-11-28 08:00:00",10.71,"2016-11-28 08:00:00",97.67
"755","2016-11-29 08:00:00",22.3871,"2016-11-29 08:00:00",20.14,"2016-11-29 08:00:00",211.74,"2016-11-29 08:00:00",10.79,"2016-11-29 08:00:00",97.57
"756","2016-11-30 08:00:00",22.4161,"2016-11-30 08:00:00",20.18,"2016-11-30 08:00:00",211.96,"2016-11-30 08:00:00",10.84,"2016-11-30 08:00:00",97.71
"757","2016-12-01 08:00:00",22.4249,"2016-12-01 08:00:00",20.16,"2016-12-01 08:00:00",212.45,"2016-12-01 08:00:00",10.76,"2016-12-01 08:00:00",97.65
"758","2016-12-02 08:00:00",22.2603,"2016-12-02 08:00:00",20.12,"2016-12-02 08:00:00",209.72,"2016-12-02 08:00:00",10.71,"2016-12-02 08:00:00",97.68
"759","2016-12-05 08:00:00",22.1964,"2016-12-05 08:00:00",20.17,"2016-12-05 08:00:00",208.9,"2016-12-05 08:00:00",10.84,"2016-12-05 08:00:00",97.84
"760","2016-12-06 08:00:00",22.3468,"2016-12-06 08:00:00",20.21,"2016-12-06 08:00:00",210,"2016-12-06 08:00:00",11.01,"2016-12-06 08:00:00",98.14
"761","2016-12-07 08:00:00",22.4127,"2016-12-07 08:00:00",20.33,"2016-12-07 08:00:00",211.52,"2016-12-07 08:00:00",11.16,"2016-12-07 08:00:00",98.56
"762","2016-12-08 08:00:00",22.4836,"2016-12-08 08:00:00",20.39,"2016-12-08 08:00:00",211.92,"2016-12-08 08:00:00",11.31,"2016-12-08 08:00:00",98.72
"763","2016-12-09 08:00:00",22.3478,"2016-12-09 08:00:00",20.45,"2016-12-09 08:00:00",211.11,"2016-12-09 08:00:00",11.36,"2016-12-09 08:00:00",98.92
"764","2016-12-12 08:00:00",22.0583,"2016-12-12 08:00:00",20.46,"2016-12-12 08:00:00",208.45,"2016-12-12 08:00:00",11.36,"2016-12-12 08:00:00",99.08
"765","2016-12-13 08:00:00",22.1138,"2016-12-13 08:00:00",20.52,"2016-12-13 08:00:00",208.81,"2016-12-13 08:00:00",11.49,"2016-12-13 08:00:00",99.21
"766","2016-12-14 08:00:00",22.1269,"2016-12-14 08:00:00",20.55,"2016-12-14 08:00:00",208.52,"2016-12-14 08:00:00",11.41,"2016-12-14 08:00:00",99.2
"767","2016-12-15 08:00:00",21.8673,"2016-12-15 08:00:00",20.57,"2016-12-15 08:00:00",205.01,"2016-12-15 08:00:00",11.54,"2016-12-15 08:00:00",98.77
"768","2016-12-16 08:00:00",21.8909,"2016-12-16 08:00:00",20.61,"2016-12-16 08:00:00",204.68,"2016-12-16 08:00:00",11.57,"2016-12-16 08:00:00",98.72
"769","2016-12-19 08:00:00",21.6675,"2016-12-19 08:00:00",20.61,"2016-12-19 08:00:00",202.85,"2016-12-19 08:00:00",11.57,"2016-12-19 08:00:00",98.76
"770","2016-12-20 08:00:00",21.5671,"2016-12-20 08:00:00",20.64,"2016-12-20 08:00:00",201.77,"2016-12-20 08:00:00",11.65,"2016-12-20 08:00:00",98.81
"771","2016-12-21 08:00:00",21.6924,"2016-12-21 08:00:00",20.64,"2016-12-21 08:00:00",202.68,"2016-12-21 08:00:00",11.62,"2016-12-21 08:00:00",98.86
"772","2016-12-22 08:00:00",21.5557,"2016-12-22 08:00:00",20.65,"2016-12-22 08:00:00",201.2,"2016-12-22 08:00:00",11.62,"2016-12-22 08:00:00",98.93
"773","2016-12-23 08:00:00",21.4977,"2016-12-23 08:00:00",20.67,"2016-12-23 08:00:00",200.64,"2016-12-23 08:00:00",11.63,"2016-12-23 08:00:00",99.04
"774","2016-12-26 08:00:00",NA,"2016-12-26 08:00:00",NA,"2016-12-26 08:00:00",NA,"2016-12-26 08:00:00",11.63,"2016-12-26 08:00:00",NA
"775","2016-12-27 08:00:00",21.5021,"2016-12-27 08:00:00",NA,"2016-12-27 08:00:00",NA,"2016-12-27 08:00:00",11.65,"2016-12-27 08:00:00",99.11
"776","2016-12-28 08:00:00",21.572,"2016-12-28 08:00:00",20.7,"2016-12-28 08:00:00",201.86,"2016-12-28 08:00:00",11.65,"2016-12-28 08:00:00",99.17
"777","2016-12-29 08:00:00",21.5394,"2016-12-29 08:00:00",20.71,"2016-12-29 08:00:00",201.79,"2016-12-29 08:00:00",11.63,"2016-12-29 08:00:00",99.2
"778","2016-12-30 08:00:00",21.7242,"2016-12-30 08:00:00",20.7,"2016-12-30 08:00:00",203.6,"2016-12-30 08:00:00",11.69,"2016-12-30 08:00:00",99.2
"779","2017-01-02 08:00:00",21.719,"2017-01-02 08:00:00",NA,"2017-01-02 08:00:00",NA,"2017-01-02 08:00:00",11.76,"2017-01-02 08:00:00",99.16
"780","2017-01-03 08:00:00",21.8589,"2017-01-03 08:00:00",20.78,"2017-01-03 08:00:00",205.02,"2017-01-03 08:00:00",11.78,"2017-01-03 08:00:00",99.47
"781","2017-01-04 08:00:00",21.8917,"2017-01-04 08:00:00",20.83,"2017-01-04 08:00:00",204.83,"2017-01-04 08:00:00",11.79,"2017-01-04 08:00:00",99.81
"782","2017-01-05 08:00:00",22.0684,"2017-01-05 08:00:00",20.87,"2017-01-05 08:00:00",207.88,"2017-01-05 08:00:00",11.79,"2017-01-05 08:00:00",99.97
"783","2017-01-06 08:00:00",22.0812,"2017-01-06 08:00:00",20.89,"2017-01-06 08:00:00",207.99,"2017-01-06 08:00:00",11.8,"2017-01-06 08:00:00",100
"784","2017-01-09 08:00:00",22.1985,"2017-01-09 08:00:00",20.85,"2017-01-09 08:00:00",208.62,"2017-01-09 08:00:00",11.76,"2017-01-09 08:00:00",99.99
"785","2017-01-10 08:00:00",22.3442,"2017-01-10 08:00:00",20.85,"2017-01-10 08:00:00",210.48,"2017-01-10 08:00:00",11.75,"2017-01-10 08:00:00",100.03
"786","2017-01-11 08:00:00",22.4145,"2017-01-11 08:00:00",20.86,"2017-01-11 08:00:00",212.33,"2017-01-11 08:00:00",11.76,"2017-01-11 08:00:00",99.94
"787","2017-01-12 08:00:00",22.3514,"2017-01-12 08:00:00",20.84,"2017-01-12 08:00:00",211.35,"2017-01-12 08:00:00",11.69,"2017-01-12 08:00:00",99.91
"788","2017-01-13 08:00:00",22.4897,"2017-01-13 08:00:00",20.85,"2017-01-13 08:00:00",212.33,"2017-01-13 08:00:00",11.82,"2017-01-13 08:00:00",99.98
"789","2017-01-16 08:00:00",22.389,"2017-01-16 08:00:00",20.83,"2017-01-16 08:00:00",211.3,"2017-01-16 08:00:00",11.71,"2017-01-16 08:00:00",99.97
"790","2017-01-17 08:00:00",22.468,"2017-01-17 08:00:00",20.82,"2017-01-17 08:00:00",212.32,"2017-01-17 08:00:00",11.68,"2017-01-17 08:00:00",99.95
"791","2017-01-18 08:00:00",22.6574,"2017-01-18 08:00:00",20.81,"2017-01-18 08:00:00",214.73,"2017-01-18 08:00:00",11.71,"2017-01-18 08:00:00",99.92
"792","2017-01-19 08:00:00",22.6486,"2017-01-19 08:00:00",20.81,"2017-01-19 08:00:00",214.7,"2017-01-19 08:00:00",11.7,"2017-01-19 08:00:00",99.81
"793","2017-01-20 08:00:00",22.6957,"2017-01-20 08:00:00",20.81,"2017-01-20 08:00:00",213.48,"2017-01-20 08:00:00",11.73,"2017-01-20 08:00:00",99.75
"794","2017-01-23 08:00:00",22.7111,"2017-01-23 08:00:00",20.8,"2017-01-23 08:00:00",213.91,"2017-01-23 08:00:00",11.63,"2017-01-23 08:00:00",99.7
"795","2017-01-24 08:00:00",22.899,"2017-01-24 08:00:00",20.81,"2017-01-24 08:00:00",214.86,"2017-01-24 08:00:00",11.67,"2017-01-24 08:00:00",99.78
"796","2017-01-25 08:00:00",23.0251,"2017-01-25 08:00:00",20.85,"2017-01-25 08:00:00",216.19,"2017-01-25 08:00:00",11.82,"2017-01-25 08:00:00",99.98
"797","2017-01-26 08:00:00",23.213,"2017-01-26 08:00:00",20.88,"2017-01-26 08:00:00",218.42,"2017-01-26 08:00:00",11.8,"2017-01-26 08:00:00",100.1
"798","2017-01-27 08:00:00",23.2286,"2017-01-27 08:00:00",20.84,"2017-01-27 08:00:00",218.18,"2017-01-27 08:00:00",11.74,"2017-01-27 08:00:00",100.14
"799","2017-01-30 08:00:00",NA,"2017-01-30 08:00:00",20.82,"2017-01-30 08:00:00",NA,"2017-01-30 08:00:00",11.6,"2017-01-30 08:00:00",100.05
"800","2017-01-31 08:00:00",NA,"2017-01-31 08:00:00",20.79,"2017-01-31 08:00:00",NA,"2017-01-31 08:00:00",11.49,"2017-01-31 08:00:00",99.96
"801","2017-02-01 08:00:00",23.2116,"2017-02-01 08:00:00",20.78,"2017-02-01 08:00:00",218.21,"2017-02-01 08:00:00",11.59,"2017-02-01 08:00:00",100.06
"802","2017-02-02 08:00:00",23.14,"2017-02-02 08:00:00",20.79,"2017-02-02 08:00:00",217.05,"2017-02-02 08:00:00",11.58,"2017-02-02 08:00:00",100.13
"803","2017-02-03 08:00:00",23.1226,"2017-02-03 08:00:00",20.81,"2017-02-03 08:00:00",216.35,"2017-02-03 08:00:00",11.65,"2017-02-03 08:00:00",100.34
"804","2017-02-06 08:00:00",23.2195,"2017-02-06 08:00:00",20.85,"2017-02-06 08:00:00",218.04,"2017-02-06 08:00:00",11.53,"2017-02-06 08:00:00",100.38
"805","2017-02-07 08:00:00",23.1839,"2017-02-07 08:00:00",20.83,"2017-02-07 08:00:00",217.93,"2017-02-07 08:00:00",11.52,"2017-02-07 08:00:00",100.39
"806","2017-02-08 08:00:00",23.2376,"2017-02-08 08:00:00",20.81,"2017-02-08 08:00:00",218.99,"2017-02-08 08:00:00",11.53,"2017-02-08 08:00:00",100.29
"807","2017-02-09 08:00:00",23.2668,"2017-02-09 08:00:00",20.85,"2017-02-09 08:00:00",219.3,"2017-02-09 08:00:00",11.67,"2017-02-09 08:00:00",100.28
"808","2017-02-10 08:00:00",23.3325,"2017-02-10 08:00:00",20.86,"2017-02-10 08:00:00",219.8,"2017-02-10 08:00:00",11.65,"2017-02-10 08:00:00",100.33
"809","2017-02-13 08:00:00",23.4807,"2017-02-13 08:00:00",20.9,"2017-02-13 08:00:00",221.08,"2017-02-13 08:00:00",11.77,"2017-02-13 08:00:00",100.41
"810","2017-02-14 08:00:00",23.4343,"2017-02-14 08:00:00",20.92,"2017-02-14 08:00:00",221.15,"2017-02-14 08:00:00",11.78,"2017-02-14 08:00:00",100.44
"811","2017-02-15 08:00:00",23.4428,"2017-02-15 08:00:00",21,"2017-02-15 08:00:00",222.84,"2017-02-15 08:00:00",11.83,"2017-02-15 08:00:00",100.42
"812","2017-02-16 08:00:00",23.5336,"2017-02-16 08:00:00",21.03,"2017-02-16 08:00:00",224.04,"2017-02-16 08:00:00",11.79,"2017-02-16 08:00:00",100.4
"813","2017-02-17 08:00:00",23.5595,"2017-02-17 08:00:00",21.02,"2017-02-17 08:00:00",223.39,"2017-02-17 08:00:00",11.78,"2017-02-17 08:00:00",100.35
"814","2017-02-20 08:00:00",23.6565,"2017-02-20 08:00:00",21.04,"2017-02-20 08:00:00",224.5,"2017-02-20 08:00:00",11.79,"2017-02-20 08:00:00",100.41
"815","2017-02-21 08:00:00",23.5559,"2017-02-21 08:00:00",21.06,"2017-02-21 08:00:00",222.92,"2017-02-21 08:00:00",11.89,"2017-02-21 08:00:00",100.61
"816","2017-02-22 08:00:00",23.7661,"2017-02-22 08:00:00",21.07,"2017-02-22 08:00:00",225.41,"2017-02-22 08:00:00",11.89,"2017-02-22 08:00:00",100.73
"817","2017-02-23 08:00:00",23.8065,"2017-02-23 08:00:00",21.09,"2017-02-23 08:00:00",225.39,"2017-02-23 08:00:00",11.87,"2017-02-23 08:00:00",100.89
"818","2017-02-24 08:00:00",23.6913,"2017-02-24 08:00:00",21.05,"2017-02-24 08:00:00",223.44,"2017-02-24 08:00:00",11.76,"2017-02-24 08:00:00",100.88
"819","2017-02-27 08:00:00",23.6548,"2017-02-27 08:00:00",21.08,"2017-02-27 08:00:00",223.18,"2017-02-27 08:00:00",11.78,"2017-02-27 08:00:00",100.95
"820","2017-02-28 08:00:00",23.5948,"2017-02-28 08:00:00",21.1,"2017-02-28 08:00:00",221.73,"2017-02-28 08:00:00",11.82,"2017-02-28 08:00:00",101
"821","2017-03-01 08:00:00",23.8403,"2017-03-01 08:00:00",21.18,"2017-03-01 08:00:00",222.62,"2017-03-01 08:00:00",12.07,"2017-03-01 08:00:00",101.26
"822","2017-03-02 08:00:00",23.9297,"2017-03-02 08:00:00",21.2,"2017-03-02 08:00:00",222.17,"2017-03-02 08:00:00",12.05,"2017-03-02 08:00:00",101.19
"823","2017-03-03 08:00:00",23.8104,"2017-03-03 08:00:00",21.21,"2017-03-03 08:00:00",221.03,"2017-03-03 08:00:00",12.11,"2017-03-03 08:00:00",101.05
"824","2017-03-06 08:00:00",23.8662,"2017-03-06 08:00:00",21.21,"2017-03-06 08:00:00",221.8,"2017-03-06 08:00:00",12.06,"2017-03-06 08:00:00",100.82
"825","2017-03-07 08:00:00",23.9046,"2017-03-07 08:00:00",21.18,"2017-03-07 08:00:00",222.6,"2017-03-07 08:00:00",12.05,"2017-03-07 08:00:00",100.51
"826","2017-03-08 08:00:00",23.9956,"2017-03-08 08:00:00",21.13,"2017-03-08 08:00:00",223.5,"2017-03-08 08:00:00",12.07,"2017-03-08 08:00:00",100.12
"827","2017-03-09 08:00:00",23.8481,"2017-03-09 08:00:00",21.08,"2017-03-09 08:00:00",220.86,"2017-03-09 08:00:00",12.14,"2017-03-09 08:00:00",99.68
"828","2017-03-10 08:00:00",23.8782,"2017-03-10 08:00:00",21.1,"2017-03-10 08:00:00",221.56,"2017-03-10 08:00:00",12.16,"2017-03-10 08:00:00",99.69
"829","2017-03-13 08:00:00",24.0649,"2017-03-13 08:00:00",21.09,"2017-03-13 08:00:00",223.89,"2017-03-13 08:00:00",12.16,"2017-03-13 08:00:00",99.47
"830","2017-03-14 08:00:00",24.046,"2017-03-14 08:00:00",21.05,"2017-03-14 08:00:00",224.08,"2017-03-14 08:00:00",12.1,"2017-03-14 08:00:00",99.1
"831","2017-03-15 08:00:00",24.0804,"2017-03-15 08:00:00",21.05,"2017-03-15 08:00:00",224.18,"2017-03-15 08:00:00",12.14,"2017-03-15 08:00:00",99.51
"832","2017-03-16 08:00:00",24.299,"2017-03-16 08:00:00",21.13,"2017-03-16 08:00:00",228.31,"2017-03-16 08:00:00",12.25,"2017-03-16 08:00:00",100.09
"833","2017-03-17 08:00:00",24.3582,"2017-03-17 08:00:00",21.16,"2017-03-17 08:00:00",228.89,"2017-03-17 08:00:00",12.27,"2017-03-17 08:00:00",100.06
"834","2017-03-20 08:00:00",24.4728,"2017-03-20 08:00:00",21.16,"2017-03-20 08:00:00",229.86,"2017-03-20 08:00:00",12.24,"2017-03-20 08:00:00",99.98
"835","2017-03-21 08:00:00",24.5616,"2017-03-21 08:00:00",21.17,"2017-03-21 08:00:00",230.83,"2017-03-21 08:00:00",12.22,"2017-03-21 08:00:00",99.81
"836","2017-03-22 08:00:00",24.4459,"2017-03-22 08:00:00",21.11,"2017-03-22 08:00:00",228.17,"2017-03-22 08:00:00",12.18,"2017-03-22 08:00:00",99.49
"837","2017-03-23 08:00:00",24.5072,"2017-03-23 08:00:00",21.12,"2017-03-23 08:00:00",228.67,"2017-03-23 08:00:00",12.3,"2017-03-23 08:00:00",99.66
"838","2017-03-24 08:00:00",24.6373,"2017-03-24 08:00:00",21.13,"2017-03-24 08:00:00",228.78,"2017-03-24 08:00:00",12.27,"2017-03-24 08:00:00",99.82
"839","2017-03-27 08:00:00",24.4314,"2017-03-27 08:00:00",21.14,"2017-03-27 08:00:00",227.17,"2017-03-27 08:00:00",12.24,"2017-03-27 08:00:00",99.7
"840","2017-03-28 08:00:00",24.6136,"2017-03-28 08:00:00",21.16,"2017-03-28 08:00:00",228.38,"2017-03-28 08:00:00",12.34,"2017-03-28 08:00:00",99.98
"841","2017-03-29 08:00:00",24.7318,"2017-03-29 08:00:00",21.18,"2017-03-29 08:00:00",228.39,"2017-03-29 08:00:00",12.38,"2017-03-29 08:00:00",100.35
"842","2017-03-30 08:00:00",24.6112,"2017-03-30 08:00:00",21.23,"2017-03-30 08:00:00",227.48,"2017-03-30 08:00:00",12.42,"2017-03-30 08:00:00",100.61
"843","2017-03-31 08:00:00",24.6009,"2017-03-31 08:00:00",21.25,"2017-03-31 08:00:00",225.73,"2017-03-31 08:00:00",12.49,"2017-03-31 08:00:00",100.68
"844","2017-04-03 08:00:00",24.6911,"2017-04-03 08:00:00",21.27,"2017-04-03 08:00:00",227.32,"2017-04-03 08:00:00",12.4,"2017-04-03 08:00:00",100.7
"845","2017-04-04 08:00:00",24.6955,"2017-04-04 08:00:00",21.27,"2017-04-04 08:00:00",NA,"2017-04-04 08:00:00",12.42,"2017-04-04 08:00:00",100.67
"846","2017-04-05 08:00:00",24.823,"2017-04-05 08:00:00",21.27,"2017-04-05 08:00:00",228.92,"2017-04-05 08:00:00",12.39,"2017-04-05 08:00:00",100.89
"847","2017-04-06 08:00:00",24.7363,"2017-04-06 08:00:00",21.25,"2017-04-06 08:00:00",227.95,"2017-04-06 08:00:00",12.45,"2017-04-06 08:00:00",100.89
"848","2017-04-07 08:00:00",24.7502,"2017-04-07 08:00:00",21.28,"2017-04-07 08:00:00",228.15,"2017-04-07 08:00:00",12.47,"2017-04-07 08:00:00",100.93
"849","2017-04-10 08:00:00",24.796,"2017-04-10 08:00:00",21.28,"2017-04-10 08:00:00",227.5,"2017-04-10 08:00:00",12.42,"2017-04-10 08:00:00",100.97
"850","2017-04-11 08:00:00",24.6607,"2017-04-11 08:00:00",21.29,"2017-04-11 08:00:00",226.02,"2017-04-11 08:00:00",12.38,"2017-04-11 08:00:00",100.89
"851","2017-04-12 08:00:00",24.8058,"2017-04-12 08:00:00",21.3,"2017-04-12 08:00:00",227.89,"2017-04-12 08:00:00",12.37,"2017-04-12 08:00:00",100.84
"852","2017-04-13 08:00:00",24.83,"2017-04-13 08:00:00",21.28,"2017-04-13 08:00:00",227.72,"2017-04-13 08:00:00",12.3,"2017-04-13 08:00:00",100.8
"853","2017-04-14 08:00:00",NA,"2017-04-14 08:00:00",NA,"2017-04-14 08:00:00",NA,"2017-04-14 08:00:00",12.3,"2017-04-14 08:00:00",NA
"854","2017-04-17 08:00:00",NA,"2017-04-17 08:00:00",NA,"2017-04-17 08:00:00",NA,"2017-04-17 08:00:00",12.3,"2017-04-17 08:00:00",NA
"855","2017-04-18 08:00:00",24.6404,"2017-04-18 08:00:00",21.23,"2017-04-18 08:00:00",224.53,"2017-04-18 08:00:00",12.17,"2017-04-18 08:00:00",100.71
"856","2017-04-19 08:00:00",24.515,"2017-04-19 08:00:00",21.24,"2017-04-19 08:00:00",223.6,"2017-04-19 08:00:00",12.22,"2017-04-19 08:00:00",100.83
"857","2017-04-20 08:00:00",24.6724,"2017-04-20 08:00:00",21.25,"2017-04-20 08:00:00",225.67,"2017-04-20 08:00:00",12.28,"2017-04-20 08:00:00",100.89
"858","2017-04-21 08:00:00",24.6338,"2017-04-21 08:00:00",21.27,"2017-04-21 08:00:00",225.62,"2017-04-21 08:00:00",12.28,"2017-04-21 08:00:00",100.96
"859","2017-04-24 08:00:00",24.5968,"2017-04-24 08:00:00",21.41,"2017-04-24 08:00:00",226.01,"2017-04-24 08:00:00",12.78,"2017-04-24 08:00:00",101.25
"860","2017-04-25 08:00:00",24.7996,"2017-04-25 08:00:00",21.44,"2017-04-25 08:00:00",228.7,"2017-04-25 08:00:00",12.8,"2017-04-25 08:00:00",101.39
"861","2017-04-26 08:00:00",24.9196,"2017-04-26 08:00:00",21.45,"2017-04-26 08:00:00",229.84,"2017-04-26 08:00:00",12.79,"2017-04-26 08:00:00",101.51
"862","2017-04-27 08:00:00",25.0446,"2017-04-27 08:00:00",21.47,"2017-04-27 08:00:00",230.23,"2017-04-27 08:00:00",12.74,"2017-04-27 08:00:00",101.53
"863","2017-04-28 08:00:00",24.9755,"2017-04-28 08:00:00",21.48,"2017-04-28 08:00:00",230.1,"2017-04-28 08:00:00",12.74,"2017-04-28 08:00:00",101.62
"864","2017-05-01 08:00:00",NA,"2017-05-01 08:00:00",NA,"2017-05-01 08:00:00",NA,"2017-05-01 08:00:00",12.75,"2017-05-01 08:00:00",NA
"865","2017-05-02 08:00:00",25.0233,"2017-05-02 08:00:00",21.51,"2017-05-02 08:00:00",230.91,"2017-05-02 08:00:00",12.82,"2017-05-02 08:00:00",101.65
"866","2017-05-03 08:00:00",25.011,"2017-05-03 08:00:00",21.54,"2017-05-03 08:00:00",NA,"2017-05-03 08:00:00",12.85,"2017-05-03 08:00:00",101.65
"867","2017-05-04 08:00:00",25.1212,"2017-05-04 08:00:00",21.59,"2017-05-04 08:00:00",230.13,"2017-05-04 08:00:00",13.02,"2017-05-04 08:00:00",101.41
"868","2017-05-05 08:00:00",24.9744,"2017-05-05 08:00:00",21.6,"2017-05-05 08:00:00",227.69,"2017-05-05 08:00:00",13.15,"2017-05-05 08:00:00",101.32
"869","2017-05-08 08:00:00",24.9632,"2017-05-08 08:00:00",21.64,"2017-05-08 08:00:00",228.55,"2017-05-08 08:00:00",13.1,"2017-05-08 08:00:00",101.37
"870","2017-05-09 08:00:00",25.0504,"2017-05-09 08:00:00",21.66,"2017-05-09 08:00:00",231.19,"2017-05-09 08:00:00",13.12,"2017-05-09 08:00:00",101.45
"871","2017-05-10 08:00:00",25.1693,"2017-05-10 08:00:00",21.67,"2017-05-10 08:00:00",231.89,"2017-05-10 08:00:00",13.12,"2017-05-10 08:00:00",101.53
"872","2017-05-11 08:00:00",25.2141,"2017-05-11 08:00:00",21.68,"2017-05-11 08:00:00",232.34,"2017-05-11 08:00:00",13.05,"2017-05-11 08:00:00",101.56
"873","2017-05-12 08:00:00",25.1707,"2017-05-12 08:00:00",21.68,"2017-05-12 08:00:00",232.41,"2017-05-12 08:00:00",13.1,"2017-05-12 08:00:00",101.6
"874","2017-05-15 08:00:00",25.3252,"2017-05-15 08:00:00",21.7,"2017-05-15 08:00:00",234.23,"2017-05-15 08:00:00",13.14,"2017-05-15 08:00:00",101.74
"875","2017-05-16 08:00:00",25.4694,"2017-05-16 08:00:00",21.71,"2017-05-16 08:00:00",234.27,"2017-05-16 08:00:00",13.16,"2017-05-16 08:00:00",101.82
"876","2017-05-17 08:00:00",25.3498,"2017-05-17 08:00:00",21.7,"2017-05-17 08:00:00",233.32,"2017-05-17 08:00:00",12.96,"2017-05-17 08:00:00",101.69
"877","2017-05-18 08:00:00",25.3017,"2017-05-18 08:00:00",21.59,"2017-05-18 08:00:00",231.95,"2017-05-18 08:00:00",12.88,"2017-05-18 08:00:00",101.55
"878","2017-05-19 08:00:00",25.3143,"2017-05-19 08:00:00",21.63,"2017-05-19 08:00:00",232.95,"2017-05-19 08:00:00",12.97,"2017-05-19 08:00:00",101.81
"879","2017-05-22 08:00:00",25.457,"2017-05-22 08:00:00",21.66,"2017-05-22 08:00:00",234.78,"2017-05-22 08:00:00",12.95,"2017-05-22 08:00:00",101.94
"880","2017-05-23 08:00:00",25.511,"2017-05-23 08:00:00",21.69,"2017-05-23 08:00:00",235,"2017-05-23 08:00:00",13.01,"2017-05-23 08:00:00",102
"881","2017-05-24 08:00:00",25.4583,"2017-05-24 08:00:00",21.69,"2017-05-24 08:00:00",234.92,"2017-05-24 08:00:00",12.99,"2017-05-24 08:00:00",102.04
"882","2017-05-25 08:00:00",NA,"2017-05-25 08:00:00",21.69,"2017-05-25 08:00:00",237.44,"2017-05-25 08:00:00",12.98,"2017-05-25 08:00:00",NA
"883","2017-05-26 08:00:00",25.4992,"2017-05-26 08:00:00",21.69,"2017-05-26 08:00:00",237.46,"2017-05-26 08:00:00",12.96,"2017-05-26 08:00:00",102.11
"884","2017-05-29 08:00:00",25.5493,"2017-05-29 08:00:00",21.71,"2017-05-29 08:00:00",237.91,"2017-05-29 08:00:00",12.96,"2017-05-29 08:00:00",102.1
"885","2017-05-30 08:00:00",25.5637,"2017-05-30 08:00:00",21.7,"2017-05-30 08:00:00",NA,"2017-05-30 08:00:00",12.91,"2017-05-30 08:00:00",102.22
"886","2017-05-31 08:00:00",25.6145,"2017-05-31 08:00:00",21.72,"2017-05-31 08:00:00",237.54,"2017-05-31 08:00:00",12.89,"2017-05-31 08:00:00",102.28
"887","2017-06-01 08:00:00",25.7482,"2017-06-01 08:00:00",21.72,"2017-06-01 08:00:00",238.74,"2017-06-01 08:00:00",12.94,"2017-06-01 08:00:00",102.41
"888","2017-06-02 08:00:00",25.9581,"2017-06-02 08:00:00",21.77,"2017-06-02 08:00:00",239.89,"2017-06-02 08:00:00",13.03,"2017-06-02 08:00:00",102.51
"889","2017-06-05 08:00:00",NA,"2017-06-05 08:00:00",NA,"2017-06-05 08:00:00",239.2,"2017-06-05 08:00:00",12.98,"2017-06-05 08:00:00",NA
"890","2017-06-06 08:00:00",26.0794,"2017-06-06 08:00:00",21.73,"2017-06-06 08:00:00",240.38,"2017-06-06 08:00:00",12.9,"2017-06-06 08:00:00",102.51
"891","2017-06-07 08:00:00",26.1304,"2017-06-07 08:00:00",21.75,"2017-06-07 08:00:00",240.66,"2017-06-07 08:00:00",12.89,"2017-06-07 08:00:00",102.41
