"","LU0168053600","LU0093666013","IE0004851022","LU0820562030","LU0578942376","LU0209137388","LU0365089902","LU0261952682","LU1775982595","LU0607514717","IE0000805634","GB0000804335","LU0913601281","LU0708994347","LU0348788117","LU0109395268","LU0011890265","LU0823388615","LU0093502762","HK0000288735","LU0823434583","LU0171293334","LU0352132103","LU0048597586","LU0154355936","LU0238205958","IE00B11XYX59","LU0314109678","LU1023056804","LU0256839274","LU0054237671","LU0028119526","LU0823431720","LU0028118809","LU0823414478","LU0820561909","LU0093669546","LU0011869814","LU0370787193","LU0943347566","LU0231483743","LU0231793349","LU0815945547","LU0823046494","HK0000176740","IE00B0MD9S72","LU0171289738","IE0034235188","LU0243957825","HK0000065125","IE00B12V2T05","IE0030165983","LU0171310443","LU0243957239","LU0728926402","LU0171305526","LU0607522496","LU0119176310","HK0000098423","LU0130103400","LU1046420714","LU0140363002","LU1046421795","LU0348805143","IE0003895053","LU0352132285","LU0229940001","IE00B3QK8V11","LU0211326755","LU0128525689"
"2018-03-02 08:00:00",10.77699,23.85,29.37025,7.76,10.6,19.82,214.79,12.17,123.96,4640,91.84,1418.0013,7.77,6.77,76.44,5.83,63.09,100.53,29.03,96.64,79.79,140.55,6.53,9.617,18.791,20.37,41.74,14.23136,15.81,245.69,53.777,1721,125.3,20.18,79.58,7.57,10.75,4.2494,31.56,7.6,30.0313,32.01,9.54,498.8,88.41,10.71787,54.12,26.9398,17.9206,289.39,10.3801,36.47,25.69,21.63,8.04,22.17,23.11,22.8149,90.65,328.5,11.68,24.27,19.76,109.22004,511.932,5.26,32.26,13.6577,20.45,31.09
"2018-03-05 08:00:00",10.77699,23.9,29.89997,7.8,10.57,19.91,215.37,12.28,125.6,4605,92.57,1409.218,7.81,6.8,75.33,5.83,62.2,100.67,29.05,95.47,80.64,141.56,6.55,9.625,18.794,20.39,41.75,14.00643,15.62,246.2,53.787,1670,127.16,20.12,80.64,7.61,10.74,4.2052,31.55,7.63,29.5288,32.23,9.54,500.49,88.54,10.71787,54.71,27.2043,17.8911,283.39,10.4475,36.19,25.97,21.59,8,21.9,22.38,22.7976,90.68,331.84,11.68,24.38,20.08,107.63497,509.7657,5.27,32.07,13.684,20.51,31.17
"2018-03-06 08:00:00",10.78636,24,30.30217,7.89,10.59,20,213.78,12.29,126.86,4665,93.88,1428.7363,7.89,6.81,76.59,5.83,62.44,100.9,29.44,96.25,80.93,143.19,6.59,9.713,18.782,20.41,41.78,14.37946,15.85,249.28,54.226,1719,126.64,20.41,80.7,7.69,10.73,4.2368,31.52,7.72,30.0052,32.37,9.54,504.36,88.85,10.72728,55.9,27.45,17.8695,290.99,10.495,36.62,26.51,21.65,8.04,22.25,22.88,22.8147,90.7,333.49,11.73,24.49,20.29,109.25991,513.6046,5.27,32.17,13.7616,20.6,31.34
"2018-03-07 08:00:00",10.77699,24.07,29.7234,7.88,10.62,20.06,208.98,12.36,126.86,4650,92.48,1422.8808,7.89,6.8,76.58,5.83,62.51,100.8,29.35,95.89,81.16,142.88,6.6,9.689,18.767,20.39,41.74,14.238,15.76,248.06,53.957,1716,125.52,20.23,80.23,7.69,10.75,4.2095,31.54,7.71,29.7912,32.37,9.54,500.68,88.82,10.71787,54.91,27.494,17.8847,287.49,10.4611,36.51,26.47,21.62,8,22.17,22.97,22.8233,90.72,334.22,11.71,24.56,20.35,109.25991,513.3032,5.28,31.74,13.7432,20.56,31.3
"2018-03-08 08:00:00",10.78636,24.33,29.86073,7.91,10.61,20.22,209.53,12.49,128.07,4669,92.87,1433.6159,7.92,6.81,77.3,5.84,62.63,100.85,29.88,96.94,81.61,143.56,6.6,9.764,18.709,20.4,41.77,14.51467,15.94,250.73,54.366,1745,NA,20.41,80.15,7.72,10.77,4.2107,31.57,7.73,30.236,32.3,9.54,498.68,88.56,10.72728,54.82,27.6122,17.881,292.61,NA,36.75,26.99,21.65,7.9,21.93,23.28,22.8326,90.73,335.24,11.81,24.75,20.59,110.6456,515.585,5.32,32.28,13.6862,20.65,31.37
"2018-03-09 08:00:00",10.80512,24.38,30.47874,7.94,10.61,20.24,208.28,12.52,128.2,4692,93.05,1437.5195,7.94,6.81,77.54,5.84,62.23,100.92,30.01,97.53,83.03,144.92,6.6,9.878,18.745,20.4,41.8,14.63839,16.02,253.86,55.175,1742,127.62,20.46,81.58,7.75,10.75,4.1963,31.56,7.77,30.561,32.49,9.53,507.67,88.8,10.7367,55.95,27.9618,17.9048,295.48,10.4564,36.94,27.31,21.69,8.09,22.05,23.09,22.8518,90.74,338.98,11.96,24.83,20.84,111.15402,516.3969,5.32,32.55,13.7385,20.78,31.57
"2018-03-12 08:00:00",10.8145,24.51,30.49836,7.99,10.63,20.38,210.77,12.55,129.73,4753,94.06,1445.3268,7.99,6.83,78.82,5.85,63.56,100.94,30.05,98.71,83.1,145.05,6.75,9.969,18.751,20.41,41.8,14.92745,16.3,255.93,55.485,1756,127.26,20.63,81.59,7.8,10.76,4.2818,31.65,7.81,30.9478,32.56,9.53,508.12,88.88,10.7367,55.97,27.975,17.9099,301.34,10.5118,37.38,27.62,21.73,8.09,21.92,23.32,22.8889,90.75,340.35,12.01,24.91,20.98,113.088,521.4792,5.43,32.94,13.7182,20.86,31.68
"2018-03-13 08:00:00",10.80512,24.3,30.4395,8.01,10.62,20.42,214.45,12.43,129.66,4790,93.97,1443.375,8.01,6.82,79.03,5.85,63.49,100.89,29.85,98.48,82.48,145.08,6.75,9.954,18.756,20.41,41.77,14.87769,16.35,256.12,55.405,1783,126.65,20.61,81.2,7.82,10.77,4.2872,31.63,7.83,30.9467,32.45,9.54,507.74,88.98,10.72728,55.65,27.9115,17.9165,300.33,10.49,37.43,27.47,21.74,8.06,21.96,23.55,22.8928,90.75,337.4,12,24.63,20.89,113.72601,522.4164,5.41,32.72,13.7629,20.78,31.58
"2018-03-14 08:00:00",10.79574,24.23,30.22369,7.97,10.61,20.38,214.26,12.41,129.14,4780,93.22,1435.5677,7.98,6.82,78.46,5.84,63.69,100.73,29.53,98.4,82.29,144.74,6.72,9.956,18.758,20.45,41.81,14.82366,16.31,254.05,55.305,1775,124.4,20.46,80.63,7.78,10.78,4.2902,31.62,7.79,30.7861,32.13,9.54,503.44,89.08,10.7367,55.34,27.7872,17.9065,298.92,10.3355,37.34,27.33,21.69,8,22.1,23.6,22.876,90.75,335.2,11.95,24.59,20.77,113.25747,521.0724,5.39,32.72,13.7471,20.7,31.47
"2018-03-15 08:00:00",10.78636,24.35,29.97845,7.96,10.6,20.42,214,12.5,128.54,4789,92.28,1430.6881,7.96,6.81,78.49,5.84,63.58,100.61,29.65,98.82,82.31,145.2,6.73,10.01,18.767,20.44,41.78,14.933,16.34,254.46,55.575,1785,123.84,20.38,80.05,7.78,10.79,4.3013,31.57,7.79,30.8471,31.85,9.54,495.11,88.85,10.72728,54.66,27.7468,17.8963,301.22,10.2583,37.3,27.5,21.67,7.87,21.9,23.84,22.8475,90.76,336.1,12,24.7,20.83,113.32725,520.776,5.43,32.86,13.686,20.67,31.4
"2018-03-16 08:00:00",10.79574,24.29,29.88035,7.96,10.59,20.38,210.76,12.58,128.05,4779,91.54,1428.7363,7.96,6.83,78.45,5.84,63.41,100.67,29.82,98.98,82.33,144.63,6.74,9.964,18.754,20.42,41.78,14.89206,16.26,255.06,55.405,1762,124.58,20.49,80.99,7.77,10.79,4.2805,31.58,7.79,30.7822,31.89,9.54,496.45,88.82,10.72728,54.82,27.7381,17.889,301.79,10.1941,37.26,27.57,21.69,7.83,21.83,23.62,22.8708,91.1,335.85,11.98,24.79,20.79,113.2475,520.402,5.45,32.75,13.6613,20.75,31.48
"2018-03-19 08:00:00",10.77699,24.11,NA,7.92,10.59,20.48,205.3,12.43,128.05,4715,NA,1416.0494,7.92,6.81,78.24,5.83,62.16,100.49,29.56,98.85,81.11,143.84,6.72,9.853,18.753,20.38,41.64,14.89355,16.11,253.79,54.796,1728,123.34,20.5,79.55,7.74,10.8,4.2383,31.5,7.74,30.8456,31.73,9.54,493,88.93,10.69903,53.49,NA,17.8642,301.36,NA,NA,27.05,21.68,7.77,21.64,23.04,22.8728,91.11,332.56,11.87,24.58,20.35,112.93846,NA,5.4,32.45,NA,20.55,31.23
"2018-03-20 08:00:00",10.76761,24.22,29.46834,7.9,10.57,20.42,206.58,12.5,126.58,4687,90.66,1416.0494,7.9,6.81,78.12,5.83,62.04,100.41,29.62,98.68,81.4,143.28,6.72,9.977,18.715,20.32,41.58,15.03124,16.19,252.61,55.315,1706,124.64,20.46,80.4,7.72,10.8,4.2132,31.52,7.73,30.8917,31.76,9.53,493.28,88.82,10.68019,53.4,27.4476,17.8405,303.12,10.1721,37.18,27.27,21.65,7.73,21.7,22.67,22.8399,91.12,331.15,11.99,24.69,20.4,112.42007,518.3549,5.44,32.73,13.6454,20.51,31.14
"2018-03-21 08:00:00",10.75823,24.22,29.68416,7.91,10.57,20.39,206.97,12.46,126.85,4687,91.69,1407.2662,7.91,6.85,78.2,5.83,62.33,100.43,29.52,98.32,81.19,143,6.73,9.978,18.69,20.32,41.59,14.87045,16.19,253.81,55.285,1705,126.33,20.42,82.67,7.73,10.8,4.2216,31.47,7.73,30.7951,32.13,9.53,500.53,88.99,10.68019,53.89,27.4881,17.8253,300.23,10.2943,37.06,27.36,21.62,7.77,21.91,22.72,22.8356,91.16,330.72,12.02,24.67,20.44,112.40014,517.959,5.41,32.45,13.6784,20.53,31.25
"2018-03-22 08:00:00",10.74885,23.78,29.42911,7.85,10.57,20.41,204.91,12.26,126.48,4729,92.13,1382.8684,7.84,6.83,77.59,5.83,62.71,100.29,29.05,97.9,79.17,142.09,6.76,9.745,18.733,20.36,41.61,14.54412,15.96,252.31,54.117,1724,124.77,20.27,81.3,7.68,10.83,4.2763,31.58,7.67,30.4138,31.68,9.52,494.85,88.73,10.68961,53.5,27.0032,17.8334,295.8,10.1693,36.94,26.82,21.58,7.77,21.96,23.1,22.8211,91.23,323.52,11.85,24.3,20.03,111.61259,516.2532,5.45,31.91,13.7227,20.21,30.77
"2018-03-23 08:00:00",10.73009,23.56,29.40949,7.79,10.54,20.23,202.32,12.08,123.88,4540,90.71,1358.4706,7.8,6.82,75.54,5.82,61.12,100.16,28.98,96,77.58,142.39,6.76,9.646,18.707,20.32,41.52,14.18279,15.58,245.77,53.447,1658,123.92,19.88,81.11,7.63,10.83,4.1392,31.54,7.62,29.7347,31.53,9.52,490.62,89.13,10.66136,53.59,26.5801,17.8309,287.8,10.1438,36.33,26.39,21.48,7.71,22.36,22.33,22.7729,91.34,317.96,11.67,24.08,19.69,108.6219,507.9097,5.43,31.39,13.738,20.03,30.54
"2018-03-26 08:00:00",10.73009,23.46,29.49777,7.74,10.53,20.12,204.18,12.01,123.38,4553,90.96,1361.3983,7.74,6.86,75.52,5.82,60.61,100.06,28.78,96.11,79.92,142.45,6.78,9.721,18.707,20.34,41.51,14.28925,15.76,248.4,53.787,1660,121.5,20.06,82.29,7.57,10.83,4.1546,31.54,7.58,29.8386,31.5,9.52,497.1,89.85,10.66136,53.39,26.9438,17.8178,290.64,10.061,36.4,26.26,21.52,7.75,22.62,22.35,22.779,91.39,322.83,11.71,24.1,19.67,108.95087,508.5512,5.4,31.71,13.8306,20.21,30.9
"2018-03-27 08:00:00",10.74885,23.38,29.19367,7.8,10.53,20.19,206.88,12.15,124,4665,90.84,1378.9648,7.81,6.86,76.69,5.82,61.71,100.16,28.96,97.37,77.94,143.07,6.8,9.818,18.714,20.41,41.68,14.42962,15.96,248.74,54.366,1693,122.35,20.08,81.66,7.63,10.85,4.2406,31.61,7.64,30.1033,31.34,9.53,488.89,89.68,10.69903,53.49,26.8464,17.824,292.13,10.0789,36.68,26.7,21.53,7.6,22.18,22.68,22.7935,91.38,320.78,11.82,23.99,20.07,110.45619,513.0381,5.44,31.17,13.8406,20.07,30.66
"2018-03-28 08:00:00",10.73947,23.53,28.85033,7.72,10.54,20.31,204.24,12.2,122.27,4664,89.43,1353.591,7.71,6.88,75.41,5.82,61.69,100.05,28.98,95.87,77.42,142.11,6.75,9.635,18.738,20.46,41.7,13.9873,15.54,245.35,53.278,1695,121.44,19.89,80.44,7.54,10.85,4.1993,31.6,7.55,29.5229,31.12,9.53,486.68,89.62,10.71184,52.58,26.6451,17.8478,284.19,9.9448,36.23,25.65,21.52,7.6,21.87,22.66,22.7876,91.4,319.1,11.6,24.23,19.44,108.2032,506.7316,5.44,31.38,13.8208,20.16,30.7
"2018-03-29 08:00:00",10.74885,23.63,29.42911,7.68,10.54,20.48,204.36,12.31,123.15,4684,89.72,1370.1815,7.67,6.9,75.35,5.82,61.81,100.08,29.2,95.89,78.86,141.74,6.79,9.733,18.737,20.51,41.83,14.00118,15.61,250.04,53.827,1717,123.99,20.18,81.77,7.51,10.86,4.2082,31.64,7.51,29.5502,31.4,9.53,495.4,89.57,10.74028,53.44,26.832,17.8467,285.65,10.0331,36.25,25.39,21.58,7.76,21.85,22.8,22.7885,91.41,321.79,11.71,24.35,19.64,108.31286,NA,5.48,31.71,13.8191,20.26,30.92
"2018-03-30 08:00:00",10.74885,NA,NA,NA,NA,NA,NA,12.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.719,NA,20.51,NA,NA,NA,NA,53.767,NA,NA,NA,NA,NA,NA,NA,31.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.68,NA,19.72,NA,NA,NA,NA,NA,NA,NA
"2018-04-02 08:00:00",10.7496,23.41,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,6.89,NA,5.82,NA,NA,NA,NA,NA,NA,6.8,9.686,NA,20.52,41.82,NA,NA,NA,53.497,NA,NA,NA,NA,NA,10.86,NA,31.65,NA,NA,31.23,NA,NA,NA,10.74028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.61,24.16,19.29,NA,NA,5.49,31.4,NA,20.03,30.59
"2018-04-03 08:00:00",10.74019,23.56,29.56644,7.66,10.53,20.25,209.26,12.26,121.49,4701,89.37,1360.4224,7.65,6.91,75,5.82,62.07,99.97,29.04,96.38,77.71,141.69,6.8,9.766,18.741,20.52,41.84,14.05511,15.66,247.68,53.967,1747,123.87,20.09,81.22,7.49,10.85,4.196,31.68,7.48,29.6556,31.34,9.54,494.76,89.77,10.74028,53.95,26.5416,17.8593,285.37,10.0147,36.26,25.49,21.58,7.73,22.26,23.28,22.7914,91.53,318.92,11.7,24.31,19.3,108.39261,508.314,5.5,31.71,13.8326,20.19,30.76
"2018-04-04 08:00:00",10.74019,23.29,29.00729,7.65,10.54,20.4,206.55,12.24,120.84,4692,89.02,1337.9764,7.65,6.91,74.07,5.82,62.02,100,28.74,95.78,78.59,140.63,6.82,9.642,18.743,20.51,41.84,13.76436,15.32,247.13,53.208,1736,123.8,19.86,81.3,7.48,10.86,4.2192,31.64,7.48,29.2667,31.36,9.53,493.42,89.45,10.74976,52.41,26.5214,17.858,279.54,9.9796,35.92,25.02,21.52,7.63,22.17,23.15,22.7881,91.58,320.55,11.55,24.2,19.27,106.99696,505.2046,5.51,31.19,13.7976,20.17,30.77
"2018-04-05 08:00:00",10.75901,23.85,30.28255,7.75,10.55,20.51,211.5,12.56,124.67,4750,90.77,1364.3261,7.74,6.92,NA,5.83,62.52,100.46,29.42,NA,79.32,142.96,6.86,9.777,18.73,20.52,41.93,13.85645,15.7,250.81,53.947,1719,125.93,20.39,83.35,7.58,10.84,4.2507,31.65,7.58,29.2679,31.67,NA,502.56,NA,10.76872,54.81,26.9035,17.8441,NA,10.0997,36.44,25.95,21.63,7.69,22.04,22.75,22.792,NA,324.39,11.74,24.68,19.74,107.84432,NA,5.57,31.43,13.8034,20.41,31.02
"2018-04-06 08:00:00",10.76843,23.78,29.56644,7.75,10.58,20.58,213.1,12.5,124.5,4734,90.51,1371.1574,7.74,6.89,74.99,5.83,62.23,100.48,29.5,96.18,77.4,143.98,6.86,9.656,18.737,20.57,41.97,13.91047,15.53,251.92,53.357,1722,124.25,20.56,81.99,7.58,10.85,4.2389,31.7,7.58,29.4639,31.6,NA,497.1,89.38,10.7782,53.77,26.5729,17.8497,282.35,10.0343,36.41,25.77,21.66,7.53,22.29,22.7,22.8071,NA,320.39,11.63,24.64,19.49,107.7546,508.7665,5.54,31.23,13.7456,20.25,30.8
"2018-04-09 08:00:00",10.75901,23.8,29.43892,7.7,10.58,20.55,214.96,12.53,121.92,4753,85.46,1369.2056,7.69,6.87,75.12,5.83,62.55,100.58,29.41,96.33,77.58,144.01,6.93,9.786,18.738,20.54,41.9,14.03716,15.61,254.2,53.997,1724,110.19,20.57,82.23,7.53,10.85,4.27,31.71,7.54,29.6367,29.44,9.54,489.93,89.45,10.75924,52.95,26.6848,17.8757,285.31,9.4197,36.43,25.58,21.68,7.37,21.8,22.79,22.8194,91.72,321.32,11.74,24.63,19.6,108.00382,508.9424,5.59,31.63,13.7374,20.3,30.89
"2018-04-10 08:00:00",10.7496,23.99,29.1152,7.73,10.59,20.59,214.87,12.62,124.29,4761,82.23,1379.9407,7.71,6.88,75.78,5.83,62.57,100.93,29.57,97.38,79.02,145.44,6.95,9.85,18.758,20.55,41.84,14.29946,15.79,254.9,54.456,1718,108.86,20.75,85.02,7.56,10.84,4.2776,31.7,7.55,30.1151,29.25,9.54,493.73,89.87,10.74976,52.25,27.0897,17.8799,291.59,9.3746,36.72,25.6,21.71,7.4,22.04,22.71,22.8374,91.73,326.5,11.84,24.89,19.61,109.0705,511.329,5.59,31.86,13.7103,20.48,31.18
"2018-04-11 08:00:00",10.7496,23.92,29.50758,7.77,10.63,20.59,212.53,12.55,125.16,4721,82.88,1377.9888,7.75,6.89,75.98,5.84,62.41,101.07,29.52,97.15,78.66,146.24,6.88,9.853,18.765,20.54,41.87,14.37193,15.84,254.29,54.526,1695,107.43,20.76,86.21,7.6,10.85,4.2656,31.74,7.6,30.3003,28.99,9.54,498.43,90.07,10.74976,53.04,27.0396,17.8846,293.43,9.3013,36.82,25.81,21.72,7.46,22.61,22.45,22.8541,91.76,324.64,11.87,24.85,19.66,109.57892,513.9253,5.52,31.92,13.7413,20.47,31.15
"2018-04-12 08:00:00",10.76843,24.09,29.89997,7.79,10.64,20.5,211.92,12.64,124.38,4714,84.43,1374.0852,7.78,6.9,75.96,5.84,61.97,101.25,29.61,97.04,79.4,147.05,6.87,9.841,18.746,20.47,41.9,14.32325,15.84,252.54,54.426,1686,112.3,20.8,86.03,7.63,10.84,4.234,31.74,7.62,30.1876,29.29,9.54,501.23,89.93,10.75924,53.35,27.1044,17.8884,292.49,9.5615,36.78,26.12,21.74,7.5,22.55,22.28,22.8661,91.76,327.41,11.9,25.04,19.76,109.26988,512.5205,5.53,31.96,13.79,20.54,31.27
"2018-04-13 08:00:00",10.78725,24.09,29.37025,7.82,10.66,20.42,211.75,12.65,125.52,4736,84.46,1374.0852,7.81,6.91,75.99,5.85,62.37,101.47,29.76,96.99,79.14,148.01,6.87,9.759,18.74,20.54,41.93,14.17793,15.84,254.93,54.047,1692,110.86,20.98,86.83,7.65,10.84,4.2381,31.74,7.65,30.0752,29.07,9.54,494.42,90.09,10.76872,52.8,27.1131,17.8932,291.11,9.4728,36.86,26.07,21.78,7.38,22.79,22.24,22.9211,91.76,327.19,11.83,25.03,19.66,109.46926,513.7084,5.53,31.74,13.7788,20.53,31.29
"2018-04-16 08:00:00",10.79666,24.06,29.13481,7.81,10.68,20.53,211.38,12.63,125.16,4769,83.66,1374.0852,7.8,6.9,75.38,5.86,62.83,101.58,29.64,96.24,79.74,148.14,6.96,9.741,18.738,20.52,41.86,13.97332,15.73,255.43,53.917,1665,109.94,20.92,87.2,7.64,10.84,4.2675,31.8,7.64,29.6363,29.12,9.53,487.89,90.23,10.74976,52.03,27.2396,17.8962,286.68,9.4295,36.69,25.8,21.76,7.24,22.62,21.98,22.9477,91.78,327.64,11.81,24.95,19.67,108.75149,510.9995,5.58,31.55,13.7662,20.52,31.36
"2018-04-17 08:00:00",10.80608,24.19,29.29177,7.86,10.7,20.63,212.15,12.77,125.64,4749,84.3,1371.1574,7.84,6.9,74.52,5.86,62.77,101.74,29.98,95.32,81.12,149.04,7.05,9.691,18.734,20.45,41.88,13.85972,15.67,254.89,53.737,1653,113.21,21,87.63,7.69,10.86,4.2512,31.83,7.69,29.2216,29.24,9.53,497.32,90.11,10.75924,52.15,27.3677,17.9133,284.04,9.5796,36.61,26.24,21.81,7.41,22.73,21.85,22.9695,91.81,330.55,11.77,25.11,19.94,108.23311,510.0287,5.66,31.33,13.8122,20.58,31.45
"2018-04-18 08:00:00",10.81549,24.29,29.7234,7.9,10.72,20.76,211.58,12.82,127.18,4820,85.48,1392.6275,7.89,6.91,74.9,5.86,63.43,101.75,29.99,95.28,81.35,149.3,7.02,9.732,18.728,20.52,41.91,13.98353,15.8,256.49,54.017,1670,115.87,21.12,89.52,7.73,10.85,4.3033,31.76,7.73,29.3679,29.83,9.52,504.78,90.3,10.75924,53.65,27.4942,17.9217,286.29,9.8132,36.8,26.41,21.85,7.59,23.05,22.05,22.9742,92.12,331.08,11.83,25.2,19.95,109.0705,511.6565,5.63,31.45,13.8743,20.69,31.57
"2018-04-19 08:00:00",10.79666,24.29,29.74302,7.88,10.72,20.65,210.77,12.8,127.43,4819,86.81,1395.5553,7.86,6.88,75.7,5.85,63.65,101.35,30.01,96.32,80.9,149.42,7.08,9.767,18.69,20.44,41.77,14.17396,16,256.04,54.146,1657,116.48,21.23,89.83,7.71,10.81,4.2939,31.66,7.71,29.6787,29.8,9.52,500.29,90.19,10.72132,53.63,27.4107,17.8838,290.12,9.8118,36.93,26.45,21.83,7.53,22.98,21.84,22.9586,92.09,331.32,11.87,25.26,19.73,110.28672,514.0642,5.69,31.95,13.8326,20.69,31.53
"2018-04-20 08:00:00",10.79666,24.3,29.55663,7.86,10.68,20.47,209.54,12.83,125.91,4827,86.01,1407.2662,7.83,6.86,74.7,5.85,63.96,101.21,30.07,95.42,80.09,147.43,7.08,9.665,18.663,20.45,41.66,13.9641,15.75,253.98,53.557,1663,116.72,21.38,89.23,7.67,10.81,4.2711,31.67,7.68,29.4492,29.57,9.51,494.77,89.88,10.69288,53.88,27.1377,17.8545,286.52,9.7001,36.65,26.29,21.83,7.5,22.68,21.87,22.9412,92.1,328.49,11.76,25.32,19.48,108.83125,509.9346,5.72,31.84,13.6978,20.64,31.38
"2018-04-23 08:00:00",10.78725,24.43,29.35063,7.81,10.68,20.37,209.4,12.9,125.18,4828,84.61,1411.1699,7.79,6.81,74.12,5.84,63.62,101,30.07,95.16,80.01,146.57,7.13,9.638,18.635,20.32,41.52,13.88083,15.65,253.84,53.357,1657,116.8,21.35,89.59,7.63,10.79,4.2499,31.64,7.63,29.364,29.37,9.51,490.1,89.63,10.66444,53.48,27.0473,17.8295,283.59,9.6433,36.44,26.22,21.82,7.4,22.61,21.67,22.949,92.06,327.93,11.75,25.52,19.49,107.94401,508.1147,5.8,31.7,13.5487,20.61,31.28
"2018-04-24 08:00:00",10.78725,24.34,29.42911,7.82,10.68,20.38,210.17,12.9,125.06,4877,85.24,1413.1217,7.8,6.82,74.08,5.85,63.92,100.81,30,95.77,78.26,146.99,7.1,9.667,18.592,20.34,41.52,14.08316,15.66,256.11,53.407,1664,117.5,21.46,89.12,7.64,10.79,4.2755,31.65,7.64,29.6475,29.43,9.51,486.73,89.71,10.66444,53.92,26.7365,17.8276,287.57,9.6674,36.54,26.2,21.83,7.29,22.78,21.64,22.9474,92.01,325.92,11.82,25.55,19.35,107.61503,506.6247,5.76,31.53,13.5177,20.57,31.24
"2018-04-25 08:00:00",10.76843,24.06,28.88957,7.71,10.63,20.33,206.93,12.83,123.94,4872,83.99,1392.6275,7.69,6.81,73.3,5.84,64,100.5,29.59,95.07,78.21,145.04,7.04,9.557,18.572,20.26,41.35,13.85813,15.38,252.83,52.798,1658,117.19,21.24,89.27,7.54,10.79,4.2753,31.62,7.53,29.5086,28.91,9.51,482.51,89.4,10.61704,52.14,26.5937,17.8119,284.48,9.5203,36.27,25.35,21.76,7.22,22.66,21.51,22.9355,91.94,324.42,11.75,25.36,19.05,106.53838,502.8169,5.74,31.21,13.3989,20.5,31.05
"2018-04-26 08:00:00",10.76843,24.17,29.29177,7.75,10.6,20.49,207.38,12.91,124.35,4877,83.58,1396.5312,7.73,6.81,72.6,5.84,63.9,100.75,29.86,94.09,79.59,147.13,7.06,9.573,18.56,20.28,41.36,13.76674,15.36,254.17,52.948,1662,117.99,21.33,90.24,7.58,10.81,4.2772,31.64,7.58,29.179,28.84,9.5,490.04,89.39,10.61704,52.77,26.7222,17.8082,280.52,9.5672,36.25,25.85,21.78,7.32,22.77,21.54,22.9085,91.91,325.86,11.76,25.53,19.18,105.71096,499.2119,5.79,31.28,13.4178,20.58,31.14
"2018-04-27 08:00:00",10.77784,24.3,29.73321,7.79,10.63,20.62,208.37,12.97,125.94,4908,84.12,1415.0735,7.78,6.82,73.15,5.84,63.48,100.8,30.02,94.45,79.59,146.47,7.06,9.654,18.567,20.26,41.35,13.89977,15.53,257.19,53.208,1675,119.27,21.43,89.6,7.62,10.81,4.2916,31.66,7.62,29.3396,28.99,9.51,494.1,89.39,10.61704,54.44,26.5683,17.832,282.19,9.6754,36.45,26.27,21.82,7.39,22.99,21.69,22.9138,91.89,325.54,11.83,25.52,19.21,106.48854,501.3405,5.78,31.48,13.4909,20.68,31.24
"2018-04-30 08:00:00",10.77784,24.37,29.68416,7.8,10.64,20.92,210.34,13.04,126.67,4908,84.26,1424.8327,7.78,6.82,74.13,5.84,63.5,100.81,30.11,95.87,78.92,146.94,7.05,9.727,18.578,20.26,41.32,14.14264,15.74,257.11,53.547,1675,119.3,21.54,89.67,7.63,10.82,4.2852,31.66,7.62,29.7147,28.66,NA,490.77,89.52,10.60757,54.54,26.4197,17.8391,286.17,9.6344,36.65,26.38,21.84,7.29,22.78,21.7,22.9224,NA,323.48,11.96,25.61,19.16,107.76457,504.8776,5.8,31.83,13.4266,20.67,31.16
"2018-05-01 08:00:00",10.77199,24.36,29.55612,NA,NA,NA,NA,12.92,124.9,4908,83.33,1422.3013,NA,6.81,NA,5.84,NA,NA,NA,NA,NA,NA,7.05,9.652,NA,20.21,41.19,NA,NA,NA,53.138,1675,NA,21.54,NA,NA,10.82,NA,31.66,NA,NA,28.54,NA,NA,NA,10.57913,NA,26.393,17.8391,NA,NA,36.45,NA,21.84,NA,NA,21.7,NA,NA,NA,11.89,25.62,19.08,NA,NA,5.83,32.02,13.3455,20.65,30.98
"2018-05-02 08:00:00",10.76255,24.59,29.11144,7.77,10.62,20.78,207.5,13.11,125.76,4920,82.9,1434.0965,7.74,6.76,73.99,5.84,62.79,100.72,30.43,95.5,79.12,145.99,7.04,9.719,18.563,20.12,40.97,14.09952,15.61,260.19,53.407,1684,118.51,21.7,89.41,7.6,10.81,4.2491,31.62,7.59,29.6468,28.38,9.5,476.61,88.92,10.52225,53.38,26.3072,17.8271,286.92,9.4488,36.53,26.85,21.87,7.02,22.86,21.7,22.8932,91.89,324.11,11.98,25.68,19.32,107.83435,503.5984,5.85,32.06,13.1968,20.58,30.86
