"","LU0168053600","LU0093666013","IE0004851022","LU0820562030","LU0578942376","LU0209137388","LU0365089902","LU0261952682","LU1775982595","LU0607514717","IE0000805634","GB0000804335","LU0913601281","LU0708994347","LU0348788117","LU0109395268","LU0011890265","LU0823388615","LU0093502762","HK0000288735","LU0823434583","LU0171293334","LU0352132103","LU0048597586","LU0154355936","LU0238205958","IE00B11XYX59","LU0314109678","LU1023056804","LU0256839274","LU0054237671","LU0028119526","LU0823431720","LU0028118809","LU0823414478","LU0820561909","LU0093669546","LU0011869814","LU0370787193","LU0943347566","LU0231483743","LU0231793349","LU0815945547","LU0823046494","HK0000176740","IE00B0MD9S72","LU0171289738","IE0034235188","LU0243957825","HK0000065125","IE00B12V2T05","IE0030165983","LU0171310443","LU0243957239","LU0728926402","LU0171305526","LU0607522496","LU0119176310","HK0000098423","LU0130103400","LU1046420714","LU0140363002","LU1046421795","LU0348805143","IE0003895053","LU0352132285","LU0229940001","IE00B3QK8V11","LU0211326755","LU0128525689"
"2014-01-02 08:00:00",9.17373,17.95,28.39947,5.88,8.6,16.15,110.63,9.958,108.2,3122,91.85,942.582,6.47,6.09,52.23,5.05,35.19,94.34,22.620001,67.9,53.02,129.86,6.15,7.0447,16.171,16.36,35.09,9.05974,NA,179.71001,34.312,1048,103.83,17.17,110.09,6.01,9.69,3.2089,27.22,6.08,23.7848,29.11,8.89,523.71,NA,9.01323,42.08,19.6607,16.0036,218.04,11.7672,28.68,11.79,17.89,6.78,20.18,14.08,18.8725,80.26,266.12,NA,22.79,NA,83.19667,408.4754,4.47,23.29,13.8038,18.6,28.15
"2014-01-03 08:00:00",9.18162,18.09,28.28495,5.87,8.61,16.19,111.29,10,107.86,3122,90.78,943.5199,6.45,6.1,51.4,5.06,34.81,94.39,22.709999,67.03,52.9075,130.75,6.15,6.9712,16.16,16.38,35.1,8.92147,NA,179.42,33.843,1048,103.62,17.19,109.77,6.01,9.71,3.223,27.25,6.08,23.4191,29.04,8.89,526.33,NA,9.02117,41.87,19.66,16.0141,213.87,11.6753,28.47,11.84,17.91,6.79,20.17,14.21,18.8957,80.27,266.62,NA,22.91,NA,81.88854,406.5661,4.49,23.29,13.8103,18.6,28.12
"2014-01-06 08:00:00",9.19739,18.12,28.12272,5.86,8.61,16.15,111,9.986,108.11,3115,89.48,949.1472,6.45,6.1,50.89,5.07,35.28,94.49,22.74,66.64,52.6425,131.73,6.18,6.9165,16.153,16.42,35.14,8.85447,NA,179.5,33.634,1049,101.64,17.25,109.47,5.99,9.71,3.1945,27.31,6.07,23.3011,29.02,8.89,523.03,NA,9.02911,41.54,19.6045,16.0462,211.97,11.5975,28.38,11.78,17.95,6.77,20.01,14.2,18.924,80.22,265.92,NA,22.91,NA,81.16181,405.7525,4.5,23.24,13.8144,18.59,28.12
"2014-01-07 08:00:00",9.21317,18.27,28.34221,5.86,8.63,16.18,110.86,10.12,107.48,3079,89.71,952.8988,6.45,6.11,50.59,5.07,35.19,94.61,22.860001,66.37,53.1,131.64999,6.17,6.9463,16.154,16.44,35.17,8.83139,NA,178.55,33.654,1038,101.9,17.3,110.34,6,9.73,3.1725,27.34,6.07,23.289,29.09,8.9,523.34,NA,9.03706,42,19.7353,16.0712,211.63,11.6085,28.32,11.78,18.01,6.74,19.65,14.07,18.961,80.23,267.05,NA,23.06,NA,81.02615,405.6536,4.5,23.32,13.8692,18.64,28.2
"2014-01-08 08:00:00",9.22106,18.35,28.06547,5.87,8.64,16.15,111.33,10.12,108.38,3137,89.57,953.8367,6.47,6.11,51.2,5.07,35.66,94.63,22.969999,66.95,53.265,131.48,6.22,6.9851,16.164,16.39,35.1,8.95097,NA,178.50999,33.824,1056,102.11,17.39,109.77,6.01,9.72,3.2174,27.33,6.08,23.4099,28.93,8.89,519.63,NA,9.02117,41.3,19.8485,16.0816,214.07,11.5931,28.48,11.84,18.05,6.69,19.59,14.27,18.9843,80.25,267.04,NA,23.13,NA,82.1211,407.1381,4.55,23.45,13.7785,18.64,28.26
"2014-01-09 08:00:00",9.22106,18.3,27.60741,5.91,8.65,16.1,110.81,10.05,109.42,3123,89.27,960.4019,6.49,6.11,51.17,5.07,35.7,94.63,23.040001,66.77,53.3225,130.99001,6.27,6.9016,16.157,16.4,35.1,8.89595,NA,179.27,33.545,1060,101.55,17.52,109.43,6.04,9.71,3.1916,27.34,6.11,23.3613,28.84,8.89,509.68,NA,9.02117,40.69,19.8223,16.0837,212.44,11.4821,28.42,11.92,18.09,6.45,19.46,14.3,19.0025,80.27,267.03,NA,23.1,NA,81.7335,405.2702,4.58,23.32,13.7172,18.65,28.27
"2014-01-10 08:00:00",9.23683,18.42,27.78872,5.91,8.66,16.22,111.15,10.1,110.3,3125,88.52,962.2777,6.5,6.12,50.96,5.08,35.73,94.69,22.9,66.76,53.55,132.28,6.27,6.9055,16.174,16.45,35.16,8.88115,NA,178.96001,33.624,1070,101.14,17.59,110.14,6.04,9.73,3.2246,27.39,6.11,23.3884,29.09,8.89,521.21,NA,9.03706,41.2,19.9779,16.088,212.68,11.6431,28.42,11.77,18.11,6.56,19.58,14.43,19.0173,80.29,269.38,NA,23.16,NA,81.29747,404.9159,4.56,23.31,13.8505,18.75,28.43
"2014-01-13 08:00:00",9.24472,18.49,28.00821,5.91,8.67,16.24,112.45,10.13,111.74,3124,90.21,965.0914,6.5,6.12,51.15,5.08,36.3,94.75,23.02,66.81,52.6125,131.39999,6.3,6.9433,16.229,16.47,35.21,8.87989,NA,179.06,33.843,1070,101.63,17.57,108.56,6.05,9.74,3.2515,27.43,6.12,23.3744,28.97,8.9,520.71,NA,9.05294,41.91,19.8262,16.1158,213.52,11.6326,28.49,11.81,18.12,6.6,19.84,14.66,19.0251,80.32,268.51,NA,23.17,NA,81.76257,405.6229,4.57,23.87,13.8909,18.71,28.34
"2014-01-14 08:00:00",9.24472,18.54,27.83644,5.89,8.67,16.15,112.25,10.15,109.91,3054,89.09,962.2777,6.47,6.13,51.03,5.08,35.76,94.77,22.9,66.53,53.3625,131.78,6.31,6.9344,16.23,16.48,35.22,8.89917,NA,177.83,33.824,1056,100.94,17.5,109.66,6.02,9.74,3.1791,27.42,6.09,23.2716,28.8,8.9,521.5,NA,9.05294,41.4,19.9747,16.1218,212.77,11.6575,28.31,11.64,18.11,6.6,20.13,14.42,19.0244,80.29,269.93,NA,23.27,NA,81.50095,405.3782,4.58,23.95,13.8548,18.78,28.46
"2014-01-15 08:00:00",9.2605,18.77,28.0941,5.92,8.68,16.26,112.63,10.32,111.26,3106,89.74,969.7809,6.52,6.11,51.49,5.08,35.91,94.88,23.32,66.46,53.68,132.27,6.32,6.9433,16.226,16.49,35.27,9.00648,NA,180.14999,33.834,1062,102.02,17.74,109.57,6.06,9.74,3.2053,27.41,6.13,23.3639,28.77,8.9,522.45,NA,9.06088,41.93,20.0697,16.1251,213.83,11.6856,28.45,11.86,18.15,6.64,19.88,14.42,19.0186,80.31,270.82,NA,23.5,NA,82.28582,404.9411,4.61,23.97,13.8082,18.84,28.54
"2014-01-16 08:00:00",9.26838,18.7,27.80781,5.94,8.7,16.27,111.95,10.26,111.47,3106,89.68,978.2219,6.52,6.11,51.65,5.09,35.81,94.95,23.309999,66.43,53.715,132.24001,6.31,6.9294,16.234,16.5,35.23,9.00745,NA,180.27,33.893,1058,101.77,17.79,109.68,6.07,9.75,3.218,27.41,6.14,23.3891,28.65,8.89,516.19,NA,9.05294,41.76,19.9967,16.1452,214.39,11.5846,28.52,11.83,18.19,6.54,20.23,14.31,19.0332,80.32,271.1,NA,23.47,NA,82.57652,405.0875,4.6,24.01,13.7336,18.82,28.47
"2014-01-17 08:00:00",9.27627,18.75,27.68375,5.94,8.71,16.31,110.74,10.27,111.9,3125,89.51,974.4703,6.52,6.11,52.01,5.09,36.3,95,23.309999,66.32,53.445,132.58,6.31,6.9453,16.262,16.53,35.23,9.09567,NA,181.14999,33.963,1071,101.53,17.88,109.54,6.07,9.76,3.2347,27.5,6.14,23.4991,28.36,8.9,514.21,NA,9.05294,40.94,19.953,16.1612,216,11.4517,28.52,11.91,18.21,6.5,20.67,14.53,19.048,80.32,270.84,NA,23.6,NA,83.11915,405.8575,4.63,24,13.7698,18.83,28.44
"2014-01-20 08:00:00",9.27627,18.71,27.76964,NA,8.71,16.29,110.95,10.27,111.91,3120,88.45,969.7809,NA,6.11,51.99,5.09,36.52,NA,23.309999,65.97,NA,132.99001,6.3,6.9274,16.269,16.54,NA,9.03413,NA,181.25,33.893,1073,101.51,17.86,NA,NA,9.77,3.2396,27.53,NA,23.3036,28.4,NA,514.28,NA,NA,41.08,19.9333,16.176,214.15,11.3789,28.42,11.89,18.22,6.52,21.2,14.59,19.059,80.33,270.73,NA,23.51,NA,82.8769,405.7537,4.61,23.86,13.742,18.81,28.44
"2014-01-21 08:00:00",9.28416,18.67,27.5597,5.95,8.71,16.39,110.82,10.34,111.91,3123,88.61,969.7809,6.54,6.09,51.78,5.1,36.22,95.09,23.450001,66.23,53.755,133.89,6.31,6.9065,16.25,16.52,35.2,9.02118,NA,181.71001,33.794,1080,101.2,17.84,109.98,6.08,9.76,3.2357,27.54,6.15,23.3643,28.53,8.89,509.29,NA,9.045,40.83,19.9219,16.1763,215.25,11.4182,28.43,11.95,18.22,6.44,21.05,14.61,19.0623,80.37,270.84,NA,23.49,NA,82.50869,405.6746,4.62,23.92,13.6794,18.79,28.38
"2014-01-22 08:00:00",9.27627,18.67,27.60741,5.95,8.71,16.44,111.5,10.33,112.6,3142,88.3,962.2777,6.54,6.08,51.93,5.1,36.4,95.11,23.379999,66.46,53.9325,134.35001,6.32,6.9483,16.244,16.48,35.13,9.06675,NA,181.97,33.993,1094,100.67,17.8,110.79,6.08,9.76,3.241,27.53,6.15,23.374,28.6,8.9,514.75,NA,9.02911,40.45,19.9337,16.1821,215.84,11.3666,28.49,11.94,18.21,6.53,21.05,14.85,19.0732,80.42,272.47,NA,23.51,NA,82.54745,404.6232,4.63,24,13.6691,18.77,28.38
"2014-01-23 08:00:00",9.2605,18.49,27.17798,5.95,8.71,16.37,111.29,10.22,112.55,3111,88.52,964.1535,6.53,6.03,51.55,5.09,35.9,95.02,23.18,66,53.5025,133.56,6.38,6.8449,16.233,16.45,34.96,8.95019,NA,181.92,33.475,1083,99.09,17.77,109.9,6.08,9.76,3.2335,27.53,6.14,23.1181,28.55,8.9,502.44,NA,8.98147,40.11,19.7404,16.1742,212.79,11.2015,28.4,11.78,18.2,6.35,21.14,14.71,19.0804,80.43,271.39,NA,23.32,NA,81.66568,402.1331,4.62,23.83,13.5754,18.66,28.25
"2014-01-24 08:00:00",9.22894,18.01,26.32867,5.92,8.7,16.21,108.58,9.925,112.2,3015,85.67,948.2093,6.5,5.99,50.86,5.07,35.26,94.71,22.77,65.64,52.345,130.35001,6.38,6.6967,16.239,16.36,34.81,8.76742,NA,178.92,32.907,1053,97.33,17.34,107.42,6.05,9.75,3.2136,27.55,6.12,22.8909,28.03,8.9,491.2,NA,8.94176,39.03,19.3018,16.1623,209.91,10.9043,28.15,11.61,18.1,6.21,21.15,14.58,19.0607,80.45,265.16,NA,22.83,NA,80.53197,400.6699,4.63,23.57,13.4167,18.37,27.84
"2014-01-27 08:00:00",9.22106,17.87,26.23324,5.86,8.66,16.06,105.81,9.879,109.59,3037,84.18,930.9521,6.44,5.96,49.73,5.07,35.07,94.59,22.530001,64.41,51.8975,128.53999,6.3,6.6023,16.202,16.33,34.76,8.59194,NA,174.94,32.449,1036,96.14,17.02,106.13,5.99,9.76,3.11,27.52,6.06,22.4051,27.79,8.9,488.8,NA,8.93382,38.87,19.1297,16.1477,205.26,10.7601,27.69,11.43,18.03,6.18,20.83,14.28,18.9934,80.49,262.24,NA,22.65,NA,78.65215,396.2786,4.57,23,13.3381,18.28,27.72
"2014-01-28 08:00:00",9.22894,18.24,26.46227,5.84,8.65,16.07,105.92,9.958,108.51,3036,84.56,938.8304,6.42,5.98,49.87,5.07,35.14,94.62,22.690001,64.51,52.2925,129.7,6.32,6.6868,16.214,16.37,34.85,8.67286,NA,175.02,32.738,1040,95.14,17.21,106.73,5.97,9.77,3.0823,27.52,6.04,22.3679,27.71,8.9,489.94,NA,8.95764,39.05,19.3873,16.1512,205.26,10.6776,27.65,11.4,18.07,6.2,20.44,14.27,18.9605,80.46,263.75,NA,22.78,NA,79.15602,395.9154,4.59,22.98,13.3603,18.37,27.86
"2014-01-29 08:00:00",9.22894,18.11,25.83244,5.84,8.66,16.07,106.63,9.881,110.14,3122,83.54,942.582,6.42,5.94,50.55,5.07,35.68,94.57,22.41,65.2,51.5775,128.41,6.34,6.7087,16.24,16.36,34.76,8.79254,NA,176.7,32.887,1070,93.75,17.28,106.06,5.97,9.77,3.1744,27.55,6.03,22.3714,27.21,8.9,484.51,NA,8.93382,38.26,19.1842,16.1702,207.55,10.4451,27.85,11.43,18.1,6.1,20.95,14.74,18.9373,80.56,262.8,NA,22.72,NA,80.13469,398.1647,4.61,23.02,13.2998,18.26,27.7
"2014-01-30 08:00:00",9.22106,18.19,26.16644,5.83,8.66,16.03,104.83,9.931,109.51,3043,81.09,932.8279,6.4,5.93,50.44,5.07,35.17,94.6,22.610001,65.2,52.24,128.74001,6.34,6.7266,16.248,16.33,34.66,8.76323,NA,173.3,32.917,1045,94.84,17.13,106.32,5.96,9.78,3.0804,27.56,6.02,22.162,27.1,8.9,486.69,NA,8.90206,38.78,19.3177,16.1695,206.58,10.5082,27.64,11.48,18.07,6.14,20.87,14.43,18.9384,80.57,261.75,NA,22.82,NA,80.13469,398.3757,4.64,23.03,13.2688,18.26,27.73
"2014-01-31 08:00:00",9.20528,18.12,26.01376,5.84,8.67,16.03,106.23,9.888,111.29,3038,81.06,923.449,6.41,5.89,NA,5.07,35.33,94.56,22.290001,NA,52.0475,127,6.34,6.6838,16.252,16.25,34.52,8.76362,NA,173.84,32.748,1033,94.83,16.98,105.25,5.97,9.81,3.0803,27.61,6.03,22.1712,26.81,NA,486.96,NA,8.87029,38.38,19.2246,16.1864,NA,10.4562,27.64,11.55,18.05,6.17,21.16,14.31,18.9326,NA,259.52,NA,22.75,NA,80.27034,398.3233,4.66,23.2,13.2191,18.17,27.57
"2014-02-03 08:00:00",9.21059,17.86,25.91833,5.83,8.66,16.07,105.47,9.722,110.55,2989,81.77,933.9534,6.4,5.86,NA,5.07,34.74,94.53,22.360001,NA,50.675,127.2,6.38,6.6231,16.265,16.29,34.52,8.77092,NA,173.77,32.469,992,93.5,17.08,103.8,5.96,9.81,3.0429,27.63,6.02,22.1138,26.67,NA,474,NA,8.87029,38.58,18.7534,16.1804,NA,10.3747,27.52,11.52,18.06,5.99,21.27,13.79,18.9333,NA,254.8,NA,22.44,NA,79.73741,398.0695,4.69,22.95,13.2193,17.96,27.23
"2014-02-04 08:00:00",9.21059,17.88,25.99467,5.77,8.64,15.89,105.57,9.717,108.17,2826,80.47,924.4807,6.33,5.91,49.34,5.07,32.89,94.42,22.219999,63.83,51.1525,125.97,6.37,6.5923,16.253,16.32,34.65,8.55075,NA,172.14999,32.3,936,93.67,16.86,104.49,5.89,9.81,2.9145,27.63,5.96,21.6599,26.89,NA,478.87,NA,8.90206,38.72,18.8875,16.1899,200.42,10.4571,27.08,11.23,18.03,6.09,21.02,13.08,18.9243,NA,253.69,NA,22.45,NA,77.86727,395.0059,4.68,22.85,13.2871,18.01,27.32
"2014-02-05 08:00:00",9.21851,17.84,25.6893,5.77,8.63,15.95,106.66,9.719,108.95,2864,82.65,935.1726,6.33,5.93,49.39,5.07,33.39,94.45,22.139999,63.93,50.9125,125.59,6.37,6.5257,16.257,16.35,34.73,8.4486,NA,172.62,32.12,945,94.89,16.99,103.97,5.89,9.82,2.9674,27.65,5.95,21.7377,27.06,NA,478.73,NA,8.92588,38.88,18.8595,16.1963,199.18,10.5557,27.14,11.16,18.07,6.09,21.39,13.22,18.9056,NA,253.63,NA,22.42,NA,77.53782,393.231,4.67,22.84,13.3567,18.02,27.34
"2014-02-06 08:00:00",9.23435,18.07,26.30959,5.78,8.64,16.1,107.31,9.877,108.17,2886,83.16,945.3957,6.35,5.93,49.95,5.07,33.81,94.62,22.52,64.29,51.645,127.34,6.43,6.6659,16.27,16.4,34.8,8.54442,NA,173.72,32.608,973,95.54,17.16,105.9,5.9,9.81,2.954,27.62,5.97,21.8173,27.52,NA,491.13,NA,8.94176,39.58,19.1045,16.1926,200.97,10.8154,27.17,11.22,18.1,6.27,21.01,13.58,18.9051,NA,257.63,NA,22.71,NA,78.66184,395.9483,4.69,22.99,13.4572,18.18,27.57
"2014-02-07 08:00:00",9.24227,18.17,26.30959,5.82,8.67,16.26,108.26,9.967,108.63,2936,84,953.8367,6.38,5.95,50.6,5.08,34.26,94.81,22.73,64.75,52.48,128.42999,6.43,6.7305,16.272,16.4,34.9,8.6568,NA,175.02,32.917,986,95.96,17.26,107.15,5.94,9.84,3.0057,27.69,6.01,22.0076,27.57,8.91,492.44,NA,8.96558,39.83,19.3779,16.2062,203.25,10.8328,27.45,11.39,18.16,6.27,21.24,13.66,18.9407,80.59,260.03,NA,22.82,NA,79.81493,398.3963,4.68,23.07,13.45,18.33,27.81
"2014-02-10 08:00:00",9.2581,18.19,26.24279,5.86,8.69,16.33,108.23,9.947,110.88,2980,84.09,959.464,6.42,5.91,50.78,5.09,34.57,94.95,22.77,64.61,52.66,128.22,6.53,6.7246,16.3,16.45,34.99,8.68338,NA,176.14999,32.728,1011,95.71,17.29,107.2,5.98,9.84,3.0396,27.68,6.05,22.0128,27.56,8.92,487.58,NA,8.98941,39.52,19.4499,16.2169,202.98,10.8153,27.59,11.46,18.18,6.2,22.01,14.01,18.9684,80.66,260.28,NA,22.81,NA,79.85369,398.8713,4.75,22.91,13.4134,18.32,27.82
"2014-02-11 08:00:00",9.27394,18.39,26.32867,5.88,8.7,16.43,108.85,10.09,111.9,2980,84.81,965.0914,6.44,5.93,51.3,5.1,34.5,95.14,22.959999,64.93,53.2125,129.50999,6.55,6.829,16.315,16.42,34.99,8.7904,NA,177.31,33.256,1011,95.97,17.44,108.63,5.99,9.84,3.0336,27.7,6.06,22.2283,27.78,8.92,494.15,NA,8.98941,39.32,19.6683,16.23,206.21,10.9042,27.79,11.62,18.23,6.25,22.52,13.98,19.008,80.7,262.93,NA,22.97,NA,80.73546,400.8775,4.77,23.15,13.4492,18.47,28.03
"2014-02-12 08:00:00",9.28186,18.52,26.70084,5.92,8.71,16.57,108.88,10.15,112.99,2998,85.04,959.464,6.49,5.91,51.83,5.11,34.79,95.26,23.309999,65.53,53.2375,131.62,6.58,6.8588,16.322,16.43,35.02,8.85428,NA,179.05,33.535,1023,97.08,17.7,108.68,6.04,9.83,3.0634,27.67,6.1,22.5607,27.73,8.92,492.99,NA,8.99735,39.69,19.7488,16.236,209.26,11.0042,28.04,11.91,18.27,6.21,22.96,14.16,19.0291,80.71,263.92,NA,23.14,NA,81.57847,403.1607,4.81,23.5,13.4762,18.53,28.12
"2014-02-13 08:00:00",9.28186,18.52,26.16644,5.91,8.73,16.51,107.56,10.16,113.52,2953,84.23,955.7125,6.48,5.9,51.75,5.11,34.44,95.29,23.200001,65.18,53.5425,130.59,6.6,6.8588,16.32,16.38,34.96,8.8458,NA,179.00999,33.425,1004,95.06,17.6,109.16,6.03,9.84,3.0366,27.71,6.09,22.4863,27.56,8.92,491.19,NA,8.98147,38.66,19.8009,16.2332,208.15,10.8504,27.97,11.73,18.26,6.18,22.65,13.94,19.0505,80.76,264.35,NA,23.06,NA,81.30716,401.5783,4.79,23.2,13.4765,18.55,28.18
"2014-02-14 08:00:00",9.28978,18.62,26.65313,5.94,8.75,16.59,108.29,10.23,114.48,2915,85.14,966.0293,6.52,5.92,52.01,5.11,34.12,95.39,23.469999,65.54,53.61,132.14999,6.61,6.9224,16.35,16.41,35.01,8.8868,NA,180.28,33.804,983,95.85,17.8,110.02,6.06,9.84,2.9992,27.71,6.13,22.4477,27.83,8.92,499.1,NA,8.99735,39.1,19.8263,16.2276,208.94,10.9896,28.07,11.78,18.29,6.29,23.57,13.66,19.0347,80.95,265.86,NA,23.19,NA,81.91761,402.69,4.79,23.42,13.5729,18.62,28.3
"2014-02-17 08:00:00",9.2977,18.65,26.71993,NA,8.76,16.66,108.42,10.23,114.55,2925,85.87,964.1535,NA,5.94,52.47,5.11,34.35,NA,23.530001,65.9,NA,133.53,6.63,6.9423,16.356,16.44,NA,8.96577,NA,181.77,33.943,973,95.69,17.86,NA,NA,9.86,3.0212,27.73,NA,22.5349,27.94,NA,497.84,NA,NA,39.41,NA,16.2312,210.86,11.032,28.19,11.84,18.3,6.25,23.53,13.52,19.0508,80.99,266.29,NA,23.25,NA,82.46024,403.4682,4.8,23.71,13.6392,18.66,28.36
"2014-02-18 08:00:00",9.30562,18.59,26.37639,5.96,8.76,16.72,108.87,10.22,114.56,3011,85.52,963.2156,6.53,5.93,52.42,5.11,34.7,95.54,23.49,65.83,53.9075,134.2,6.67,6.9523,16.39,16.42,35.03,8.97064,NA,180.48,33.933,997,95.21,17.76,110.79,6.07,9.88,3.0861,27.75,6.14,22.5609,27.86,8.92,488.74,NA,8.99735,39.18,20.0143,16.2445,210.97,10.9236,28.22,11.85,18.3,6.16,23.3,13.77,19.0694,80.97,267.55,NA,23.26,NA,82.61528,402.8576,4.81,23.44,13.6133,18.68,28.46
"2014-02-19 08:00:00",9.31354,18.61,26.1569,5.98,8.77,16.78,109.69,10.23,115.82,3005,83.86,965.0914,6.56,5.88,52.45,5.12,34.81,95.68,23.5,66.12,53.5475,134.41,6.69,6.9513,16.418,16.4,34.99,9.01242,NA,181.14,34.013,996,93.39,17.74,111.03,6.1,9.87,3.0778,27.77,6.16,22.6394,27.55,8.93,488.77,NA,8.98941,38.72,19.9476,16.2626,211.33,10.7413,28.26,11.87,18.31,6.25,23.48,13.83,19.0862,80.99,267.44,NA,23.27,NA,82.48931,403.1097,4.84,23.4,13.6114,18.65,28.41
"2014-02-20 08:00:00",9.31354,18.57,26.19507,5.96,8.78,16.72,109.02,10.23,115.07,2932,82.88,959.464,6.54,5.89,51.7,5.12,34.23,95.74,23.299999,66.02,53.9525,133.67999,6.73,6.8677,16.404,16.39,35.02,8.94231,NA,180.59,33.714,981,92.92,17.69,111.4,6.08,9.85,3.0238,27.72,6.15,22.4082,27.5,8.92,490.72,NA,8.99735,38.66,20.1128,16.2567,209.02,10.6742,28.05,11.8,18.31,6.3,23.11,13.61,19.0968,81.04,266.94,NA,23.27,NA,81.37499,401.5933,4.87,23.29,13.5788,18.65,28.44
"2014-02-21 08:00:00",9.32938,18.66,26.33821,6,8.8,16.71,110.24,10.27,116.25,3005,83.35,966.9672,6.57,5.94,52.33,5.12,34.7,95.86,23.48,66.16,53.985,134.88,6.77,6.9185,16.403,16.46,35.17,8.97308,NA,182.2,33.953,999,93.79,17.83,111.18,6.12,9.87,3.07,27.77,6.18,22.3922,27.81,8.91,494.08,NA,9.03706,39.5,20.0764,16.256,209.97,10.803,28.18,11.94,18.35,6.39,23.65,13.8,19.1096,81.08,268.14,NA,23.38,NA,82.17923,403.3568,4.89,23.28,13.6586,18.77,28.54
"2014-02-24 08:00:00",9.34522,18.84,26.47181,6.01,8.8,16.73,110.11,10.35,116.63,2998,84.12,973.5324,6.58,5.97,52.33,5.13,34.75,96,23.58,65.71,54.2575,134.34,6.78,6.8966,16.415,16.58,35.33,8.89264,NA,182.38,33.843,1005,93.91,17.84,112.67,6.12,9.87,3.0623,27.77,6.19,22.253,27.79,8.91,498.91,NA,9.07676,39.95,20.2519,16.2653,207.95,10.784,28.12,11.99,18.38,6.45,23.62,13.89,19.1355,81.07,269.78,NA,23.45,NA,81.71413,402.7688,4.9,23.2,13.7226,18.87,28.68
"2014-02-25 08:00:00",9.35314,18.87,26.36684,6.01,8.81,16.75,110.4,10.35,117.38,3043,83.39,973.5324,6.58,5.97,52.51,5.14,35.29,96.14,23.58,65.49,54.31,134.88,6.79,6.8926,16.418,16.63,35.45,8.85437,NA,183.78999,33.804,1016,93.32,17.9,112.56,6.13,9.88,3.1118,27.81,6.19,22.1474,27.52,8.91,491.63,NA,9.10853,39.34,20.2691,16.2797,207.38,10.6533,28.19,11.93,18.43,6.34,23.09,14.05,19.1564,81.11,269.21,NA,23.5,NA,82.2083,403.516,4.9,23.04,13.7316,18.87,28.68
"2014-02-26 08:00:00",9.36106,18.82,26.30004,6.01,8.82,16.78,110.44,10.32,117.12,3009,82.8,973.5324,6.58,5.96,53.06,5.14,35,96.25,23.51,65.74,54.335,134.02,6.77,6.9513,16.437,16.61,35.39,8.95341,10,183.75999,33.973,1004,93.19,17.91,111.89,6.13,9.89,3.0878,27.86,6.19,22.1552,27.06,8.91,488.03,NA,9.09264,39.14,20.329,16.3045,208.68,10.5546,28.19,12.05,18.45,6.32,23.09,13.88,19.1914,81.16,268.35,NA,23.44,NA,83.24512,404.3814,4.91,23.08,13.6712,18.83,28.59
"2014-02-27 08:00:00",9.36106,18.76,26.25233,6.02,8.83,16.77,110.62,10.28,117.11,2996,81.27,964.1535,6.6,5.96,53.83,5.14,34.82,96.32,23.459999,66.13,54.7375,134.50999,6.8,7.0159,16.471,16.67,35.52,9.10268,10.1,182.8,34.381,996,91.62,17.78,111.46,6.14,9.92,3.0641,27.91,6.21,22.3476,26.91,8.92,496.15,NA,9.12441,39.34,20.4692,16.3511,211.82,10.4346,28.22,12.09,18.45,6.47,23.02,13.84,19.2067,81.17,268.47,NA,23.36,NA,84.40789,406.0246,4.92,23.16,13.6949,18.85,28.64
"2014-02-28 08:00:00",9.3769,18.85,26.30004,6.05,8.84,16.75,111.48,10.32,117.97,2985,82.01,973.5324,6.63,5.97,54.41,5.15,34.79,96.42,23.66,66.38,54.73,136.17999,6.8,7.0398,16.482,16.75,35.63,9.1208,10.14,183.98,34.471,997,91.28,17.85,112.03,6.17,9.91,3.0483,27.86,6.24,22.3696,26.93,8.92,494.43,76.49,9.15617,39.7,20.5256,16.3386,211.82,10.5631,28.35,12.18,18.45,6.44,22.7,13.85,19.1886,81.2,270.25,NA,23.42,NA,84.82455,406.9306,4.89,23.25,13.7534,18.97,28.75
"2014-03-03 08:00:00",9.34453,18.27,26.14736,6.03,8.85,16.71,110.48,10.01,115.62,2942,74.56,950.0851,6.61,5.92,54.39,5.14,34.74,96.37,23.139999,65.75,54.4125,133.95,6.69,6.9751,16.492,16.66,35.33,9.04202,10.04,181.45,34.122,977,81.37,17.53,111.18,6.14,9.92,3.0355,27.92,6.21,22.176,24.98,8.92,490.4,76.36,9.07676,38.97,20.3134,16.3588,209.08,9.5569,28.09,11.96,18.42,6.42,23.41,13.67,19.2845,81.21,266.29,NA,22.94,NA,84.37882,405.3611,4.83,23.28,13.6938,18.68,28.33
"2014-03-04 08:00:00",9.36044,18.76,26.31913,6.05,8.86,16.9,111.39,10.28,116.78,2951,78.39,967.9051,6.62,5.97,54.57,5.15,34.77,96.46,23.540001,65.81,55.4675,136.2,6.73,7.0616,16.511,16.72,35.53,9.13297,10.03,182.69,34.401,978,85.45,17.83,112.22,6.16,9.92,3.0369,27.92,6.23,22.3437,25.82,8.92,494.49,76.36,9.13235,39.35,20.6938,16.3512,210.56,9.9917,28.23,12.14,18.46,6.42,23.05,13.59,19.2383,81.19,270.14,NA,23.35,NA,84.64045,405.5165,4.87,23.43,13.7437,18.92,28.67
