"","IE0030016244","LU0640798830","LU1046421878","LU0028119013","LU0123357419","LU0048622798","LU0055114457","HK0000194255","LU0050427557","LU0261959422","LU0111491626","IE0000830129","LU0742537680","LU0353647653","LU0367025839","LU0122376428","LU0386018732","LU0050372472","LU0261952419","LU0532244745","LU0125727601","LU0823389423","LU0072462343","LU0011963328","LU0172157280","LU0717748213","LU0132414144","LU0011963674","IE0004868828","LU0367024519","LU0745992734","IE00B3YQ9180","LU0237698757","LU1775951525","LU1046420557","LU0261952922","LU0161332480","IE00B62P4Q86","IE00B4YN5X00","LU0052588471","IE00B237VG42","LU0048574536","LU0823413587","LU0011850392","LU0048621717","LU0119750205","LU0149503202","LU0794788066","LU0794787928","LU0971552673","LU0348825331","GB0030655780","LU0982800228","LU0396313180","LU0354059684","GB00B3B9VC56","LU0307460401","LU1775955435","GB00B3B9V927","LU0265550359","LU0871640040","LU1023057109","LU0428352859","LU1046420987","LU0314106062","IE00B3Y5VT74","LU0252652382","IE00B464Q616","LU1023062109","LU0196876865"
"2014-03-06 08:00:00",16.08,8.766,,19.86,28.71,6.266,26.871,,34.361,15.47,39.10963,62.41,11.15,11.53,8.02922,24.62,0.9303,25.08,16.65,6.74,58.83,75.66,30.549999,31.1852,34,10.8221,38.5429,342.484,126.52444,14.82,6.92,124.16,10.94,6.32,,10.8637,24130,64.38,6352.82,15.089,26.79,46.635,570.66998,77.07,2.36,14.23,20.59,7.6906,8.0395,7.86,44.27,28.9728,7.72,18.1854,11.719,2.64,9.412,75.16,157.2,11.24,5.27,10.15,8.607,,0.8037,9.03,28.61,7.8808,10.1,1.6638
"2014-03-07 08:00:00",16.13,8.753,,19.97,28.92,6.245,26.811,,33.876,15.35,38.6309,62.39,11.08,11.43,8.03808,24.68,0.9303,25.07,16.42,6.75,58.03,75.52,30.58,31.1598,33.1,10.8295,38.5499,345.1588,125.26416,14.93,6.93,124.47,10.81,6.34,,10.8637,23973,64.35,6352.6,14.975,26.89,46.537,565.21997,75.8,2.339,14.13,20.6,7.683,8.0316,7.82,44.28,28.8951,7.7,18.2677,11.683,2.662,9.577,75.22,158.1,11.19,5.27,10.16,8.618,,0.79947,9.02,28.53,7.8439,10.03,1.6441
"2014-03-10 08:00:00",16.02,8.587,,19.87,28.94,6.247,26.841,,33.187,15.23,38.43617,61.79,11.05,11.4,7.96718,24.51,0.9299,25.129999,16.42,6.75,57.74,75.33,30.200001,30.9871,31.99,10.811,38.4613,341.6398,124.54674,14.93,6.91,123.25,10.7,6.28,,10.8637,23850,64.26,6236.38,14.956,26.72,46.342,556.98999,74.54,2.324,14.01,20.62,7.6767,8.0251,7.81,43.48,28.6716,7.69,18.0808,11.599,2.65,9.615,75.17,158.6,11.13,5.26,9.97,8.603,,0.78696,9,28.45,7.8291,9.9,1.6254
"2014-03-11 08:00:00",15.95,8.6,,19.86,28.95,6.25,26.97,,33.303,15.24,38.45239,61.95,11.05,11.41,7.94059,24.74,0.9296,25.120001,16.45,6.75,57.63,75.37,30.27,31.0293,32.14,10.8129,38.3976,343.0092,125.39018,14.94,6.92,123.39,10.76,6.28,,10.8637,23628,64.22,6251.16,14.947,26.68,46.342,555.91998,73.97,2.32,13.98,20.62,7.6716,8.0196,7.8,43.49,28.5841,7.69,18.1706,11.638,2.654,9.623,75.06,159.1,11.21,5.26,9.98,8.615,,0.79364,9.01,28.39,7.8291,9.98,1.6142
"2014-03-12 08:00:00",15.8,8.448,,19.66,28.59,6.26,26.861,,33.051,15.06,38.07915,61.24,11.01,11.3,7.93173,24.35,0.9288,25.15,16.32,6.74,57.02,75.14,29.879999,30.6945,31.72,10.8029,38.3675,335.9449,124.00385,14.75,6.9,122.58,10.67,6.2,,10.8637,23241,64.19,6149.82,14.871,26.44,46.103,548.96002,72.3,2.307,13.88,20.46,7.6726,8.0209,7.74,42.69,28.3024,7.67,17.9408,11.571,2.626,9.574,75.08,157.6,11.12,5.26,9.82,8.593,,0.78451,8.99,28.31,7.8218,9.84,1.5844
"2014-03-13 08:00:00",15.79,8.388,,19.66,28.54,6.279,27,,32.808,14.94,37.72213,61.2,10.92,11.19,7.94946,24.32,0.9295,25.15,16.21,6.72,56.37,75.13,29.790001,30.9143,31.82,10.8204,38.3145,335.1507,123.88751,14.73,6.91,123.14,10.63,6.2,,10.8638,22566,64.14,6105.4,14.776,26.46,46.032,543.71997,71.42,2.277,13.82,20.48,7.6663,8.0143,7.72,42.55,28.3412,7.64,18.0366,11.59,2.63,9.517,75.1,156.6,11.13,5.25,9.77,8.617,,0.78348,8.99,28.26,7.8439,9.79,1.5584
"2014-03-14 08:00:00",15.47,8.316,,19.22,28.21,6.281,28.394,,32.837,14.85,37.49494,60.46,10.89,11.14,7.92287,24.18,0.9268,25.18,16.13,6.7,55.97,74.94,29.5,30.544,31.5,10.828,38.3092,324.7536,125.33201,14.56,6.9,121.31,10.64,6.15,,10.8638,22433,64.01,6004.58,14.71,26.17,45.65,540.77002,70.47,2.268,13.53,20.22,7.6668,8.0147,7.62,41.98,27.7777,7.63,17.8585,11.521,2.598,9.529,75.11,155.9,11.04,5.28,9.65,8.625,,0.77041,8.97,28.23,7.8291,9.61,1.5307
"2014-03-17 08:00:00",,8.288,,19.53,28.33,6.275,28.692,,33.002,15.02,37.8763,,10.97,11.24,7.93173,24.3,0.9274,25.18,16.22,6.69,56.6,75.05,29.48,30.5308,31.85,10.8162,38.3054,321.7988,,14.62,6.9,,10.68,6.15,,10.8638,22459,,,14.833,,45.881,545.75,72.6,2.288,13.67,20.23,7.6572,8.0046,7.64,41.8,28.1178,7.66,17.8652,11.578,2.617,,75.11,156.9,11.09,5.24,9.62,8.646,,0.78028,8.98,28.34,7.8439,9.77,1.5784
"2014-03-18 08:00:00",15.59,8.335,,19.58,28.48,6.278,28.195,,33.342,15.09,38.15218,60.67,11.02,11.31,7.95832,24.44,0.928,25.17,16.35,6.69,56.92,75.13,29.65,30.6257,31.78,10.8115,38.3312,324.4231,125.32231,14.69,6.89,121.81,10.73,6.17,,10.8638,22398,64.06,6076.74,14.89,26.33,45.925,552.41998,75.39,2.306,13.8,20.4,7.6628,8.0107,7.65,42.42,28.3704,7.66,17.9285,11.601,2.628,9.56,75.48,157.4,11.15,5.25,9.73,8.649,,0.78639,9.01,28.35,7.8513,9.85,1.621
"2014-03-19 08:00:00",15.72,8.318,,19.69,28.72,6.27,28.085,,33.75,15.09,38.11161,60.65,11.03,11.29,7.97604,24.44,0.9296,25.16,16.43,6.67,56.8,75.08,29.67,30.6545,31.4,10.8113,38.3967,325.9826,125.23505,14.82,6.88,121.99,10.68,6.19,,10.8639,22379,64.17,6114.22,14.871,26.48,45.907,549.46002,75.4,2.304,13.89,20.58,7.675,8.0232,7.72,42.32,28.555,7.66,17.905,11.631,2.646,9.537,75.57,158.2,11.15,5.26,9.7,8.65,,0.78668,9.01,28.38,7.8365,9.84,1.6274
"2014-03-20 08:00:00",15.52,8.192,,19.62,28.48,6.249,27.12,,33.983,15.04,38.11161,59.85,10.97,11.27,7.88742,24.22,0.9291,25.1,16.41,6.67,56.95,75.26,29.26,30.3503,31.36,10.7558,38.4079,322.9497,124.17835,14.69,6.83,120.71,10.59,6.09,,10.8639,22214,64.17,6024.22,14.88,26.19,45.668,544.79999,75.44,2.288,13.76,20.5,7.6826,8.0314,7.67,41.67,28.2635,7.65,17.575,11.52,2.615,9.467,75.21,157.6,11.03,5.26,9.54,8.566,,0.77652,8.99,28.34,7.7922,9.79,1.6147
"2014-03-21 08:00:00",15.61,8.317,,19.74,28.6,6.257,27.04,,34.419,15.05,38.26577,60.03,10.99,11.29,7.89628,24.43,0.9288,25.129999,16.39,6.68,56.95,75.42,29.379999,30.6188,31.84,10.7535,38.3043,322.9321,124.19774,14.76,6.83,121.67,10.69,6.1,,10.8639,22324,64.07,6101.66,14.918,26.36,45.863,546.13,74.21,2.285,13.86,20.68,7.6716,8.0197,7.72,42.12,28.487,7.66,17.7113,11.579,2.623,9.499,75.04,158.2,11.11,5.26,9.66,8.556,,0.78423,8.99,28.32,7.8218,9.81,1.5927
"2014-03-24 08:00:00",15.51,8.502,,19.5,28.82,6.27,27.09,,34.186,14.9,37.90876,60.62,10.89,11.2,7.93173,24.35,0.9292,25.16,16.06,6.69,56.33,75.71,29.780001,30.6085,31.68,10.7714,38.3519,329.1307,125.3708,14.87,6.84,121.9,10.64,6.14,,10.8639,21915,64.08,6191.44,14.805,26.45,45.721,548.41998,73.91,2.266,13.75,20.61,7.6812,8.0299,7.69,42.89,28.2247,7.66,17.8384,11.532,2.624,9.651,75.14,158.4,11.06,5.26,9.88,8.572,,0.77267,9.01,28.36,7.8291,9.67,1.5775
"2014-03-25 08:00:00",15.46,8.442,,19.56,28.73,6.268,27.12,,34.701,15.06,38.38748,60.18,10.98,11.34,7.93173,24.44,0.9295,25.190001,16.19,6.7,57.05,76.07,29.530001,30.599,32.18,10.7852,38.3955,329.8223,124.72124,14.83,6.85,121.75,10.69,6.13,,10.8639,22084,64.09,6116.36,14.928,26.4,45.916,550.56,75.84,2.29,13.79,20.52,7.6865,8.0354,7.72,42.34,28.3024,7.67,17.8568,11.587,2.625,9.726,75.26,158.4,11.08,5.26,9.78,8.579,,0.78085,9.02,28.46,7.8661,9.77,1.6184
"2014-03-26 08:00:00",15.53,8.519,,19.71,28.97,6.275,27.259,,34.875,15.14,38.56599,60.94,11.07,11.39,7.97604,24.58,0.9297,25.23,16.29,6.73,57.45,76.32,29.85,30.8015,32.28,10.8015,38.5002,331.5874,125.47742,14.95,6.87,122.69,10.73,6.21,,10.864,22400,64.17,6182.64,15.013,26.54,46.165,553.21997,78.43,2.286,13.92,20.64,7.6876,8.0366,7.78,42.8,28.5841,7.7,17.9333,11.654,2.651,9.784,75.72,159.5,11.15,5.26,9.88,8.597,,0.78677,9.04,28.5,7.8956,9.85,1.6656
"2014-03-27 08:00:00",15.47,8.522,,19.71,28.82,6.291,27.12,,35.39,15.2,38.58222,60.9,11.05,11.42,7.96718,24.7,0.9298,25.27,16.22,6.73,57.51,76.65,29.860001,30.5643,32.31,10.8226,38.6413,337.2976,125.78766,14.87,6.87,122.1,10.8,6.24,,10.864,22361,64.22,6136.99,15.022,26.47,45.969,552.5,77.89,2.274,13.9,20.47,7.6925,8.0417,7.81,42.56,28.6133,7.72,18.0352,11.629,2.645,9.796,75.94,158.3,11.15,5.26,9.83,8.615,,0.78498,9.06,28.68,7.9252,9.84,1.6509
"2014-03-28 08:00:00",15.42,8.655,,19.76,29.07,6.278,27.667,,35.846,15.26,38.80941,61.39,11.11,11.48,7.97604,24.86,0.9301,25.280001,16.28,6.74,57.84,76.58,30.139999,30.6842,32.77,10.8461,38.7857,338.5251,127.14489,15,6.89,122.33,10.93,6.29,,10.864,22863,64.24,6206.26,15.079,26.54,46.271,560.07001,79.05,2.274,13.98,20.43,7.6915,8.0407,7.85,43.21,28.7007,7.73,18.2953,11.686,2.661,9.98,76.22,159.3,11.21,5.26,9.97,8.657,,0.79166,9.05,28.79,7.9274,9.87,1.6634
"2014-03-31 08:00:00",15.49,8.711,,19.81,29.42,6.278,27.727,,36.127,15.3,38.91489,61.81,11.15,11.51,8.01149,25.02,0.9307,25.24,16.29,6.74,57.95,76.58,30.32,30.8485,32.73,10.8541,38.7956,343.3615,127.26124,15.18,6.89,122.92,10.95,6.34,,10.864,23098,64.3,6276.6,15.07,26.66,46.36,564.96002,80.35,2.268,14,20.57,7.6974,8.0468,7.85,43.18,28.8076,7.74,18.4308,11.709,2.675,,75.96,160,11.26,5.27,10.01,8.673,,0.79815,9.06,28.88,7.9571,9.92,1.7003
"2014-04-01 08:00:00",15.65,8.777,,19.98,29.42,6.274,28.523,,36.127,15.31,39.02849,62.46,11.16,11.52,8.03808,24.98,0.9315,25.27,16.32,6.76,58.33,76.71,30.709999,30.8379,32.84,10.8677,38.8441,342.2828,128.87053,15.18,6.92,122.98,10.91,6.4,,10.864,23310,64.39,6353.18,15.136,26.83,46.324,571.06,81.56,2.291,14.09,20.75,7.7051,8.0548,7.85,43.55,29.0505,7.76,18.5246,11.744,2.701,,76.34,161.6,11.3,5.28,10.09,8.701,,0.80229,9.07,28.96,7.9645,9.98,1.7261
"2014-04-02 08:00:00",15.78,8.754,,20.01,29.63,6.26,28.513,,36.506,15.38,39.10152,62.82,11.14,11.53,8.07353,24.98,0.9314,25.23,16.43,6.77,58.45,76.74,30.950001,30.806,33.13,10.8745,38.8776,342.8535,129.19046,15.29,6.93,123.25,11.02,6.44,,10.8641,23523,64.41,6371.03,15.136,26.94,46.422,573.29999,81.14,2.302,14.15,20.94,7.7083,8.0584,7.86,43.48,29.1477,7.76,18.618,11.73,2.705,10.135,76.45,161.8,11.28,5.32,10.1,8.693,,0.79984,9.07,28.95,7.9497,10.01,1.7135
"2014-04-03 08:00:00",15.86,8.784,,19.97,29.73,6.268,28.533,,36.428,15.37,39.05283,62.71,11.11,11.51,8.07353,25.12,0.9309,25.24,16.4,6.77,58.55,76.83,30.92,30.893,33.02,10.8718,38.8729,345.2107,129.60733,15.34,6.92,123.31,11.05,6.43,,10.8641,23478,64.38,6366.46,15.174,27,46.431,568.69,81.62,2.296,14.09,21.01,7.7097,8.0595,7.85,43.53,29.0408,7.76,18.7117,11.735,2.694,10.041,76.46,161.7,11.32,5.29,10.13,8.674,,0.80106,9.07,28.9,7.9274,10.07,1.7145
"2014-04-04 08:00:00",15.84,8.732,,20.08,29.99,6.285,28.314,,36.932,15.44,39.28814,62.61,11.14,11.55,8.06467,25.38,0.9315,25.32,16.38,6.78,58.87,77.09,30.85,30.9851,33.66,10.8614,38.8419,344.9749,130.0242,15.48,6.92,123.61,11.15,6.41,,10.8641,23493,64.4,6317.21,15.269,26.95,46.449,568.29999,82.7,2.308,14.13,20.98,7.7128,8.0624,7.89,43.34,29.0894,7.78,18.8377,11.77,2.693,9.985,76.47,161.6,11.35,5.3,10.07,8.686,,0.799,9.11,28.99,7.9794,10.05,1.7341
"2014-04-07 08:00:00",15.57,8.77,,19.88,29.96,6.303,28.732,,36.913,15.21,38.81753,62.19,11.04,11.45,8.09125,25.21,0.932,25.360001,16.09,6.78,58.12,77.14,30.690001,30.9644,33.45,10.8892,39.0119,340.4136,130.22779,15.46,6.94,123.27,11.15,6.39,,10.8641,23052,64.45,6281.08,15.127,26.76,46.289,564.65002,80.8,2.269,14.04,20.69,7.7207,8.071,7.85,43.14,28.9728,7.77,18.7604,11.707,2.674,10.004,76.69,160.6,11.25,5.31,10.04,8.697,,0.79448,9.11,28.97,7.9868,9.92,1.6945
"2014-04-08 08:00:00",15.27,8.879,,19.54,29.52,6.299,28.931,,37.495,15.07,38.89867,62.3,11.02,11.45,8.10012,25.05,0.9324,25.34,15.94,6.78,57.87,77.36,30.719999,30.9556,33.68,10.9314,39.0734,334.5434,130.26657,15.23,6.95,122.92,11.09,6.43,,10.8641,22500,64.41,6324.58,15.051,26.62,46.333,569.59998,81.42,2.244,13.75,20.42,7.7172,8.0675,7.85,43.62,28.4093,7.77,18.7865,11.722,2.658,,76.78,158.3,11.25,5.3,10.15,8.732,,0.79034,9.12,28.95,8.0387,9.73,1.7115
"2014-04-09 08:00:00",15.29,8.957,10,19.74,29.81,6.298,28.951,,36.903,15.16,39.11774,62.76,11.07,11.47,8.1267,25.12,0.9323,25.33,15.98,6.79,57.97,77.41,30.950001,31.2718,33.63,10.9514,39.1365,329.0575,130.41199,15.38,6.97,123.98,11.06,6.51,10,10.8642,22282,64.4,6394.3,15.108,26.71,46.733,572.20001,80.55,2.265,13.89,20.51,7.7195,8.0698,7.87,44.01,28.759,7.79,18.7333,11.714,2.678,10.13,76.98,159.2,11.32,5.3,10.26,8.771,7.448,0.79862,9.13,29.06,8.0313,9.83,1.6954
"2014-04-10 08:00:00",15.46,9.031,9.94,19.76,29.95,6.324,27.448,,37.243,15.11,38.91489,63.21,11.07,11.43,8.14443,25.29,0.9326,25.370001,15.79,6.79,57.67,77.5,31.209999,31.254,33.62,10.9707,39.1507,329.9434,128.67665,15.45,6.97,124.21,11.03,6.53,9.95,10.8642,21960,64.45,6469.62,15.079,26.94,46.662,571.31,81.44,2.261,13.9,20.76,7.7251,8.0754,7.88,44.71,28.7882,7.8,18.807,11.722,2.699,10.146,77.14,160.1,11.41,5.31,10.42,8.779,7.456,0.80069,9.16,28.96,8.0536,9.82,1.7181
"2014-04-11 08:00:00",15.04,8.902,9.8,19.37,29.59,6.332,27.697,,37.097,14.84,38.50108,62.75,10.94,11.3,8.11784,25.07,0.9323,25.389999,15.55,6.79,56.84,77.47,30.889999,30.788,33.2,10.9582,39.236,325.3601,128.0562,15.27,6.97,123.02,10.94,6.52,9.85,10.8642,21989,64.47,6343.17,14.947,26.58,46.307,564.63,80.23,2.221,13.59,20.3,7.7302,8.0807,7.79,44.2,28.1566,7.78,18.6837,11.644,2.663,10.11,77.28,158.3,11.22,5.29,10.21,8.778,7.441,0.78376,9.15,28.93,8.0387,9.52,1.6978
"2014-04-14 08:00:00",14.87,8.913,9.72,19.09,29.42,6.329,28.095,,37.292,14.81,38.79319,62.32,10.94,11.38,8.07353,25.18,0.9321,25.4,15.58,6.79,56.97,77.41,30.82,30.4131,33.53,10.9567,39.2025,326.9446,128.69604,15.18,6.95,121.38,11.04,6.5,9.85,10.8642,22149,64.41,6318.31,14.937,26.42,46.032,565.06,79.61,2.207,13.46,20.05,7.7218,8.0722,7.75,44.17,27.6806,7.78,18.7075,11.635,2.641,,77.26,157.3,11.2,5.29,10.22,8.765,7.441,0.78301,9.14,28.9,8.0165,9.45,1.6746
"2014-04-15 08:00:00",14.99,8.777,9.55,19.14,29.71,6.34,27.986,,36.438,14.7,38.44428,62.2,10.91,11.31,8.09125,25.52,0.9326,25.43,15.49,6.78,56.31,77.32,30.610001,30.593,33.16,10.9521,39.1588,327.4213,129.60733,15.33,6.95,122.04,11.05,6.5,9.75,10.8643,21887,64.41,6216.3,14.852,26.39,45.89,558.27002,78.78,2.187,13.51,20.24,7.7253,8.0759,7.78,43.25,27.7097,7.76,18.8273,11.635,2.654,10.051,77.18,158,11.24,5.29,10.02,8.759,7.424,0.78517,9.13,28.83,7.9942,9.51,1.6527
"2014-04-16 08:00:00",15.09,8.787,9.74,19.08,29.96,6.33,28.015,,36.923,14.91,38.88868,62.32,11.03,11.42,8.13557,25.76,0.9322,25.459999,15.76,6.79,57.03,77.28,30.67,30.6954,33.18,10.9496,39.1135,334.2651,129.92726,15.46,6.96,122.74,11.16,6.5,9.94,10.8643,22558,64.39,6220.99,14.975,26.5,46.262,561.65002,78.28,2.216,13.55,20.35,7.7264,8.0772,7.8,43.23,27.7874,7.79,18.9795,11.666,2.665,9.923,77.07,158.1,11.3,5.29,10.05,8.77,7.444,0.78639,9.13,28.86,8.0016,9.55,1.6509
"2014-04-17 08:00:00",15.24,8.815,9.86,19.22,30.31,6.32,28.274,,36.942,15.03,38.99768,62.55,11.06,11.45,8.17988,25.85,0.9328,25.450001,15.8,6.78,57.36,77.34,30.77,30.8351,33.09,10.9636,39.1188,334.9665,130.47016,15.64,6.97,123.51,11.18,6.5,10.01,10.8643,22585,64.41,6266.55,15.032,26.68,46.635,565.88,78.87,2.241,13.66,20.56,7.7272,8.078,7.82,43.54,28.0303,7.8,19.0354,11.723,2.695,10.038,77.13,159.6,11.32,5.3,10.09,8.777,7.456,0.79326,9.13,28.93,8.0091,9.67,1.6652
"2014-04-18 08:00:00",,,9.85,,,6.311,28.195,,37.262,15.03,,,11.06,11.45,,,,,15.82,6.78,,,,,,,,,,,,,11.2,,10.04,10.8643,22681,,,15.032,,46.52,,,2.241,,,,,,,,7.79,,,,,,,,,,,7.456,,,,8.0091,,
"2014-04-21 08:00:00",,,9.85,,,6.319,28.155,,37.204,15.04,,,11.06,11.45,,,,,15.88,6.79,,,,,,,,,,,,,11.19,,10.09,10.8643,22661,,,15.032,,46.679,,,2.241,,,,,,,,7.8,,,,,,,,,,,7.456,,9.13,28.93,8.0091,,
"2014-04-22 08:00:00",15.37,8.73,10.03,19.52,30.72,6.311,28.065,,37.068,15.26,39.49238,62.79,11.13,11.61,8.18874,26.08,0.9331,25.43,16.23,6.79,58.19,77.4,30.99,30.9628,33.17,10.9454,39.1717,334.8519,131.00336,15.85,6.94,123.98,11.22,6.54,10.13,10.8644,22525,64.44,6279.73,15.164,26.77,46.813,569.64001,79.6,2.275,13.93,20.71,7.7297,8.0808,7.93,43.43,28.4967,7.81,19.0778,11.756,2.697,10.013,77.25,159.6,11.37,5.3,10.1,8.744,7.471,0.80445,9.14,28.87,7.9868,9.84,1.6761
"2014-04-23 08:00:00",15.45,8.661,9.97,19.51,30.72,6.327,27.568,,36.748,15.21,39.21568,62.53,11.09,11.59,8.20646,26.16,0.934,25.450001,16.2,6.79,58.03,77.47,30.9,31.1818,33.06,10.9442,39.1718,337.9253,130.28596,15.85,6.94,124.93,11.17,6.51,10.13,10.8644,22494,64.44,6234.05,15.136,26.8,46.972,565.28003,79.04,2.272,13.93,20.79,7.7326,8.0836,7.95,43.12,28.5356,7.8,19.0521,11.776,2.704,9.999,77.27,160.2,11.38,5.31,10.01,8.719,7.463,0.80163,9.15,28.83,7.9794,9.82,1.6665
"2014-04-24 08:00:00",15.41,8.697,9.97,19.7,30.9,6.322,27.637,,36.748,15.22,39.33307,62.75,11.1,11.62,8.20646,26.24,0.9344,25.440001,16.14,6.79,58.07,77.3,30.9,31.3252,33.41,10.9491,39.1893,335.1167,130.9258,15.95,6.94,125.2,11.19,6.51,10.09,10.8644,22383,64.45,6241.12,15.155,26.81,47.105,565.33002,77.83,2.282,14.03,20.79,7.7379,8.0892,7.97,43.19,28.827,7.8,19.1082,11.76,2.701,,77.25,160.2,11.38,5.31,10.03,8.724,7.463,0.799,9.14,28.8,7.9794,9.78,1.6375
"2014-04-25 08:00:00",15.41,8.578,9.81,19.69,30.93,6.339,27.767,,36.486,15.11,39.19891,62.23,11.07,11.55,8.20646,26.04,0.9342,25.469999,16.05,6.79,57.5,77.02,30.280001,31.2717,33.35,10.9593,39.1698,336.3645,130.29564,15.96,6.94,125.18,11.12,6.45,9.99,10.8644,22303,64.44,6158.19,15.07,26.73,46.919,558.07001,76.74,2.267,13.9,20.74,7.7417,8.093,7.97,42.6,28.5258,7.79,19.0168,11.748,2.695,10.045,77.3,159.5,11.37,5.31,9.89,8.743,7.448,0.79834,9.12,28.72,7.9794,9.75,1.6159
"2014-04-28 08:00:00",15.22,8.504,9.81,19.45,30.78,6.326,27.219,,36.632,15.1,39.17376,62.35,11.12,11.72,8.20646,26.01,0.9343,25.459999,16.04,6.78,57.5,77.1,30.5,31.2951,33.01,10.9592,39.1352,333.347,129.26802,15.88,6.94,125.37,11.14,6.46,9.86,10.8644,22323,64.44,6084.4,15.06,26.57,47.141,556.70001,77.32,2.264,13.9,20.53,7.7412,8.0926,7.97,42.14,28.4384,7.79,18.9777,11.748,2.69,10.028,77.2,159,11.43,5.31,9.84,8.761,7.456,0.79937,9.12,28.82,7.9868,9.75,1.6248
"2014-04-29 08:00:00",15.18,8.596,9.91,19.63,30.8,6.323,27.518,,37.049,15.19,39.74393,62.35,11.19,11.84,8.23305,26.34,0.9343,25.450001,16.19,6.78,58.16,77.16,30.57,31.0889,33.06,10.9597,39.1433,333.3584,129.76246,15.89,6.95,124.17,11.25,6.46,9.91,10.8645,22466,64.47,6116.84,15.146,26.6,46.848,561.97998,78.63,2.277,14.01,20.61,7.7399,8.0914,8.01,42.33,28.5647,7.81,19.0702,11.779,2.692,9.993,77.28,159.5,11.48,5.31,9.94,8.775,7.471,0.80661,9.14,28.92,8.0045,9.81,1.6492
"2014-04-30 08:00:00",15.23,8.522,9.93,19.66,31.02,6.338,27.577,,36.826,15.2,39.83615,61.82,11.23,11.85,8.24191,26.22,0.9345,25.49,16.18,6.78,58.43,77.32,30.32,31.1401,33.04,10.9536,39.1984,335.0242,130.51863,16.01,6.94,124.17,11.2,6.42,9.83,10.8645,22203,64.49,6053.13,15.164,26.55,46.937,560.78003,78.61,2.292,14.06,20.77,7.7417,8.0934,8.08,41.85,28.5647,7.82,19.0327,11.779,2.691,9.978,77.37,159.3,11.46,5.31,9.81,8.766,7.471,0.81037,9.15,28.88,8.012,9.81,1.6575
"2014-05-01 08:00:00",15.36,,9.93,19.66,31.02,6.352,27.707,,36.768,15.24,,61.83,11.24,11.87,8.24191,,,,16.26,6.78,,,,,,10.9536,,,130.20966,16.01,,123.3,11.23,6.42,9.93,10.8645,22697,64.53,6051.77,15.183,26.65,46.573,,,2.317,14.06,20.77,7.7417,8.0934,,,28.6813,7.82,,,2.706,,77.51,159.4,,,,,7.485,,9.17,28.89,8.0344,,
"2014-05-02 08:00:00",15.44,8.518,9.9,19.78,30.87,6.36,27.627,,37.408,15.2,39.71039,62.39,11.23,11.83,8.2685,26.34,0.937,25.52,16.2,6.78,58.36,77.6,30.51,30.9949,33.14,10.9799,39.3202,340.0532,130.60152,15.93,6.96,123.56,11.27,6.47,9.92,10.8645,22681,64.53,6093.64,15.174,26.73,46.671,569.23999,79.28,2.325,14.17,20.78,7.7508,8.1027,8.06,42.2,28.8756,7.83,19.2663,11.838,2.695,10.034,77.62,159.1,11.5,5.32,9.86,8.781,7.485,0.81319,9.17,28.89,8.0568,9.89,1.67
"2014-05-05 08:00:00",,8.472,9.87,19.59,30.99,6.358,27.767,,37.35,15.17,39.60138,,11.23,11.8,8.27736,26.29,0.9371,25.549999,16.23,6.79,58.28,77.62,30.41,31.0865,33.21,11.0073,39.4041,340.0034,,15.99,6.97,,11.27,6.47,9.93,10.8645,22628,,,15.164,,46.662,568.52002,78.95,2.325,14.01,20.78,7.7563,8.1084,8.01,41.9,,7.83,19.3396,11.838,,10.019,77.62,,11.44,5.32,9.81,8.809,7.485,0.80934,9.17,28.89,8.0568,9.81,1.6644
"2014-05-06 08:00:00",15.46,,9.84,19.68,31.06,6.361,27.558,,37.583,15.15,39.50077,62.44,11.25,11.79,8.29509,26.56,0.9371,25.559999,16.21,6.79,58.06,77.75,30.459999,31.1188,32.91,11.0108,39.4238,339.9882,129.58271,16.03,6.97,124.09,11.26,6.46,9.9,10.8646,22498,64.57,6068.31,15.108,26.73,46.706,569.27002,79.69,2.31,14.14,20.73,7.7911,8.1445,8.05,,28.7105,7.84,19.2855,11.832,2.708,10.069,77.88,158.9,11.46,5.32,9.8,8.816,7.493,0.81263,9.18,28.9,8.0791,9.78,1.6816
"2014-05-07 08:00:00",15.28,8.391,9.85,19.65,31.14,6.365,27.647,,37.825,15.08,39.64331,62.01,11.25,11.75,8.28622,26.74,0.9372,25.530001,16.11,6.78,58.04,78.06,30.26,30.9154,32.86,11.0254,39.5358,332.265,129.6317,16.07,6.96,122.92,11.31,6.41,9.73,10.8646,22209,64.62,6003.15,15.117,26.53,46.511,570.21997,82.41,2.295,14.06,20.55,7.7921,8.1458,8.05,41.42,28.555,7.84,19.1477,11.844,2.698,9.994,78.38,158.3,11.44,5.33,9.67,8.828,7.493,0.81423,9.21,29.05,8.0941,9.77,1.7332
"2014-05-08 08:00:00",15.35,8.438,9.94,19.77,31.31,6.376,27.816,,38.194,15.17,40.07093,61.9,11.31,11.85,8.33053,26.81,0.9374,25.59,16.29,6.78,58.65,78.22,30.18,31.1355,33.12,11.0354,39.6965,333.7964,129.52394,16.15,6.96,123.69,11.42,6.41,9.7,10.8646,22284,64.7,5986.21,15.231,26.59,46.733,569.20001,83.63,2.315,14.11,20.67,7.7968,8.1506,8.08,41.58,28.6133,7.86,19.1923,11.87,2.72,10.023,78.32,159.6,11.51,5.33,9.69,8.841,7.515,0.82062,9.23,29.16,8.1164,9.85,1.7458
