"","LU0231455378","LU0348766576","LU0476943617","LU0171273575","LU0275062080"
"2014-12-09",75.07,43.0077,10.55,9.03,9.34
"2014-12-10",74.53,42.7109,10.56,9.3,9.34
"2014-12-11",74.21,42.2596,10.41,9.29,9.34
"2014-12-12",73.97,42.1415,10.38,9.28,9.34
"2014-12-15",73.45,41.7597,10.19,9.29,9.32
"2014-12-16",72.84,40.8431,10.07,9.41,9.3
"2014-12-17",72.39,40.5931,10.13,9.44,9.28
"2014-12-18",73.07,41.3558,10.28,9.36,9.28
"2014-12-19",73.92,41.4732,10.33,9.43,9.28
"2014-12-22",74.25,41.848,10.47,9.49,9.29
"2014-12-23",74.48,41.8945,10.45,9.42,9.3
"2014-12-24",,41.6114,10.45,9.35,9.28
"2014-12-26",,,10.43,,9.28
"2014-12-29",74.59,42.0414,10.46,9.66,9.29
"2014-12-30",74.65,42.3397,10.39,9.66,9.31
"2014-12-31",74.65,42.6539,10.43,9.79,9.31
"2015-01-02",74.59,42.979,10.45,,9.31
"2015-01-05",74.58,42.808,10.38,9.96,9.34
"2015-01-06",74.11,41.7665,10.26,9.95,9.34
"2015-01-07",73.88,42.0262,10.34,9.97,9.32
"2015-01-08",74.18,42.8427,10.5,9.82,9.31
"2015-01-09",74.44,43.3371,10.59,9.81,9.32
"2015-01-12",74.43,43.606,10.51,9.78,9.33
"2015-01-13",74.39,43.7058,10.48,9.81,9.35
"2015-01-14",74.45,44.0412,10.43,9.78,9.36
"2015-01-15",74.31,45.0006,10.49,9.92,9.36
"2015-01-16",74.4,45.0106,10.45,9.89,9.37
"2015-01-19",74.34,45.5662,10.41,9.49,9.35
"2015-01-20",74.37,45.9324,10.46,9.62,9.37
"2015-01-21",74.4,46.0621,10.57,9.8,9.38
"2015-01-22",74.45,46.4964,10.66,9.83,9.38
"2015-01-23",74.61,46.8426,10.82,9.78,9.42
"2015-01-26",74.87,,10.75,9.8,9.43
"2015-01-27",74.87,47.1466,10.75,9.8,9.43
"2015-01-28",74.9,47.4785,10.71,9.71,9.45
"2015-01-29",74.97,46.9509,10.65,9.63,9.47
"2015-01-30",74.9,46.6885,10.56,9.54,9.48
"2015-02-02",74.9,46.7993,10.56,9.46,9.48
"2015-02-03",75,46.7201,10.71,9.58,9.47
"2015-02-04",75.24,46.5908,10.74,9.56,9.46
"2015-02-05",75.3,46.8722,10.73,9.53,9.46
"2015-02-06",75.46,46.5599,10.69,9.44,9.46
"2015-02-09",75.5,46.0015,10.58,9.43,9.44
"2015-02-10",75.4,46.0286,10.54,9.53,9.46
"2015-02-11",75.36,46.22,10.57,9.58,9.46
"2015-02-12",75.37,46.625,10.64,9.6,9.43
"2015-02-13",75.56,47.0283,10.72,9.68,9.44
"2015-02-16",75.74,46.9008,10.72,9.7,9.4
"2015-02-17",75.77,46.9903,10.67,9.74,9.44
"2015-02-18",75.82,46.9903,10.72,,9.42
"2015-02-19",75.88,,10.73,,9.44
"2015-02-20",75.88,46.9846,10.72,,9.4
"2015-02-23",75.84,46.79,10.69,,9.45
"2015-02-24",75.88,46.7179,10.73,,9.46
"2015-02-25",76.01,46.9285,10.75,9.72,9.53
"2015-02-26",76.18,46.6479,10.74,9.8,9.52
"2015-02-27",76.33,47.0453,10.71,9.78,9.5
"2015-03-02",76.43,47.6473,10.73,9.86,9.5
"2015-03-03",76.47,47.9405,10.78,9.76,9.52
"2015-03-04",76.46,47.6898,10.66,9.81,9.49
"2015-03-05",76.39,47.8179,10.59,9.77,9.49
"2015-03-06",76.44,,10.69,9.71,9.47
"2015-03-09",76.29,47.2918,10.59,9.83,9.46
"2015-03-10",76.12,47.0537,10.45,9.85,9.48
"2015-03-11",75.85,46.6512,10.45,9.85,9.47
"2015-03-12",75.93,47.1143,10.51,9.94,9.5
"2015-03-13",75.95,46.3171,10.42,9.97,9.49
"2015-03-16",75.65,46.3933,10.34,10.09,9.48
"2015-03-17",75.65,,10.39,10.19,9.52
"2015-03-18",75.21,46.6458,10.5,10.33,9.5
"2015-03-19",75.33,46.7314,10.5,10.36,9.53
"2015-03-20",75.56,46.9035,10.48,10.39,9.53
"2015-03-23",75.78,46.6815,10.52,10.66,9.55
"2015-03-24",75.91,46.3108,10.48,10.64,9.56
"2015-03-25",76.07,46.3417,10.47,10.67,9.56
"2015-03-26",76.1,45.4482,10.42,10.62,9.51
"2015-03-27",76,45.6006,10.47,10.69,9.55
"2015-03-30",76.06,46.0333,10.56,10.92,9.56
"2015-03-31",76.11,46.2097,10.63,10.91,9.59
"2015-04-01",76.2,,10.64,11.03,9.58
"2015-04-02",76.37,,10.74,11.11,9.6
"2015-04-03",,,,,9.58
"2015-04-06",,44.0334,10.77,,9.6
"2015-04-07",76.63,46.9667,10.8,,9.59
"2015-04-08",76.84,47.2394,11,11.41,9.61
"2015-04-09",77.01,47.4196,11.15,11.29,9.62
"2015-04-10",77.08,47.2669,11.27,11.44,9.61
"2015-04-13",77.19,47.5037,11.37,11.54,9.61
"2015-04-14",77.26,,11.26,11.57,9.63
"2015-04-15",77.31,47.2508,11.3,11.43,9.63
"2015-04-16",77.38,47.1582,11.38,11.64,9.63
"2015-04-17",77.38,46.2902,11.35,11.74,9.63
"2015-04-20",77.3,45.3191,11.07,11.6,9.63
"2015-04-21",77.26,45.0274,11.2,11.77,9.63
"2015-04-22",77.4,44.9978,11.21,11.97,9.62
"2015-04-23",77.45,44.692,11.1,11.98,9.61
"2015-04-24",77.59,43.4423,11.13,11.93,9.61
"2015-04-27",77.78,42.9921,11.12,12.06,9.62
"2015-04-28",77.85,43.5288,11.02,11.97,9.64
"2015-04-29",77.75,43.6004,10.85,12.03,9.59
"2015-04-30",77.62,43.2086,10.71,12.02,9.56
"2015-05-01",77.58,,10.69,,9.57
"2015-05-04",77.58,,10.77,12.07,9.56
"2015-05-05",77.58,44.186,10.74,11.76,9.56
"2015-05-06",77.53,43.3503,10.67,11.65,9.56
"2015-05-07",77.44,42.6293,10.52,11.47,9.53
"2015-05-08",77.36,43.2741,10.66,11.69,9.56
"2015-05-11",77.66,43.8535,10.67,11.95,9.56
"2015-05-12",77.57,43.3067,10.6,12.05,9.5
"2015-05-13",77.4,44.0277,10.63,12.05,9.55
"2015-05-14",77.54,44.4325,10.65,12.02,9.55
"2015-05-15",77.58,44.8673,10.65,11.85,9.61
"2015-05-18",77.71,45.0784,10.61,11.86,9.6
"2015-05-19",77.71,45.0486,10.66,12.12,9.57
"2015-05-20",77.61,45.081,10.65,12.19,9.56
"2015-05-21",77.65,45.3175,10.65,12.4,9.57
"2015-05-22",77.82,45.4218,10.67,12.63,9.58
"2015-05-25",77.85,45.3256,,,9.57
"2015-05-26",77.88,44.9051,10.61,13.1,9.59
"2015-05-27",77.8,44.5378,10.54,13.1,9.59
"2015-05-28",77.81,44.5572,10.4,12.4,9.59
"2015-05-29",77.79,45.0273,10.38,12.4,9.6
"2015-06-01",77.79,,10.47,12.85,9.59
"2015-06-02",77.68,44.3684,10.37,13.05,9.56
"2015-06-03",77.6,43.9914,10.32,13.07,9.54
"2015-06-04",77.44,44.0334,10.32,13.14,9.53
"2015-06-05",77.22,44.1482,10.27,13.28,9.53
"2015-06-08",76.97,43.5286,10.23,13.37,9.51
"2015-06-09",76.84,43.5204,10.13,13.3,9.5
"2015-06-10",76.67,43.9526,10.2,13.34,9.46
"2015-06-11",76.56,43.466,10.18,13.36,9.47
"2015-06-12",76.67,43.2863,10.21,13.43,9.5
"2015-06-15",76.7,43.4234,10.09,13.23,9.5
"2015-06-16",76.5,43.2412,10.03,12.98,9.5
"2015-06-17",76.38,43.7325,10.1,13.12,9.47
"2015-06-18",76.5,44.4245,10.13,12.74,9.53
"2015-06-19",76.75,44.9542,10.09,12.15,9.54
"2015-06-22",76.78,45.5726,10.16,,9.52
"2015-06-23",76.89,45.2997,10.2,12.41,9.51
"2015-06-24",76.94,45.2307,10.25,12.6,9.5
"2015-06-25",76.88,45.4214,10.17,12.24,9.5
"2015-06-26",76.82,45.5885,10.09,11.48,9.49
"2015-06-29",76.59,45.313,9.99,11.11,9.5
"2015-06-30",76.29,45.69,10.03,11.67,9.5
"2015-07-01",76.34,46.1932,10.05,,9.48
"2015-07-02",76.5,46.2279,9.96,10.76,9.49
"2015-07-03",76.56,46.3021,9.91,10.26,9.51
"2015-07-06",76.59,46.4139,9.67,10.43,9.52
"2015-07-07",76.46,46.5166,9.54,10.26,9.55
"2015-07-08",76.36,45.9122,9.24,9.84,9.51
"2015-07-09",76.24,45.7111,9.38,10.25,9.51
"2015-07-10",76.31,45.6719,9.53,10.6,9.49
"2015-07-13",76.44,46.1445,9.62,10.82,9.47
"2015-07-14",76.52,46.3005,9.44,10.8,9.49
"2015-07-15",76.56,46.6944,9.41,10.51,9.48
"2015-07-16",76.63,47.016,9.43,10.58,9.51
"2015-07-17",76.71,47.0878,9.48,10.89,9.52
"2015-07-20",76.63,47.0037,9.42,10.94,9.54
"2015-07-21",76.56,46.9923,9.35,10.97,9.52
"2015-07-22",76.43,46.974,9.3,10.95,9.54
"2015-07-23",76.24,46.7485,9.29,11.13,9.54
"2015-07-24",76.2,46.4435,9.17,11,9.55
"2015-07-27",76.06,45.8146,8.91,10.37,9.54
"2015-07-28",75.78,45.8684,8.91,10.33,9.53
"2015-07-29",75.85,46.5233,8.96,10.57,9.53
"2015-07-30",76.1,46.4948,8.94,10.38,9.53
"2015-07-31",76.24,46.8397,9.06,10.36,9.54
"2015-08-03",76.24,,9.04,10.35,9.56
"2015-08-04",75.84,47.1166,9,10.59,9.56
"2015-08-05",75.78,47.592,9.06,10.46,9.53
"2015-08-06",75.73,47.9407,9.01,10.4,9.54
"2015-08-07",75.56,47.8444,9.02,10.56,9.55
"2015-08-10",75.43,47.763,9.02,10.86,9.56
"2015-08-11",75.43,47.3037,8.86,10.57,9.56
"2015-08-12",75.2,46.5597,8.71,10.26,9.56
"2015-08-13",75.04,46.4811,8.76,10.46,9.54
"2015-08-14",75.16,47.0454,8.77,10.53,9.54
"2015-08-17",75.13,46.7119,8.69,10.56,9.54
"2015-08-18",75.11,,8.47,10.14,9.56
"2015-08-19",75.05,47.3565,8.43,10.23,9.5
"2015-08-20",74.85,46.4123,8.22,10.01,9.54
"2015-08-21",74.63,46.0402,8.06,9.7,9.52
"2015-08-24",74.43,43.2612,7.5,9.13,9.49
"2015-08-25",73.71,43.7531,7.58,8.72,9.48
"2015-08-26",74.01,43.3202,7.67,8.67,9.46
"2015-08-27",73.98,43.974,7.93,8.98,9.48
"2015-08-28",74.44,44.3021,8.06,9.28,9.53
"2015-08-31",74.64,43.8214,8.07,9.28,9.49
"2015-09-01",74.71,43.675,7.88,9.24,9.48
"2015-09-02",74.55,43.5024,7.84,9.18,9.48
"2015-09-03",74.55,43.7245,7.88,,9.47
"2015-09-04",74.67,43.0476,7.77,,9.48
"2015-09-07",74.68,42.3828,7.65,8.98,9.48
"2015-09-08",74.7,42.5392,7.85,9.16,9.47
"2015-09-09",74.79,43.2472,7.98,9.27,9.47
"2015-09-10",74.96,43.4535,8.02,9.29,9.47
"2015-09-11",74.91,43.7268,7.97,9.26,9.47
"2015-09-14",74.95,44.1684,7.97,9.1,9.48
"2015-09-15",74.94,43.9338,7.93,8.87,9.48
"2015-09-16",74.9,44.1001,8,9.16,9.45
"2015-09-17",74.77,,8.04,9.04,9.46
"2015-09-18",74.76,45.0333,8.04,9.12,9.51
"2015-09-21",74.77,45.1087,7.99,9.22,9.51
"2015-09-22",74.68,44.6716,7.91,9.26,9.51
"2015-09-23",74.29,44.3755,7.74,9.11,9.5
"2015-09-24",74.19,44.4979,7.71,9.15,9.51
"2015-09-25",73.77,,7.69,9.08,9.48
"2015-09-28",73.67,44.333,7.52,,9.48
"2015-09-29",73.05,44.1871,7.44,9.06,9.44
"2015-09-30",72.81,45.2567,7.52,9.09,9.45
"2015-10-01",72.9,45.4538,7.53,,9.47
"2015-10-02",72.88,,7.61,,9.46
"2015-10-05",72.84,46.3371,7.79,,9.5
"2015-10-06",73.66,46.1348,7.91,,9.51
"2015-10-07",73.61,46.1881,8.26,,9.54
"2015-10-08",74,46.0295,8.28,9.29,9.54
"2015-10-09",74.06,46.5485,8.55,9.4,9.53
"2015-10-12",74.75,46.1754,8.65,9.63,9.56
"2015-10-13",74.4,45.6159,8.45,9.59,9.57
"2015-10-14",74.32,45.6443,8.37,9.5,9.57
"2015-10-15",74.31,45.733,8.52,9.65,9.57
"2015-10-16",74.38,45.8891,8.51,9.72,9.61
"2015-10-19",74.63,46.2591,8.48,9.7,9.61
"2015-10-20",74.69,46.504,8.39,9.78,9.59
"2015-10-21",74.84,46.4752,8.34,,9.58
"2015-10-22",74.86,,8.37,9.64,9.62
"2015-10-23",74.84,46.3668,8.43,9.74,9.64
"2015-10-26",74.84,,8.47,9.77,9.62
"2015-10-27",75.89,46.2117,8.36,9.76,9.65
"2015-10-28",75.05,46.0956,8.24,9.63,9.65
"2015-10-29",75.07,45.7733,8.14,9.71,9.61
"2015-10-30",75.07,45.5185,8.13,9.76,9.61
"2015-11-02",75.11,45.151,8.17,9.64,9.61
"2015-11-03",75.58,45.2798,8.24,9.62,9.62
"2015-11-04",75.79,45.3024,8.45,9.89,9.63
"2015-11-05",75.79,44.5781,8.34,9.96,9.62
"2015-11-06",75.71,44.4574,8.32,10.07,9.62
"2015-11-09",75.45,43.7459,8.21,10.12,9.58
"2015-11-10",75.13,43.4594,8.09,10.12,9.58
"2015-11-11",75.03,,8.12,10.13,9.58
"2015-11-12",75.02,,8.17,10.09,9.6
"2015-11-13",74.71,43.2241,8.05,10.01,9.61
"2015-11-16",74.57,43.0103,8,10.09,9.61
"2015-11-17",74.46,42.9076,7.99,10.07,9.61
"2015-11-18",74.73,42.5311,7.92,10.01,9.61
"2015-11-19",74.83,43.0329,8,10.1,9.62
"2015-11-20",74.71,43.2813,8.05,10.12,9.62
"2015-11-23",74.65,43.1392,8.04,10.07,9.61
"2015-11-24",74.62,43.1014,8.02,10.08,9.62
"2015-11-25",74.57,,8.01,10.14,9.63
"2015-11-26",74.65,43.0814,8,10.09,9.63
"2015-11-27",74.67,43.0834,7.89,9.74,9.64
"2015-11-30",74.66,43.2078,7.79,9.81,9.63
"2015-12-01",74.73,43.4985,7.9,9.86,9.66
"2015-12-02",74.94,43.3253,7.85,10.02,9.66
"2015-12-03",74.94,43.0677,7.84,10.06,9.64
"2015-12-04",74.56,42.9736,7.84,9.98,9.61
"2015-12-07",74.5,43.0984,7.8,9.96,9.63
"2015-12-08",74.29,42.7163,7.61,9.81,9.63
"2015-12-09",73.85,42.1375,7.57,9.81,9.62
"2015-12-10",73.82,42.4024,7.53,9.77,9.63
"2015-12-11",73.65,42.3613,7.42,9.74,9.62
"2015-12-14",72.93,42.3486,7.37,9.84,9.62
"2015-12-15",72.04,42.4902,7.47,9.88,9.58
"2015-12-16",72.49,42.8583,7.6,9.85,9.59
"2015-12-17",72.66,43.5511,7.64,9.94,9.57
"2015-12-18",72.79,43.236,7.48,9.96,9.62
"2015-12-21",72.36,43.596,7.56,10.1,9.64
"2015-12-22",72.31,43.3819,7.56,10.15,9.62
"2015-12-23",72.4,43.7212,7.65,10.11,9.61
"2015-12-24",,,7.68,10.04,9.61
"2015-12-28",,,7.62,9.87,9.61
"2015-12-29",72.69,43.9504,7.62,9.9,9.61
"2015-12-30",72.81,43.8795,7.63,9.91,9.56
"2015-12-31",72.85,44.362,7.63,9.86,9.6
"2016-01-04",72.9,43.4782,7.4,9.41,9.63
"2016-01-05",72.69,43.4395,7.44,9.42,9.64
"2016-01-06",72.88,43.3499,7.41,9.4,9.65
"2016-01-07",72.82,42.6734,7.11,9.12,9.64
"2016-01-08",72.7,43.0888,7.2,9.25,9.64
"2016-01-11",72.69,42.6274,7.05,9.13,9.64
"2016-01-12",72.5,42.2628,7.06,9.22,9.66
"2016-01-13",72.37,42.3008,7.11,9.16,9.65
"2016-01-14",72.41,41.9946,7.11,9.2,9.66
"2016-01-15",72.17,41.2789,6.92,9.05,9.65
"2016-01-18",71.64,40.7593,6.88,9.09,9.64
"2016-01-19",71.75,41.0922,7.07,9.23,9.64
"2016-01-20",71.84,40.5576,6.88,9.13,9.64
"2016-01-21",70.94,40.4954,6.85,9.02,9.64
"2016-01-22",70.94,41.194,7.05,9.04,9.62
"2016-01-25",71.57,41.2352,7.12,9.04,9.63
"2016-01-26",71.65,,7.09,8.78,9.62
"2016-01-27",71.67,41.14,7.07,8.73,9.65
"2016-01-28",71.81,40.8429,7.15,8.66,9.64
"2016-01-29",71.89,41.901,7.32,8.81,9.68
"2016-02-01",71.99,42.1161,7.29,8.72,9.68
"2016-02-02",71.92,41.7109,7.2,8.78,9.64
"2016-02-03",71.77,41.1858,7.17,8.74,9.67
"2016-02-04",71.67,41.7618,7.29,8.83,9.67
"2016-02-05",71.7,42.0954,7.39,8.85,9.69
"2016-02-08",71.58,41.5123,7.33,,9.69
"2016-02-09",71.03,41.0638,7.31,,9.7
"2016-02-10",70.72,40.89,7.28,,9.69
"2016-02-11",70.8,39.8316,7.17,,9.7
"2016-02-12",70.29,39.588,7.13,,9.66
"2016-02-15",70.51,40.1911,7.26,8.9,9.67
"2016-02-16",70.57,39.6041,7.35,9.01,9.68
"2016-02-17",70.8,39.6979,7.35,9.03,9.69
"2016-02-18",71.16,40.4542,7.47,9.02,9.71
"2016-02-19",71.32,,7.44,8.99,9.73
"2016-02-22",71.18,40.4934,7.43,9.1,9.73
"2016-02-23",71.48,40.1766,7.44,9.03,9.73
"2016-02-24",71.48,39.7671,7.4,9.06,9.74
"2016-02-25",71.35,39.4907,7.3,8.78,9.73
"2016-02-26",71.62,39.4058,7.44,8.83,9.74
"2016-02-29",72.02,39.1527,7.39,8.7,9.74
"2016-03-01",72.17,40.3501,7.48,8.79,9.76
"2016-03-02",72.6,41.1471,7.64,8.99,9.76
"2016-03-03",72.99,41.8363,7.69,9,9.76
"2016-03-04",73.13,41.9713,7.82,9.15,9.79
"2016-03-07",73.44,,7.94,9.13,9.79
"2016-03-08",73.55,41.9504,7.88,9.15,9.8
"2016-03-09",73.38,42.0261,7.8,9.12,9.79
"2016-03-10",73.33,41.9398,7.76,9.02,9.82
"2016-03-11",73.51,41.9744,7.84,9.05,9.82
"2016-03-14",73.95,42.1585,7.88,9.12,9.83
"2016-03-15",74.05,41.7375,7.79,9.12,9.83
"2016-03-16",73.83,41.9988,7.76,9.14,9.83
"2016-03-17",73.83,,7.93,9.24,9.91
"2016-03-18",74.12,43.2571,8.01,9.3,9.94
"2016-03-21",74.4,43.7494,8.05,9.4,9.91
"2016-03-22",74.43,43.9298,8.03,9.32,9.91
"2016-03-23",74.38,44.0996,8.02,9.32,9.9
"2016-03-24",74.3,,7.92,9.24,9.9
"2016-03-25",,,,,9.9
"2016-03-28",,,7.84,,9.9
"2016-03-29",73.93,43.6957,7.84,9.17,9.91
"2016-03-30",73.73,44.1797,7.98,9.36,9.96
"2016-03-31",74.03,44.5664,7.96,9.39,9.97
"2016-04-01",74.19,,7.89,9.39,9.98
"2016-04-04",74.21,44.7599,7.89,,9.95
"2016-04-05",74.33,44.148,7.73,9.44,9.99
"2016-04-06",74.13,44.2881,7.76,9.41,9.99
"2016-04-07",74.32,44.1564,7.75,9.34,10
"2016-04-08",74.26,,7.79,9.29,10
"2016-04-11",74.47,44.6757,7.9,9.36,10
"2016-04-12",74.62,45.0487,7.95,9.37,10
"2016-04-13",74.89,45.5617,8.06,9.41,10
"2016-04-14",75.31,45.5617,8.06,9.42,10.01
"2016-04-15",75.43,,8.05,9.43,10.02
"2016-04-18",75.37,45.7918,8.03,9.34,10.02
"2016-04-19",75.44,,8.15,9.37,10.01
"2016-04-20",75.78,46.0827,8.13,9.28,10.02
"2016-04-21",76.04,45.3206,8.23,9.23,9.99
"2016-04-22",75.98,45.0674,8.12,9.24,9.99
"2016-04-25",75.93,44.7008,8.03,9.2,9.99
"2016-04-26",75.86,45.0733,8.04,9.24,9.94
"2016-04-27",75.93,45.4685,8.04,9.23,9.95
"2016-04-28",76.08,45.1566,8.06,9.25,9.97
"2016-04-29",76.37,45.2226,8.07,9.25,9.97
"2016-05-02",76.37,,8.05,,9.98
"2016-05-03",76.3,44.7351,7.99,9.36,9.99
"2016-05-04",76.01,44.4699,7.9,9.32,9.98
"2016-05-05",75.86,44.4972,7.89,9.32,9.99
"2016-05-06",75.85,44.3965,7.81,9.17,10
"2016-05-09",75.73,44.8638,7.76,9.06,10
"2016-05-10",75.73,44.9544,7.74,9.06,10.01
"2016-05-11",75.85,45.0427,7.73,9.15,10.02
"2016-05-12",76.06,45.3607,7.75,9.14,10.03
"2016-05-13",76.19,45.1921,7.61,9.12,10.03
"2016-05-16",76.24,45.0925,7.65,9.15,10.03
"2016-05-17",76.33,44.9898,7.74,9.12,10.02
"2016-05-18",76.44,44.9175,7.64,9.08,10.01
"2016-05-19",76.39,44.7062,7.58,9.07,9.97
"2016-05-20",76.08,44.2984,7.59,9.09,9.98
"2016-05-23",76.32,44.066,7.56,9.11,9.99
"2016-05-24",76.32,43.8427,7.48,9.07,9.99
"2016-05-25",76.46,44.4021,7.6,9.04,9.98
"2016-05-26",76.64,44.69,7.68,9.05,9.98
"2016-05-27",76.65,45.0634,7.75,9.04,9.99
"2016-05-30",76.69,45.3148,7.76,9.02,10.01
"2016-05-31",76.66,44.9376,7.78,9.19,9.99
"2016-06-01",76.68,45.0194,7.81,9.16,9.99
"2016-06-02",76.54,45.4532,7.84,9.17,9.99
"2016-06-03",76.63,45.4435,7.95,9.22,10.01
"2016-06-06",76.63,,8.01,9.24,10.06
"2016-06-07",76.91,45.9811,8.12,9.25,10.04
"2016-06-08",77.15,46.0357,8.12,9.22,10.05
"2016-06-09",77.34,45.5333,8.09,,10.06
"2016-06-10",77.29,45.5094,8,,10.06
"2016-06-13",77.07,45.1678,7.88,9.04,10.05
"2016-06-14",76.77,45.1672,7.88,9.06,10.05
"2016-06-15",76.43,45.553,7.95,9.13,10.03
"2016-06-16",76.5,45.3323,7.87,9.1,10.04
"2016-06-17",76.22,45.5026,7.93,9.13,10.04
"2016-06-20",76.49,45.4615,8.02,9.15,10.04
"2016-06-21",76.91,45.5032,8.02,9.15,10.05
"2016-06-22",76.88,45.6529,8.04,9.19,10.04
"2016-06-23",77.02,46.066,8.06,9.17,10.04
"2016-06-24",77.1,45.3027,7.77,9.03,10.11
"2016-06-27",76.42,45.302,7.78,9.03,10.15
"2016-06-28",76.1,45.181,7.9,9.06,10.13
"2016-06-29",76.32,45.9648,8.03,9.11,10.18
"2016-06-30",76.85,46.5406,8.07,9.11,10.16
"2016-07-01",77,46.9033,8.1,,10.19
"2016-07-04",77.36,47.0903,8.23,9.17,10.2
"2016-07-05",77.36,46.8176,8.19,9.16,10.22
"2016-07-06",77.41,,8.15,9.17,10.23
"2016-07-07",77.38,46.9113,8.22,9.18,10.23
"2016-07-08",77.64,46.9612,8.22,9.15,10.23
"2016-07-11",78,47.5576,8.33,9.19,10.29
"2016-07-12",78.45,47.4853,8.49,9.31,10.23
"2016-07-13",78.78,47.5827,8.54,9.34,10.24
"2016-07-14",78.6,47.6998,8.54,9.32,10.27
"2016-07-15",78.79,47.0576,8.56,9.36,10.23
"2016-07-18",78.79,47.1432,8.55,9.33,10.23
"2016-07-19",78.8,47.2764,8.52,9.28,10.24
"2016-07-20",78.81,47.4037,8.59,9.32,10.23
"2016-07-21",78.91,47.4788,8.57,9.36,10.24
"2016-07-22",78.96,47.5211,8.58,9.29,10.26
"2016-07-25",78.99,47.688,8.55,9.29,10.26
"2016-07-26",78.94,47.6132,8.55,9.38,10.27
"2016-07-27",78.76,47.7247,8.54,9.37,10.27
"2016-07-28",78.67,47.9752,8.59,9.42,10.29
"2016-07-29",78.64,47.9052,8.5,9.42,10.29
"2016-08-01",78.64,,8.59,9.37,10.31
"2016-08-02",78.59,48.1184,8.52,,10.29
"2016-08-03",78.42,47.6874,8.46,9.41,10.29
"2016-08-04",78.44,47.8573,8.49,9.39,10.3
"2016-08-05",78.72,48.3139,8.6,9.37,10.3
"2016-08-08",79.04,48.685,8.72,9.4,10.3
"2016-08-09",79.21,48.7233,8.72,9.44,10.31
"2016-08-10",79.42,48.4013,8.7,9.46,10.33
"2016-08-11",79.49,48.3981,8.68,9.43,10.34
"2016-08-12",79.51,48.4224,8.71,9.55,10.35
"2016-08-15",79.6,,8.74,9.72,10.37
"2016-08-16",79.74,48.3988,8.75,9.69,10.36
"2016-08-17",79.85,,8.76,9.66,10.35
"2016-08-18",79.83,48.527,8.79,9.67,10.37
"2016-08-19",79.92,48.1984,8.75,9.63,10.37
"2016-08-22",79.93,47.9146,8.75,9.59,10.37
"2016-08-23",79.91,47.9228,8.66,9.61,10.37
"2016-08-24",80,48.1312,8.68,9.58,10.37
"2016-08-25",80.01,47.9741,8.68,9.54,10.37
"2016-08-26",79.95,47.7999,8.75,9.53,10.37
"2016-08-29",80.03,47.848,8.74,9.5,10.35
"2016-08-30",80.05,48.5602,8.81,9.5,10.37
"2016-08-31",80.13,48.7967,8.79,9.53,10.36
"2016-09-01",80.07,48.5592,8.78,9.5,10.35
"2016-09-02",79.95,48.7895,8.77,9.54,10.34
"2016-09-05",80.09,,8.8,9.55,10.35
"2016-09-06",80.1,49.5538,8.89,9.6,10.36
"2016-09-07",80.31,49.7919,8.9,9.64,10.37
"2016-09-08",80.42,49.7248,8.88,9.64,10.37
"2016-09-09",80.5,49.2296,8.82,9.57,10.34
"2016-09-12",80.16,48.5073,8.67,9.48,10.3
"2016-09-13",79.93,,8.62,9.49,10.31
"2016-09-14",79.67,48.5733,8.62,9.47,10.29
"2016-09-15",79.67,48.4688,8.63,,10.28
"2016-09-16",79.65,48.6871,8.65,,10.29
"2016-09-19",79.6,48.7543,8.72,9.52,10.29
"2016-09-20",79.64,48.4891,8.7,9.5,10.3
"2016-09-21",79.68,48.5396,8.75,9.5,10.29
"2016-09-22",79.86,49.2293,8.85,9.55,10.33
"2016-09-23",80.35,49.242,8.85,9.55,10.34
"2016-09-26",80.32,48.9701,8.73,9.45,10.33
"2016-09-27",80.19,49.3142,8.81,9.47,10.33
"2016-09-28",80.18,49.4549,8.81,9.45,10.34
"2016-09-29",80.33,48.4268,8.9,9.5,10.33
"2016-09-30",80.47,48.9292,8.84,9.51,10.33
"2016-10-03",80.6,49.8442,8.93,,10.32
"2016-10-04",80.66,50.2094,9.03,,10.32
"2016-10-05",80.8,50.1197,9.04,,10.3
"2016-10-06",80.86,49.7144,9.07,,10.3
"2016-10-07",80.87,49.5111,9.04,,10.29
"2016-10-10",80.87,49.669,8.97,,10.29
"2016-10-11",80.88,,8.94,9.55,10.29
"2016-10-12",80.86,,8.87,9.55,10.27
"2016-10-13",80.81,49.1243,8.85,9.51,10.29
"2016-10-14",80.72,49.1626,9.01,9.54,10.28
"2016-10-17",80.85,48.7148,8.94,9.47,10.28
"2016-10-18",80.84,49.2765,9.07,9.55,10.29
"2016-10-19",80.97,49.3985,9.08,9.55,10.29
"2016-10-20",81.08,49.283,9.12,9.55,10.3
"2016-10-21",81.22,49.383,9.1,,10.3
"2016-10-24",81.2,49.3133,9.16,9.57,10.3
"2016-10-25",81.29,49.1632,9.16,9.56,10.3
"2016-10-26",81.27,48.9352,9.04,9.55,10.29
"2016-10-27",81.05,48.4541,9.01,9.5,10.26
"2016-10-28",80.84,48.7513,8.95,9.5,10.25
"2016-10-31",80.84,,8.9,9.51,10.26
"2016-11-01",80.55,48.7154,8.97,9.55,10.25
"2016-11-02",80.27,48.2273,8.91,9.51,10.26
"2016-11-03",80.05,47.9467,8.89,9.56,10.25
"2016-11-04",80.08,47.5413,8.88,9.55,10.26
"2016-11-07",80.05,47.5365,9.01,9.52,10.25
