"rownames(finalfund_all)","LU0997586788","LU0061175625","KYG9318Y1061","LU1046420805","LU0997587240","base1","base2"
2016-08-08,11.98,42.59,17.12,8.41,9.4087,3234.183,2180.889893
2016-08-09,12.08,42.88,17.07,8.5,9.5149,3256.981,2181.73999
2016-08-10,12.06,42.71,17.35,8.48,9.4883,3243.34,2175.48999
2016-08-11,12.13,42.96,17.14,8.56,9.5768,3233.36,2185.790039
2016-08-12,12.15,43,17.14,8.54,9.5591,3294.233,2184.050049
2016-08-15,12.18,42.95,17.19,8.56,9.5768,3393.423,2190.149902
2016-08-16,12.08,42.68,17.19,8.49,9.4972,3378.245,2178.149902
2016-08-17,12.03,42.49,17.14,8.41,9.4175,3373.047,2182.219971
2016-08-18,12.1,42.8,17.2,8.46,9.4618,3364.485,2187.02002
2016-08-19,12.09,42.65,16.95,8.41,9.4175,3365.019,2183.870117
2016-08-22,12.14,42.92,16.76,8.4,9.3998,3336.794,2182.639893
2016-08-23,12.21,43.24,16.87,8.43,9.4352,3341.829,2186.899902
2016-08-24,12.22,43.43,16.88,8.41,9.4175,3329.863,2175.439941
2016-08-25,12.16,43.07,17.01,8.39,9.3821,3308.972,2172.469971
2016-08-26,12.2,43.27,17.04,8.41,9.4175,3307.09,2169.040039
2016-08-29,12.18,43.18,17.02,8.4,9.3998,3307.781,2180.379883
2016-08-30,12.23,43.39,17.05,8.43,9.4352,3311.987,2176.120117
2016-08-31,12.16,43.17,17,8.4,9.3998,3327.793,2170.949951
2016-09-01,12.23,43.5,16.86,8.37,9.3647,3301.576,2170.860107
2016-09-02,12.32,43.91,16.9,8.53,9.5423,3314.114,2179.97998
2016-09-05,12.35,44.09,17.21,8.53,9.5423,3319.68,2183.22998
2016-09-06,12.37,44.16,17.28,8.5,9.5068,3342.625,2186.47998
2016-09-07,12.38,44.12,17.43,8.53,9.5423,3340.817,2186.159912
2016-09-08,12.43,44.18,17.45,8.51,9.5245,3339.564,2181.300049
2016-09-09,12.34,43.84,17.2,8.42,9.418,3318.044,2127.810059
2016-09-12,12.2,43.41,16.76,8.34,9.3381,3262.604,2159.040039
2016-09-13,12.17,43.09,16.74,8.29,9.2848,3260.333,2127.02002
2016-09-14,12.19,43.16,16.7,8.3,9.2937,3238.729,2125.77002
2016-09-15,12.23,43.37,16.94,8.34,9.3381,3250.9265,2147.26001
2016-09-16,12.24,43.34,17.06,8.29,9.2848,3257.02525,2139.159912
2016-09-19,12.28,43.43,17.18,8.38,9.3914,3263.124,2139.120117
2016-09-20,12.28,43.35,17.24,8.4,9.4002,3257.403,2139.76001
2016-09-21,12.3,43.46,17.27,8.4,9.4002,3266.636,2163.120117
2016-09-22,12.4,43.86,17.31,8.51,9.5245,3291.121,2177.179932
2016-09-23,12.39,43.66,17.38,8.49,9.4979,3275.666,2164.689941
2016-09-26,12.31,43.31,17.22,8.38,9.3825,3220.283,2146.100098
2016-09-27,12.26,43.25,17.275,8.38,9.3825,3240.754,2159.929932
2016-09-28,12.35,43.58,17.3025,8.42,9.4269,3230.89,2171.370117
2016-09-29,12.38,43.63,17.33,8.42,9.418,3244.387,2151.129883
2016-09-30,12.38,43.67,17.23,8.42,9.418,3253.284,2168.27002
2016-10-03,12.46,43.79,17.3,8.43,9.4451,3273.576,2161.199951
2016-10-04,12.49,43.75,17.35,8.51,9.5164,3283.722,2150.48999
2016-10-05,12.48,43.75,17.34,8.45,9.4541,3288.795,2159.72998
2016-10-06,12.46,43.61,17.32,8.41,9.4184,3291.3315,2160.77002
2016-10-07,12.38,43.05,17.24,8.38,9.3828,3292.59975,2153.73999
2016-10-10,12.43,43.19,17.14,8.45,9.4541,3293.868,2163.659912
2016-10-11,12.41,42.98,17.04,8.41,9.4184,3306.557,2136.72998
2016-10-12,12.35,42.83,17.1,8.4,9.4006,3300.009,2139.179932
2016-10-13,12.31,42.69,16.99,8.35,9.3472,3302.645,2132.550049
2016-10-14,12.38,43.02,16.9,8.44,9.4451,3305.848,2132.97998
2016-10-17,12.36,42.93,16.9,8.38,9.3739,3277.878,2126.5
2016-10-18,12.43,43.34,17.07,8.46,9.463,3321.332,2139.600098
2016-10-19,12.47,43.5,17.15,8.46,9.4719,3316.24,2144.290039
2016-10-20,12.48,43.54,17.19,8.5,9.5075,3318.604,2141.340088
2016-10-21,12.5,43.66,17.21,8.49,9.4986,3327.74,2141.159912
2016-10-24,12.53,43.72,17.23,8.48,9.4808,3367.577,2151.330078
2016-10-25,12.46,43.4,17.26,8.46,9.463,3367.454,2143.159912
2016-10-26,12.39,43.21,17.29,8.42,9.4184,3354.8,2139.429932
2016-10-27,12.38,43.04,17.14,8.43,9.4273,3345.695,2133.040039
2016-10-28,12.38,42.97,17.12,8.41,9.4184,3340.1262,2126.409912
2016-10-31,12.38,42.97,17.13,8.37,9.365,3336.2778,2126.149902
2016-11-01,12.32,42.67,17.14,8.32,9.303,3359.0516,2111.719971
2016-11-02,12.2,42.24,16.98,8.24,9.2137,3333.3524,2097.939941
2016-11-03,12.22,42.48,16.83,8.2,9.178,3365.0848,2088.659912
2016-11-04,12.07,42.01,16.89,8.13,9.0887,3354.1748,2085.179932
2016-11-07,12.18,42.37,17.04,8.24,9.2137,3356.5916,2131.52002
2016-11-08,12.2,42.43,17.03,8.26,9.2405,3371.1176,2139.560059
2016-11-09,12.24,42.81,16.5,8.31,9.2941,3353.0548,2163.26001
2016-11-10,12.22,42.89,16.79,8.23,9.1958,3390.6119,2167.47998
2016-11-11,12.17,42.91,16.35,8.18,9.1423,3417.2211,2164.449951
2016-11-14,12.17,42.94,16.29,8.13,9.0887,3430.2482,2164.199951
2016-11-15,12.27,43.22,16.4,8.18,9.1512,3429.8697,2180.389893
2016-11-16,12.24,43.22,16.49,8.16,9.1333,3429.5921,2176.939941
2016-11-17,12.29,43.48,16.54,8.21,9.178,3436.535,2187.120117
2016-11-18,12.31,43.51,16.51,8.18,9.1512,3417.4554,2181.899902
2016-11-21,12.28,43.58,16.62,8.19,9.1512,3441.1106,2198.179932
2016-11-22,12.34,43.67,16.76,8.2,9.1691,3468.3637,2202.939941
2016-11-23,12.3,43.68,16.81,8.17,9.1333,3474.7289,2204.719971
2016-11-24,12.32,43.74,16.75,8.19,9.1601,3488.7402,2209.0350345
2016-11-25,12.35,43.79,16.82,8.23,9.2048,3521.2984,2213.350098
2016-11-28,12.27,43.5,16.93,8.19,9.1601,3535.0807,2201.719971
2016-11-29,12.27,43.53,16.81,8.19,9.1512,3564.0404,2204.659912
2016-11-30,12.27,43.57,16.9,8.21,9.178,3538.001,2198.810059
2016-12-01,12.23,43.45,16.87,8.13,9.0799,3565.036,2191.080078
2016-12-02,12.17,43.29,16.77,8.12,9.071,3528.9547,2191.949951
2016-12-05,12.23,43.44,16.67,8.16,9.1247,3469.4073,2204.709961
2016-12-06,12.21,43.39,16.82,8.22,9.1874,3459.1533,2212.22998
2016-12-07,12.32,43.61,16.98,8.28,9.2501,3475.7473,2241.350098
2016-12-08,12.37,44,17.17,8.31,9.2859,3470.1426,2246.189941
2016-12-09,12.43,44.38,17.12,8.4,9.3754,3493.7004,2259.530029
2016-12-12,12.41,44.28,17.03,8.37,9.3575,3409.1794,2256.959961
2016-12-13,12.43,44.33,17.09,8.46,9.456,3405.0355,2271.719971
2016-12-14,12.44,44.32,17.09,8.42,9.4113,3378.9453,2253.280029
2016-12-15,12.5,44.64,17,8.48,9.4739,3340.4338,2262.030029
2016-12-16,12.49,44.56,16.96,8.5,9.4918,3346.0305,2258.070068
2016-12-19,12.53,44.67,16.84,8.52,9.5187,3328.9827,2262.530029
2016-12-20,12.52,44.67,16.83,8.55,9.5456,3309.0641,2270.76001
2016-12-21,12.52,44.65,16.8,8.54,9.5366,3338.536,2265.179932
2016-12-22,12.57,44.72,16.62,8.55,9.5456,3335.672,2260.959961
2016-12-23,12.6,44.74,16.56,8.58,9.5814,3307.5991,2263.790039
2016-12-26,12.6,44.78,16.61,8.58,9.5814,3322.4006,2266.334961
2016-12-27,12.63,44.82,16.635,8.6,9.5993,3316.3852,2268.879883
2016-12-28,12.68,45.12,16.66,8.6,9.5993,3301.8887,2249.919922
2016-12-29,12.71,45.05,16.62,8.61,9.6172,3297.7648,2249.26001
2016-12-30,12.76,45.23,16.75,8.62,9.6262,3310.0808,2238.830078
2017-01-02,12.85,45.68,16.75,8.68,9.6895,3326.154,2248.330078
2017-01-03,12.88,45.84,16.75,8.66,9.6715,3342.2272,2257.830078
2017-01-04,12.91,45.87,16.82,8.67,9.6715,3368.3117,2270.75
2017-01-05,12.96,46,17.11,8.67,9.6715,3367.7892,2269
2017-01-06,13,46.08,17.15,8.67,9.6715,3347.6665,2276.97998
2017-01-09,13.03,45.95,17.05,8.65,9.6536,3363.9014,2268.899902
2017-01-10,13.04,45.98,17.15,8.64,9.6446,3358.2716,2268.899902
2017-01-11,13.06,46.11,17.17,8.63,9.6446,3334.4954,2275.320068
2017-01-12,13.01,45.8,17.41,8.59,9.5817,3317.6241,2270.439941
2017-01-13,13.1,46.18,17.32,8.65,9.6536,3319.9122,2274.639893
2017-01-16,13.05,45.88,17.17,8.62,9.6176,3319.4455,2271.264893
2017-01-17,13,45.96,17.38,8.56,9.5548,3326.3563,2267.889893
2017-01-18,13.03,45.97,17.3,8.59,9.5907,3339.3653,2271.889893
2017-01-19,13,45.94,17.25,8.57,9.5727,3329.2891,2263.689941
2017-01-20,13,45.88,17.33,8.59,9.5907,3354.8891,2271.310059
2017-01-23,12.99,45.95,17.43,8.53,9.5189,3364.0808,2265.199951
2017-01-24,13.01,46.07,17.52,8.55,9.5368,3364.4509,2280.070068
2017-01-25,13.04,46.33,17.575,8.62,9.6176,3375.9042,2298.370117
2017-01-26,13.05,46.45,17.6025,8.63,9.6356,3387.9606,2296.679932
2017-01-27,13.09,46.49,17.61625,8.62,9.6266,3376.22645,2294.689941
2017-01-30,13,46.13,17.623125,8.55,9.5368,3370.359375,2280.899902
2017-01-31,13.01,46.11,17.6265625,8.51,9.4919,3367.4258375,2278.870117
2017-02-01,13.11,46.6,17.62828125,8.54,9.5297,3365.95906875,2279.550049
2017-02-02,13.14,46.53,17.63,8.55,9.5388,3365.225684375,2280.850098
2017-02-03,13.22,46.77,17.65,8.62,9.6108,3364.4923,2297.419922
2017-02-06,13.17,46.61,17.87,8.58,9.5658,3373.2051,2292.560059
2017-02-07,13.22,46.9,17.79,8.6,9.5928,3365.6849,2293.080078
2017-02-08,13.25,47.05,17.78,8.64,9.6288,3383.2878,2294.669922
2017-02-09,13.29,47.23,17.88,8.7,9.7099,3396.2924,2307.870117
2017-02-10,13.36,47.44,17.98,8.73,9.7279,3413.4868,2316.100098
2017-02-13,13.36,47.55,18.07,8.76,9.7639,3436.275,2328.25
2017-02-14,13.37,47.58,18.17,8.74,9.7459,3435.8042,2337.580078
2017-02-15,13.4,47.67,18.26,8.77,9.7819,3421.7131,2349.25
2017-02-16,13.38,47.5,18.22,8.76,9.7639,3440.9331,2347.219971
2017-02-17,13.37,47.49,18.17,8.81,9.818,3421.4419,2351.159912
2017-02-20,13.41,47.64,18.18,8.82,9.836,3471.3926,2358.2698975
2017-02-21,13.41,47.77,18.15,8.85,9.863,3482.823,2365.379883
2017-02-22,13.39,47.65,18.22,8.87,9.881,3489.7567,2362.820068
2017-02-23,13.33,47.51,18.29,8.87,9.89,3473.3236,2363.810059
2017-02-24,13.17,46.87,18.28,8.83,9.845,3473.8517,2367.340088
2017-02-27,13.2,46.87,18.22,8.82,9.836,3446.2228,2369.75
2017-02-28,13.22,46.86,18.19,8.84,9.854,3452.8103,2363.639893
2017-03-01,13.33,47.21,18.16,8.94,9.9642,3458.4376,2395.959961
2017-03-02,13.33,47.21,18.17,8.95,9.9733,3435.0963,2381.919922
2017-03-03,13.29,46.98,17.98,8.95,9.9823,3427.8628,2383.120117
2017-03-06,13.28,46.88,18.07,8.94,9.9642,3446.484,2375.310059
2017-03-07,13.28,46.87,18.11,8.93,9.9552,3453.9565,2368.389893
2017-03-08,13.31,46.94,18.13,8.92,9.9371,3448.7313,2362.97998
2017-03-09,13.29,46.78,17.96,8.94,9.9642,3426.9438,2364.870117
2017-03-10,13.36,46.8,17.93,8.95,9.9642,3427.8916,2372.600098
2017-03-13,13.41,47.14,18.09,8.97,9.9823,3458.098,2373.469971
2017-03-14,13.33,46.83,18.15,8.95,9.9733,3456.6934,2365.449951
2017-03-15,13.35,46.97,18.23,8.97,9.9913,3463.6436,2385.26001
2017-03-16,13.41,47.29,18.44,9.02,10.0365,3481.5066,2381.379883
2017-03-17,13.46,47.48,18.54,9.04,10.0636,3445.8051,2378.25
2017-03-20,13.46,47.42,18.65,9.04,10.0636,3449.6126,2373.469971
2017-03-21,13.36,47.11,18.75,9.01,10.0275,3466.3468,2344.02002
2017-03-22,13.27,46.8,18.64,8.98,9.9913,3450.0502,2348.449951
2017-03-23,13.37,47.22,18.66,9.04,10.0546,3461.9782,2345.959961
2017-03-24,13.41,47.28,18.61,9.03,10.0455,3489.5997,2343.97998
2017-03-27,13.36,47.06,18.72,9.03,10.0455,3478.0385,2341.590088
2017-03-28,13.36,47.03,18.68,9.06,10.0817,3469.8093,2358.570068
2017-03-29,13.32,46.89,18.68,9.09,10.1178,3465.1933,2361.129883
2017-03-30,13.38,47.26,18.66,9.11,10.1449,3436.758,2368.060059
2017-03-31,13.43,47.51,18.59,9.12,10.1539,3456.0455,2362.719971
2017-04-03,13.4,47.41,18.67,9.1,10.1195,3479.96935,2358.840088
2017-04-04,13.45,47.5,18.71,9.12,10.1467,3491.931275,2360.159912
2017-04-05,13.48,47.65,18.75,9.11,10.1467,3503.8932,2352.949951
2017-04-06,13.48,47.68,18.61,9.12,10.1467,3514.0469,2357.48999
2017-04-07,13.53,47.8,18.56,9.15,10.1829,3517.4634,2355.540039
2017-04-10,13.6,48.08,18.53,9.15,10.1739,3505.1392,2357.159912
2017-04-11,13.55,48,18.44,9.15,10.1829,3517.328,2353.780029
2017-04-12,13.61,48.23,18.47,9.18,10.2101,3509.4387,2344.929932
2017-04-13,13.62,48.28,18.57,9.16,10.192,3514.5662,2328.949951
2017-04-14,13.62,48.28,18.505,9.16,10.192,3486.5045,2338.9799805
2017-04-17,13.62,48.31,18.4725,9.16,10.192,3479.9417,2349.01001
2017-04-18,13.54,48.11,18.44,9.05,10.0833,3462.7429,2342.189941
2017-04-19,13.61,48.36,18.3,9.04,10.0561,3445.8761,2338.169922
2017-04-20,13.62,48.36,18.3,9.04,10.0561,3461.5481,2355.840088
2017-04-21,13.6,48.32,18.45,9.03,10.047,3466.7865,2348.689941
2017-04-24,13.79,48.71,18.5,9.22,10.2645,3431.2587,2374.149902
2017-04-25,13.87,48.86,18.76,9.22,10.2735,3440.9743,2388.610107
2017-04-26,13.9,49.12,18.88,9.24,10.2826,3445.1832,2387.449951
2017-04-27,13.93,49.27,18.81,9.23,10.2645,3446.7202,2388.77002
2017-04-28,13.98,49.42,18.83,9.22,10.2554,3439.753,2384.199951
2017-05-01,13.98,49.35,18.935,9.22,10.2572,3433.1648,2388.330078
2017-05-02,14.08,49.71,19.04,9.29,10.339,3426.5766,2391.169922
2017-05-03,14.07,49.67,19.02,9.3,10.339,3413.1282,2388.129883
2017-05-04,14.16,49.82,19,9.38,10.4298,3404.3864,2389.52002
2017-05-05,14.19,49.94,18.93,9.42,10.4753,3382.5502,2399.290039
2017-05-08,14.22,50.15,18.99,9.43,10.4843,3358.8125,2399.379883
2017-05-09,14.31,50.54,18.96,9.47,10.5207,3352.5324,2396.919922
2017-05-10,14.33,50.61,19.08,9.47,10.5298,3337.7007,2399.629883
2017-05-11,14.27,50.35,19.13,9.46,10.5207,3356.6459,2394.439941
2017-05-12,14.32,50.43,19.09,9.52,10.5843,3385.3787,2390.899902
2017-05-15,14.36,50.51,19.27,9.53,10.5934,3399.1937,2402.320068
2017-05-16,14.4,50.45,19.23,9.59,10.6479,3428.6491,2400.669922
2017-05-17,14.31,50.09,19.15,9.5,10.557,3409.9656,2357.030029
2017-05-18,14.23,49.88,19.03,9.45,10.4934,3398.1127,2365.719971
2017-05-19,14.37,50.27,19.03,9.5,10.557,3403.8492,2381.72998
2017-05-22,14.45,50.47,19.17,9.53,10.5843,3411.2387,2394.02002
2017-05-23,14.51,50.73,19.1,9.53,10.5934,3424.194,2398.419922
2017-05-24,14.57,50.93,19.15,9.53,10.5934,3424.1669,2404.389893
2017-05-25,14.6,50.97,19.33,9.54,10.6024,3485.6581,2415.070068
2017-05-26,14.62,50.95,19.28,9.55,10.6024,3480.4345,2415.820068
2017-05-29,14.63,51,19.23,9.54,10.6024,3486.6595,2414.36499
2017-05-30,14.6,50.89,19.205,9.53,10.5843,3489.772,2412.909912
2017-05-31,14.61,50.9,19.18,9.56,10.6206,3492.8845,2411.800049
2017-06-01,14.7,51.22,19.23,9.6,10.6589,3497.7382,2430.060059
2017-06-02,14.74,51.27,19.31,9.64,10.7135,3486.5074,2439.070068
2017-06-05,14.69,51.14,19.46,9.61,10.6771,3468.7538,2436.100098
2017-06-06,14.59,50.76,19.39,9.59,10.6498,3492.8816,2429.330078
2017-06-07,14.58,50.82,19.41,9.56,10.6224,3533.8718,2433.139893
2017-06-08,14.59,50.87,19.5,9.54,10.5951,3560.9786,2433.790039
2017-06-09,14.61,50.74,19.48,9.6,10.668,3576.1703,2431.77002
2017-06-12,14.45,50.06,19.32,9.54,10.5951,3574.3894,2429.389893
2017-06-13,14.57,50.63,19.29,9.57,10.6316,3582.2674,2440.350098
2017-06-14,14.63,50.78,19.19,9.59,10.6498,3535.2987,2437.919922
2017-06-15,14.47,50.37,19.19,9.54,10.586,3528.7926,2432.459961
2017-06-16,14.55,50.58,19.22,9.6,10.6589,3518.7611,2433.149902
2017-06-19,14.6,50.78,19.4,9.67,10.7409,3553.6653,2453.459961
2017-06-20,14.59,50.61,19.46,9.66,10.7227,3546.494,2437.030029
2017-06-21,14.53,50.44,19.46,9.62,10.6862,3587.955,2435.610107
2017-06-22,14.52,50.39,19.54,9.61,10.6771,3590.3425,2434.5
2017-06-23,14.54,50.47,19.55,9.58,10.6407,3622.8831,2438.300049
2017-06-26,14.54,50.47,19.78,9.61,10.6771,3668.0919,2439.070068
2017-06-27,14.45,50,19.76,9.53,10.5769,3674.7152,2419.379883
2017-06-28,14.4,49.95,19.53,9.5,10.5405,3646.1666,2440.689941
2017-06-29,14.3,49.59,19.57,9.39,10.4129,3668.8279,2419.699951
2017-06-30,14.32,49.7,19.48,9.35,10.3674,3666.7977,2423.409912
2017-07-03,14.33,49.76,19.52,9.42,10.4605,3650.8463,2429.01001
2017-07-04,14.29,49.62,19.42,9.39,10.424,3619.9841,2430.7750245
2017-07-05,14.34,49.82,19.5,9.4,10.424,3659.6795,2432.540039
2017-07-06,14.27,49.49,19.44,9.34,10.36,3660.0967,2409.75
2017-07-07,14.29,49.49,19.36,9.36,10.3783,3655.9293,2425.179932
2017-07-10,14.28,49.45,19.37,9.39,10.4149,3653.6868,2427.429932
2017-07-11,14.2,49.03,19.63,9.35,10.3692,3670.8086,2425.530029
2017-07-12,14.3,49.51,19.74,9.47,10.5062,3658.8236,2443.25
2017-07-13,14.33,49.75,19.87,9.47,10.5062,3686.9205,2447.830078
2017-07-14,14.34,49.84,19.84,9.47,10.5154,3703.094,2459.27002
2017-07-17,14.38,49.96,19.84,9.47,10.5062,3663.5575,2459.139893
2017-07-18,14.42,49.85,19.99,9.41,10.4423,3667.1807,2460.610107
2017-07-19,14.49,50.23,20,9.43,10.4788,3729.7466,2473.830078
2017-07-20,14.53,50.04,19.99,9.48,10.5154,3747.8843,2473.449951
2017-07-21,14.45,49.73,19.95,9.41,10.4423,3728.5976,2472.540039
2017-07-24,14.4,49.69,20.07,9.34,10.3692,3743.4686,2469.909912
2017-07-25,14.45,49.86,20.09,9.35,10.3783,3719.559,2477.129883
2017-07-26,14.46,49.9,20.02,9.39,10.4149,3705.3884,2477.830078
2017-07-27,14.54,50.1,20.24,9.37,10.4057,3712.1947,2475.419922
2017-07-28,14.47,49.77,20.06,9.3,10.3235,3721.8914,2472.100098
2017-07-31,14.49,49.77,20.1,9.29,10.3052,3737.8732,2470.300049
2017-08-01,14.57,50.09,20.18,9.34,10.362,3770.3828,2476.350098
2017-08-02,14.57,49.98,20.38,9.32,10.3529,3760.8525,2477.570068
2017-08-03,14.59,49.89,20.3,9.34,10.3712,3727.8264,2472.159912
2017-08-04,14.63,50.13,20.39,9.39,10.4262,3707.5796,2476.830078
2017-08-07,14.64,50.06,20.44,9.38,10.4078,3726.7948,2480.909912
2017-08-08,14.64,50.1,20.43,9.38,10.417,3732.2129,2474.919922
2017-08-09,14.56,49.84,20.23,9.34,10.362,3731.044,2474.02002
2017-08-10,14.44,49.42,19.97,9.27,10.2887,3715.9208,2438.209961
2017-08-11,14.31,48.85,19.96,9.22,10.2246,3647.3503,2441.320068
2017-08-14,14.47,49.43,19.82,9.29,10.3071,3694.6831,2465.840088
2017-08-15,14.5,49.52,19.97,9.3,10.3254,3706.0566,2464.610107
2017-08-16,14.61,49.96,19.92,9.34,10.362,3701.4207,2468.110107
2017-08-17,14.57,49.81,20.06,9.31,10.3346,3721.277,2430.01001
2017-08-18,14.49,49.48,19.96,9.25,10.2613,3724.6748,2425.550049
2017-08-21,14.48,49.39,19.99,9.23,10.2521,3740.9941,2428.370117
2017-08-22,14.52,49.54,20.06,9.3,10.3254,3752.298,2452.51001
2017-08-23,14.5,49.33,20.19,9.29,10.2979,3756.0884,2444.040039
2017-08-24,14.48,49.31,20.32,9.29,10.3162,3734.6458,2438.969971
2017-08-25,14.5,49.38,20.37,9.28,10.2979,3795.7544,2443.050049
2017-08-28,14.42,49,20.39,9.23,10.2521,3842.7119,2444.23999
2017-08-29,14.34,48.67,20.28,9.18,10.188,3834.5376,2446.300049
2017-08-30,14.43,49.09,20.45,9.22,10.2429,3834.3005,2457.590088
2017-08-31,14.54,49.51,20.46,9.29,10.3071,3822.0928,2471.649902
2017-09-01,14.63,49.93,20.53,9.31,10.3365,3830.5383,2476.550049
2017-09-04,14.57,49.64,20.48,9.28,10.2905,3845.6163,2467.2000735
2017-09-05,14.58,49.76,20.55,9.26,10.2722,3857.0464,2457.850098
2017-09-06,14.57,49.76,20.45,9.28,10.2905,3849.4499,2465.540039
2017-09-07,14.66,49.9,20.44,9.32,10.3365,3829.8713,2465.100098
2017-09-08,14.65,50.01,20.58,9.31,10.3273,3825.9895,2461.429932
2017-09-11,14.77,50.48,20.49,9.4,10.4192,3825.6453,2488.110107
2017-09-12,14.8,50.7,20.54,9.41,10.4375,3837.9341,2496.47998
2017-09-13,14.82,50.77,20.4,9.41,10.4375,3842.6061,2498.370117
2017-09-14,14.86,51.16,20.42,9.38,10.41,3829.9554,2495.620117
2017-09-15,14.83,51.15,20.55,9.33,10.3457,3831.2965,2500.22998
2017-09-18,14.86,51.16,20.61,9.37,10.3824,3843.1428,2503.870117
2017-09-19,14.88,51.19,20.49,9.38,10.3916,3832.1161,2506.649902
2017-09-20,14.86,51.14,20.36,9.37,10.3824,3842.4353,2508.23999
2017-09-21,14.88,51.29,20.43,9.37,10.3916,3837.8176,2500.600098
2017-09-22,14.91,51.28,20.18,9.38,10.41,3837.7304,2502.219971
2017-09-25,14.91,51.4,19.94,9.4,10.4283,3817.7915,2496.659912
2017-09-26,14.87,51.35,19.8,9.4,10.4283,3820.7816,2496.840088
2017-09-27,14.93,51.55,19.95,9.41,10.4375,3821.2,2507.040039
2017-09-28,15.07,51.98,19.93,9.43,10.4559,3822.5386,2510.060059
2017-09-29,15.17,52.2,20.04,9.48,10.511,3836.5013,2519.360107
2017-10-02,15.26,52.5,20.12,9.54,10.5774,3859.35445,2529.120117
2017-10-03,15.32,52.68,20.2,9.56,10.5958,3870.781025,2534.580078
2017-10-04,15.33,52.75,20.26,9.55,10.5958,3876.4943125,2537.73999
2017-10-05,15.36,52.74,20.29,9.59,10.6327,3879.35095625,2552.070068
2017-10-06,15.36,52.63,20.32,9.59,10.6234,3880.779278125,2549.330078
2017-10-09,15.37,52.71,20.44,9.61,10.6603,3882.2076,2544.72998
2017-10-10,15.36,52.69,20.5,9.61,10.6511,3889.8637,2550.639893
2017-10-11,15.41,52.75,20.56,9.63,10.6695,3902.6868,2555.23999
2017-10-12,15.49,52.96,20.72,9.65,10.6879,3912.9536,2550.929932
2017-10-13,15.48,53.1,20.81,9.63,10.6695,3921.0017,2553.169922
2017-10-16,15.46,53.1,20.88,9.62,10.6695,3913.4462,2557.639893
2017-10-17,15.39,52.78,20.77,9.62,10.6695,3913.0688,2559.360107
2017-10-18,15.42,52.82,20.7,9.66,10.7064,3944.1626,2561.26001
2017-10-19,15.29,52.27,20.76,9.63,10.6695,3931.2495,2562.100098
2017-10-20,15.29,52.33,20.68,9.64,10.6787,3926.852,2575.209961
2017-10-23,15.31,52.45,20.76,9.64,10.6879,3930.7981,2564.97998
2017-10-24,15.31,52.31,20.78,9.61,10.6511,3959.3953,2569.129883
2017-10-25,15.32,52.35,20.84,9.54,10.5774,3976.949,2557.149902
2017-10-26,15.37,52.59,20.89,9.66,10.7064,3993.5752,2560.399902
2017-10-27,15.41,52.86,20.72,9.7,10.7617,4021.9676,2581.070068
2017-10-30,15.5,53.17,20.82,9.71,10.7709,4009.7218,2572.830078
2017-10-31,15.57,53.41,20.93,9.73,10.7801,4006.7179,2575.26001
2017-11-01,15.57,53.47,21.03,9.76,10.8189,3996.6221,2579.360107
2017-11-02,15.5,52.92,21.03,9.75,10.8189,3997.1343,2579.850098
2017-11-03,15.6,53.35,21.09,9.77,10.8374,3992.6979,2587.840088
2017-11-06,15.62,53.55,21.06,9.77,10.8374,4020.8896,2591.129883
2017-11-07,15.54,53.32,21.15,9.72,10.7819,4054.2465,2590.639893
2017-11-08,15.49,53.09,21.18,9.75,10.8096,4048.0057,2594.379883
2017-11-09,15.31,52.38,21.02,9.66,10.708,4075.8998,2584.620117
2017-11-10,15.25,52.28,21.01,9.61,10.6618,4111.9112,2582.300049
2017-11-13,15.13,51.67,20.87,9.59,10.6341,4128.0733,2584.840088
2017-11-14,15.11,51.38,20.9,9.56,10.6064,4099.351,2578.870117
2017-11-15,14.98,50.9,20.82,9.52,10.551,4073.6696,2564.620117
2017-11-16,15.14,51.53,20.9,9.57,10.6064,4105.0122,2585.639893
2017-11-17,15.14,51.49,21.02,9.53,10.5787,4120.8508,2578.850098
2017-11-20,15.22,51.88,21,9.58,10.6249,4143.8334,2582.139893
2017-11-21,15.29,52.17,21.18,9.63,10.6803,4217.7015,2599.030029
2017-11-22,15.31,52.26,21.4,9.6,10.6433,4227.5666,2597.080078
2017-11-23,15.34,52.28,21.52,9.6,10.6433,4102.3966,2599.75
2017-11-24,15.31,52.05,21.47,9.6,10.6433,4104.2034,2602.419922
2017-11-27,15.28,51.96,21.35,9.56,10.6064,4049.9475,2601.419922
2017-11-28,15.37,52.17,21.27,9.64,10.6895,4055.8235,2627.040039
2017-11-29,15.38,52.47,21.26,9.62,10.6711,4053.7529,2626.070068
2017-11-30,15.4,52.5,21.03,9.61,10.6618,4006.0993,2647.580078
2017-12-01,15.35,52.37,20.97,9.55,10.5896,3998.1365,2642.219971
2017-12-04,15.38,52.5,20.94,9.64,10.6822,4018.8571,2639.439941
2017-12-05,15.33,52.41,20.83,9.61,10.6544,4040.1704,2629.570068
2017-12-06,15.25,52.06,20.49,9.62,10.6637,4015.8211,2629.27002
2017-12-07,15.32,52.3,20.51,9.61,10.6544,3971.0569,2636.97998
2017-12-08,15.43,52.66,20.63,9.64,10.6915,4003.3792,2651.5
2017-12-11,15.45,52.61,20.79,9.66,10.7007,4069.4997,2659.98999
2017-12-12,15.49,52.9,20.72,9.7,10.7563,4016.0163,2664.110107
