"rownames(finalfund_all)","LU0997586788","LU0061175625","KYG9318Y1061","LU1046420805","LU0997587240","base1","base2"
2019-04-23,16.2,53.79,21.59,10.24,11.4254,4019.0053,2933.679932
2019-04-24,16.22,53.89,21.58,10.22,11.4059,4030.0887,2927.25
2019-04-25,16.24,53.94,21.55,10.2,11.3766,3941.816,2926.169922
2019-04-26,16.31,54.21,21.3,10.22,11.3961,3889.2748,2939.879883
2019-04-29,16.3,54.1,21.19,10.22,11.4059,3900.3339,2943.030029
2019-04-30,16.31,54.19,21.35,10.22,11.4059,3913.211,2945.830078
2019-05-01,16.33,54.24,21.405,10.22,11.4035,3798.9139,2923.72998
2019-05-02,16.26,54,21.46,10.16,11.3351,3741.76535,2917.52002
2019-05-03,16.34,54.43,21.77,10.17,11.3449,3713.191075,2945.639893
2019-05-06,16.18,53.77,21.24,10.08,11.2471,3684.6168,2932.469971
2019-05-07,16.1,53.47,21.52,10.03,11.1982,3720.6684,2884.050049
2019-05-08,16.14,53.48,21.38,10.01,11.1786,3667.4574,2879.419922
2019-05-09,15.9,52.61,20.82,9.93,11.0808,3599.7001,2870.719971
2019-05-10,16,52.98,20.78,9.95,11.1004,3730.4513,2881.399902
2019-05-13,15.8,52.26,20.54,9.9,11.0515,3668.7255,2811.870117
2019-05-14,15.97,52.82,20.3,9.99,11.159,3645.1503,2834.409912
2019-05-15,16,52.87,20.5,10.06,11.2275,3727.0923,2850.959961
2019-05-16,16.09,53.13,20.29,10.21,11.3938,3743.9635,2876.320068
2019-05-17,16.09,53.02,19.77,10.21,11.3938,3648.7609,2859.530029
2019-05-20,15.98,52.64,19.71,10.15,11.3253,3617.7924,2840.22998
2019-05-21,16.08,53.05,19.91,10.2,11.384,3666.7762,2864.360107
2019-05-22,16.1,53.01,19.86,10.18,11.3644,3649.3796,2856.27002
2019-05-23,15.84,52.1,19.56,10.05,11.2275,3583.9646,2822.23999
2019-05-24,15.95,52.5,19.5,10.12,11.296,3593.9139,2826.060059
2019-05-27,15.97,52.54,19.56,10.14,11.3253,3637.1971,2814.224976
2019-05-28,15.96,52.5,19.56,10.11,11.296,3672.2605,2802.389893
2019-05-29,15.73,51.79,19.47,9.98,11.1493,3663.909,2783.02002
2019-05-30,15.86,52.19,19.61,10.05,11.2177,3641.1833,2788.860107
2019-05-31,15.75,51.85,19.86,9.96,11.1101,3629.7893,2752.060059
2019-06-03,15.68,51.49,19.86,9.98,11.147,3632.0127,2744.449951
2019-06-04,15.74,51.72,19.73,10.02,11.1863,3598.4666,2803.27002
2019-06-05,15.8,51.93,19.84,10.04,11.2157,3597.105,2826.149902
2019-06-06,15.79,51.81,19.75,10.08,11.2648,3564.6778,2843.48999
2019-06-07,15.87,52.06,19.855,10.19,11.3825,3587.71065,2873.340088
2019-06-10,15.93,52.19,19.96,10.23,11.4218,3610.7435,2886.72998
2019-06-11,15.93,52.21,20.13,10.26,11.461,3719.2759,2885.719971
2019-06-12,15.9,52.04,20.15,10.23,11.4218,3691.0957,2879.840088
2019-06-13,15.92,52.15,20.08,10.23,11.4218,3685.3933,2891.639893
2019-06-14,15.86,51.98,20.01,10.21,11.4022,3654.8799,2886.97998
2019-06-17,15.87,51.92,20.11,10.21,11.4022,3654.8248,2889.669922
2019-06-18,16.02,52.47,20.15,10.31,11.5101,3667.6185,2917.75
2019-06-19,15.93,52.26,20.58,10.3,11.5003,3715.9381,2926.459961
2019-06-20,16.03,52.64,20.86,10.32,11.5297,3828.5183,2954.179932
2019-06-21,16.04,52.57,20.81,10.31,11.5199,3833.9383,2950.459961
2019-06-24,15.98,52.31,20.93,10.32,11.5297,3841.2659,2945.350098
2019-06-25,16.02,52.48,20.77,10.32,11.5199,3801.3098,2917.379883
2019-06-26,15.96,52.24,20.78,10.28,11.4807,3794.331,2913.780029
2019-06-27,15.99,52.32,21.03,10.28,11.4807,3834.8172,2924.919922
2019-06-28,16.11,52.73,21.05,10.3,11.5003,3825.5873,2941.76001
2019-07-01,16.2,53.06,21.195,10.37,11.5865,3935.8116,2964.330078
2019-07-02,16.15,52.87,21.34,10.45,11.6653,3937.1691,2973.01001
2019-07-03,16.24,53.23,21.07,10.53,11.7637,3893.5341,2995.820068
2019-07-04,16.24,53.22,21.17,10.53,11.7637,3873.1019,2993.11499
2019-07-05,16.2,53.04,21.19,10.47,11.6948,3893.2025,2990.409912
2019-07-08,16.07,52.63,21.08,10.47,11.7046,3802.7897,2975.949951
2019-07-09,15.97,52.23,21.02,10.46,11.6948,3793.1297,2979.629883
2019-07-10,16.02,52.35,21.19,10.43,11.6554,3786.739,2993.070068
2019-07-11,16.01,52.42,21.45,10.41,11.6357,3785.221,2999.909912
2019-07-12,16.07,52.65,21.44,10.41,11.6357,3808.7311,3013.77002
2019-07-15,16.09,52.7,21.53,10.44,11.6751,3824.1878,3014.300049
2019-07-16,16.14,52.8,21.6,10.47,11.7046,3806.8449,3004.040039
2019-07-17,16.04,52.46,21.47,10.43,11.6554,3804.6384,2984.419922
2019-07-18,15.98,52.35,21.38,10.39,11.616,3768.4019,2995.110107
2019-07-19,16.01,52.48,21.56,10.41,11.6357,3807.9551,2976.610107
2019-07-22,16.1,52.73,21.67,10.41,11.6456,3781.6832,2985.030029
2019-07-23,16.13,52.9,21.68,10.47,11.7046,3789.9135,3005.469971
2019-07-24,16.17,53.13,21.73,10.45,11.685,3819.8325,3019.560059
2019-07-25,16.25,53.26,21.87,10.39,11.616,3851.0665,3003.669922
2019-07-26,16.31,53.39,21.82,10.46,11.6948,3858.5688,3025.860107
2019-07-29,16.29,53.07,21.77,10.49,11.7243,3854.2704,3020.969971
2019-07-30,16.17,52.49,21.66,10.38,11.6062,3870.3176,3013.179932
2019-07-31,16.18,52.68,21.67,10.36,11.5865,3835.3589,2980.379883
2019-08-01,16.22,52.78,21.48,10.41,11.6434,3803.4694,2953.560059
2019-08-02,16.03,52.03,20.85,10.21,11.4163,3747.4379,2932.050049
2019-08-05,15.75,50.99,20.51,10.04,11.2187,3675.6884,2844.73999
2019-08-06,15.73,50.88,20.56,9.98,11.1595,3636.3289,2881.77002
2019-08-07,15.78,50.95,20.66,10.04,11.2187,3621.431,2883.97998
2019-08-08,15.99,51.67,21.01,10.19,11.3965,3669.2936,2938.090088
2019-08-09,15.84,51.14,21.03,10.17,11.3669,3633.5296,2918.649902
2019-08-12,15.79,50.96,21.05,10.16,11.357,3699.1047,2882.699951
2019-08-13,15.82,51.14,20.92,10.2,11.3965,3665.7515,2926.320068
2019-08-14,15.65,50.58,21.16,10.07,11.2582,3682.4015,2840.600098
2019-08-15,15.48,50.18,20.97,10.06,11.2484,3694.0006,2847.600098
2019-08-16,15.64,50.76,21.11,10.16,11.3669,3710.5386,2888.679932
2019-08-19,15.8,51.25,21.34,10.27,11.4755,3791.0946,2923.649902
2019-08-20,15.71,50.95,21.35,10.19,11.3965,3787.7324,2900.51001
2019-08-21,15.9,51.6,21.45,10.3,11.5249,3781.7579,2924.429932
2019-08-22,15.86,51.57,21.52,10.23,11.4459,3793.5061,2922.949951
2019-08-23,15.8,51.3,21.45,10.17,11.3768,3820.8638,2847.110107
2019-08-26,15.77,51.21,21.08,10.17,11.3768,3765.9105,2878.379883
2019-08-27,15.83,51.52,21.21,10.22,11.4261,3816.9459,2869.159912
2019-08-28,15.76,51.22,21.29,10.19,11.3965,3802.5844,2887.939941
2019-08-29,15.85,51.47,21.32,10.26,11.4854,3790.1867,2924.580078
2019-08-30,15.95,51.91,21.58,10.3,11.5348,3799.5863,2926.459961
2019-09-02,15.94,51.81,21.64,10.39,11.6216,3848.3198,2916.3649905
2019-09-03,15.91,51.75,21.48,10.37,11.6017,3853.6106,2906.27002
2019-09-04,16.02,52.19,21.72,10.43,11.681,3886.0012,2937.780029
2019-09-05,16.14,52.74,21.93,10.46,11.7107,3925.323,2976
2019-09-06,16.16,52.81,21.96,10.47,11.7206,3948.5075,2978.709961
2019-09-09,16.17,52.85,21.98,10.43,11.6711,3972.9484,2978.429932
2019-09-10,16.12,52.69,21.89,10.44,11.6909,3959.265,2979.389893
2019-09-11,16.26,53.21,22.03,10.48,11.7404,3930.0999,3000.929932
2019-09-12,16.3,53.21,22.28,10.52,11.7801,3972.3799,3009.570068
2019-09-13,16.4,53.68,22.285,10.49,11.7504,3965.04765,3007.389893
2019-09-16,16.36,53.64,22.29,10.44,11.6909,3957.7154,2997.959961
2019-09-17,16.35,53.55,22.21,10.48,11.7404,3891.2208,3005.699951
2019-09-18,16.37,53.56,22.36,10.51,11.7702,3910.0837,3006.72998
2019-09-19,16.52,54.07,22.33,10.59,11.8494,3924.3823,3006.790039
2019-09-20,16.54,54.23,22.44,10.64,11.9188,3935.6511,2992.070068
2019-09-23,16.43,53.83,22.41,10.61,11.8791,3890.6616,2991.780029
2019-09-24,16.45,53.97,22.36,10.61,11.8791,3901.0758,2966.600098
2019-09-25,16.25,53.26,22.29,10.55,11.8197,3870.9837,2984.870117
2019-09-26,16.32,53.44,22.28,10.65,11.9188,3841.1388,2977.620117
2019-09-27,16.42,53.7,22.07,10.69,11.9782,3852.6534,2961.790039
2019-09-30,16.43,53.79,22.145,10.73,12.0179,3814.5282,2976.73999
2019-10-01,16.37,53.4,22.1825,10.64,11.926,3826.10365,2940.25
2019-10-02,16.01,52.21,22.22,10.37,11.6179,3831.891375,2887.610107
2019-10-03,15.83,51.67,22.21,10.35,11.5981,3834.7852375,2910.629883
2019-10-04,16.05,52.32,22.34,10.47,11.7372,3836.23216875,2952.01001
2019-10-07,16.09,52.42,22.415,10.52,11.7968,3836.955634375,2938.790039
2019-10-08,15.92,51.77,22.49,10.44,11.6974,3837.6791,2893.060059
2019-10-09,15.95,51.76,22.27,10.48,11.7471,3843.2392,2919.399902
2019-10-10,15.99,52.09,22.435,10.5,11.767,3874.6391,2938.129883
2019-10-11,16.28,53.45,22.5175,10.62,11.9061,3911.7253,2970.27002
2019-10-14,16.27,53.31,22.6,10.58,11.8565,3953.2411,2966.149902
2019-10-15,16.46,54.07,22.63,10.68,11.9757,3936.2498,2995.679932
2019-10-16,16.44,54.07,22.6,10.62,11.9061,3922.6854,2989.689941
2019-10-17,16.49,54.13,22.76,10.66,11.9558,3925.2216,2997.949951
2019-10-18,16.46,54.03,22.85,10.65,11.9459,3869.3777,2986.199951
2019-10-21,16.46,54.24,22.85,10.67,11.9658,3880.8398,3006.719971
2019-10-22,16.5,54.34,23,10.73,12.0254,3895.8809,2995.98999
2019-10-23,16.48,54.2,22.95,10.72,12.0155,3871.0848,3004.52002
2019-10-24,16.54,54.36,23.13,10.8,12.1049,3870.6678,3010.290039
2019-10-25,16.59,54.56,23.08,10.78,12.085,3896.7923,3022.550049
2019-10-28,16.69,54.85,23.19,10.8,12.1049,3926.585,3039.419922
2019-10-29,16.72,54.92,23.22,10.78,12.085,3910.226,3036.889893
2019-10-30,16.69,54.8,23.32,10.81,12.1248,3891.2255,3046.77002
2019-10-31,16.67,54.79,23.35,10.74,12.0453,3886.7519,3037.560059
2019-11-01,16.77,55.11,23.35,10.78,12.0927,3952.3872,3066.909912
2019-11-04,16.87,55.44,23.63,10.86,12.1725,3978.1216,3078.27002
2019-11-05,16.85,55.47,23.9,10.84,12.1526,4002.8128,3074.620117
2019-11-06,16.81,55.37,23.89,10.89,12.2024,3984.8816,3076.780029
2019-11-07,16.9,55.66,23.86,10.88,12.2024,3991.8749,3085.179932
2019-11-08,16.91,55.66,23.96,10.89,12.2124,3973.0107,3093.080078
2019-11-11,16.94,55.81,23.59,10.88,12.2024,3902.9783,3087.01001
2019-11-12,16.96,55.95,23.78,10.9,12.2223,3903.6888,3091.840088
2019-11-13,16.94,55.88,23.66,10.87,12.1924,3899.9815,3094.040039
2019-11-14,16.92,55.86,23.52,10.85,12.1625,3905.857,3096.629883
2019-11-15,17.04,56.23,23.65,10.9,12.2223,3877.0892,3120.459961
2019-11-18,17.07,56.34,23.82,10.92,12.2423,3907.9291,3122.030029
2019-11-19,17.07,56.27,23.95,10.91,12.2323,3947.0392,3120.179932
2019-11-20,17.08,56.3,23.78,10.86,12.1725,3907.8641,3108.459961
2019-11-21,17.01,56.08,23.68,10.84,12.1526,3889.598,3103.540039
2019-11-22,17.04,56.13,23.69,10.86,12.1825,3849.9948,3110.290039
2019-11-25,17.15,56.61,23.69,10.93,12.2622,3878.2061,3133.639893
2019-11-26,17.23,56.83,23.79,10.91,12.2423,3891.6533,3140.52002
2019-11-27,17.24,56.94,23.91,10.94,12.2722,3875.6186,3153.629883
2019-11-28,17.23,56.95,23.85,10.95,12.2822,3862.3029,3147.3049315
2019-11-29,17.17,56.74,23.58,10.88,12.2024,3828.6706,3140.97998
2019-12-02,17.06,56.29,23.53,10.71,12.01,3836.0589,3113.870117
2019-12-03,16.97,56.04,23.58,10.65,11.94,3851.0873,3093.199951
2019-12-04,17.12,56.71,23.54,10.76,12.08,3849.819,3112.76001
2019-12-05,17.17,56.9,23.76,10.72,12.03,3879.3638,3117.429932
2019-12-06,17.27,57.32,23.8,10.85,12.17,3902.3853,3145.909912
2019-12-09,17.18,57,23.91,10.83,12.16,3895.4468,3135.959961
2019-12-10,17.19,57.01,23.85,10.85,12.17,3900.3843,3132.52002
2019-12-11,17.17,56.97,23.93,10.87,12.19,3902.7492,3141.629883
2019-12-12,17.24,57.12,24.17,10.92,12.26,3891.0242,3168.570068
2019-12-13,17.52,58.33,24.33,11.01,12.35,3968.2211,3168.800049
2019-12-16,17.72,58.97,24.51,11.16,12.52,3987.5464,3191.449951
2019-12-17,17.68,58.49,24.79,11.18,12.54,4041.7996,3192.52002
2019-12-18,17.68,58.53,24.78,11.15,12.51,4032.7826,3191.139893
2019-12-19,17.67,58.39,24.71,11.17,12.53,4027.1495,3205.370117
2019-12-20,17.73,58.76,24.61,11.24,12.6,4017.2527,3221.219971
2019-12-23,17.87,59,24.63,11.26,12.63,3967.0962,3224.01001
2019-12-24,17.9,59.2,24.53,11.27,12.64,3992.9581,3224.01001
2019-12-26,17.92,59.28,24.53,11.27,12.64,4025.9879,3224.01001
